"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_santiago_del_estero","vcr_santiago_del_estero","compatibilidad_con_santiago_del_estero","valor_estrategico_para_santiago_del_estero","indice_recuperacion_de_posiciones_santiago_del_estero","indice_oportunidades_cercanas_santiago_del_estero","indice_objetivos_factibles_santiago_del_estero","indice_apuestas_ambiciosas_santiago_del_estero","top_20_criterios_santiago_del_estero","empleo","empresas","tasa_fem"
"210420","Homogenised food preparations","Preparaciones alimenticias compuestas homogeneizadas","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-0.03924","2514","Creció / Creció","3628636.44809","0.01899","0.00000","0.57555","0.74650","0","0.54826","0.54316","0.49878","","122","14","0.23891"
"292520","Imines, salts","Iminas y sus derivados; sales de estos productos","Químicos"," VI Productos químicos y aliados","1.36816","342","Creció / Creció","5971772.12022","0.01849","0.00000","-0.96296","1.31901","0","-0.27345","0.18540","0.64671","","s.d.","s.d.","0.14976"
"854129","Transistors, >1 watt","Los demas transitores, excepto fototransistores.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.17119","572","Creció mucho / Creció mucho","105583041.56284","0.01669","0.00000","-1.37244","0.62111","0","-0.71937","-0.29316","0.16056","","0","0","0.19384"
"820220","Band saw blades","Hojas de sierra de cinta (sin fin)","Metales"," XV Metales comunes y sus manufacturas","1.29010","432","Creció / Decreció","4306049.95355","0.01636","0.00000","-0.17842","1.24124","0","0.25237","0.53874","0.82756","","s.d.","s.d.","0.11706"
"410520","Sheep leather, nes","Pieles depiladas de ovino, apergaminadas o preparadas despues del curt","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-1.77224","4457","Decreció mucho / Decreció","4872827.34153","0.01562","0.00000","1.22595","-0.51441","0","0.57806","0.16710","-0.30676","","s.d.","s.d.","0.06157"
"121300","Cereal straw & husks","Paja y cascabillo de cereales, en bruto, incluso picados, molidos, pre","Agricultura"," II Productos vegetales","-0.11417","2622","Creció / Creció","1785076.65301","0.01297","0.00000","0.96867","0.27926","0","0.72251","0.56495","0.38773","","1667","326","0.11081"
"611710","Shawls, scarves, textile material, knit","Chales, pañuelos para el cuello, pasamontañas, bufandas, mantillas, ve","Textiles"," XI Textiles y artículos textiles","-1.48100","4284","Decreció mucho / Decreció mucho","9273502.00273","0.01291","0.00000","-0.48255","-0.10136","0","-0.50616","-0.49890","-0.56063","","25","6","0.54374"
"630392","Curtains, synthetic fibre, not knit","Visillos, cortinas, guardamalletas y doseles, fibra sintetica, excepto","Textiles"," XI Textiles y artículos textiles","-0.39182","3048","Creció mucho / Creció","22111617.13934","0.01251","0.00000","0.53045","-0.34403","0","0.26332","0.08604","-0.09363","","590","4","0.22611"
"251520","Calcareous building stone, nes","Ecaussines y demas piedras calizas de talla o de construccion, alabast","Minerales"," V Productos minerales","-0.97945","3791","Creció / Se mantuvo","962141.42623","0.01172","0.00000","0.37289","0.26567","0","0.21621","0.13251","-0.01344","","0","0","0.08673"
"210230","Baking powders","Levaduras artificiales (polvos para hornear)","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-0.75980","3506","Creció / Se mantuvo","874487.71585","0.01093","0.00000","1.34719","-0.15140","0","0.83677","0.50663","0.14608","","122","14","0.23891"
"650590","Hats, knit/crochet","Los demas sombreros y tocados, de punto, encaje, fieltro o de otros pr","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.50639","4301","Creció mucho / Creció","32440174.98634","0.01089","0.00000","-0.35935","-0.60605","0","-0.52340","-0.61775","-0.75713","","25","6","0.54374"
"820750","Drilling tools, not rock","Utiles de taladrar","Metales"," XV Metales comunes y sus manufacturas","1.29226","429","Creció mucho / Creció","24307263.60109","0.01081","0.00000","-0.65462","0.60612","0","-0.20779","0.07867","0.39943","","s.d.","s.d.","0.11706"
"441121","Not worked fibreboard, 0.5-0.8g/mc2","Tableros de fibra de madera con masa volumica superior a 0,5 g/cm3 per","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.26738","2862","Creció mucho / Creció","1889519.92077","0.01056","0.00000","0.49522","-0.24214","0","0.27149","0.12275","-0.02724","","s.d.","s.d.","0.09455"
"630900","Worn clothing","Articulos de prenderia.","Textiles"," XI Textiles y artículos textiles","-0.50626","3204","Creció / Decreció","24523648.34973","0.01021","0.00000","0.90302","0.28520","0","0.63853","0.47539","0.27268","","25","6","0.54374"
"842420","Spray guns","Pistolas aerograficas y aparatos similares.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.48500","253","Creció / Creció","11266162.22131","0.00940","0.00000","-0.75028","1.35792","0","-0.10511","0.32288","0.75723","","s.d.","s.d.","0.18814"
"482010","Notebooks, diaries","Libros registro,libros de contabilidad, talonarios, agendas,memorandos","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","-0.59207","3307","Creció mucho / Creció","14631488.88798","0.00887","0.00000","-0.49496","0.47397","0","-0.31089","-0.17040","-0.08322","","s.d.","s.d.","0.20466"
"320412","Acid and mordant dyes","Colorantes acidos, incluso metalizados, y preparaciones a base de esto","Químicos"," VI Productos químicos y aliados","0.26583","1997","Decreció / Decreció","3982254.67760","0.00881","0.00000","-0.90097","-0.04846","0","-0.61379","-0.42757","-0.22564","","s.d.","s.d.","0.14976"
"210310","Soya sauce","Salsa de soja, preparadas.","Agricultura"," IV Alimentos preparados, bebidas y tabaco","0.05816","2367","Creció / Creció","3749212.06284","0.00880","0.00000","-0.92784","0.00553","0","-0.64257","-0.45326","-0.26132","","122","14","0.23891"
"283210","Sodium sulphites","Sulfitos de sodio.","Químicos"," VI Productos químicos y aliados","-0.81066","3574","Creció / Creció","2387262.42077","0.00872","0.00000","-0.24900","0.42958","0","-0.16945","-0.09575","-0.08406","","s.d.","s.d.","0.14976"
"293722","Halogenated derivs adrenalal cortical hormones","Derivados halogenados de las hormonas cortico-suprarrenales.","Químicos"," VI Productos químicos y aliados","1.05211","731","Creció mucho / Creció mucho","12231515.73224","0.00864","0.00000","-0.95367","-0.24777","0","-0.61191","-0.40574","-0.13457","","14","11","0.34344"
"960350","Machine/appliance brushes","Los demas cepillos que constituyan partes de maquinas, aparatos o de v","Maquinaria"," XX Artículos varios fabricados","1.04069","749","Creció / Creció","5065738.85519","0.00824","0.00000","-0.50459","1.78208","0","0.10727","0.52754","0.91073","","7","4","0.15411"
"621430","Shawls, scarves, synthetic fibres, not knit","Chales, panuelos de cuello, bufandas, mantillas velos y articulos simi","Textiles"," XI Textiles y artículos textiles","-0.46846","3147","Decreció mucho / Decreció mucho","10021026.57104","0.00763","0.00000","-0.52645","-0.46452","0","-0.50826","-0.49607","-0.48408","","25","6","0.54374"
"611430","Garments nes, of manmade fibres, knit","Las demas prendas de vestir, de punto, de fibras sinteticas o artifici","Textiles"," XI Textiles y artículos textiles","-1.48819","4290","Creció mucho / Creció mucho","20455537.91257","0.00738","0.00000","0.46174","0.06188","0","0.18677","0.02930","-0.20568","","25","6","0.54374"
"731813","Screw hooks and rings, iron","Armellas y escarpias, roscadas, de fundicion, de hierro o acero","Metales"," XV Metales comunes y sus manufacturas","0.98465","831","Creció / Creció","1059863.66940","0.00712","0.00000","-0.93849","1.47514","0","-0.26345","0.19475","0.62843","","27","7","0.11287"
"848130","Valves, check","Valvulas de retencion.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.00310","806","Creció / Decreció","15899947.88525","0.00711","0.00000","-0.98213","1.53360","0","-0.28046","0.19616","0.64626","","s.d.","s.d.","0.11700"
"240210","Cigars","Cigarros o puros (incluso despuntados) y puritos que contengan tabaco.","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-0.80551","3566","Creció mucho / Creció","15185172.75410","0.00671","0.00000","0.51595","-0.22531","0","0.23555","0.05829","-0.14798","","s.d.","s.d.","0.17163"
"853222","Electric capacitors, aluminium electrolytic","Los demas condensadores fijos, electroliticos de aluminio.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.87419","984","Creció mucho / Creció","28343190.10109","0.00650","0.00000","-0.95916","0.57601","0","-0.46879","-0.14685","0.19000","","0","0","0.19384"
"460210","Wickerwork, vegetable","Artesania en cesteria de materias vegetales","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.79409","4470","Creció / Creció","8738546.87978","0.00585","0.00000","0.40577","-1.08144","0","-0.11166","-0.44473","-0.81344","","s.d.","s.d.","0.12665"
"670490","Wigs, false beards, eyebrows, of other material","Pelucas, barbas, cejas, pestanas y analogos; manufacturas, de las dema","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-2.25002","4619","Creció mucho / Creció mucho","9890093.48907","0.00575","0.00000","0.76776","-2.12008","0","-0.11159","-0.69565","-1.28621","","7","4","0.15411"
"240391","Homogenized tobacco","Tabaco homogeneizado o reconstituidos.","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-1.07385","3912","Decreció / Decreció","3155698.90437","0.00529","0.00000","1.54133","-0.50474","0","0.87060","0.43293","-0.03320","","s.d.","s.d.","0.17163"
"251611","Granite, crude","Granito, en bruto o desbastado.","Minerales"," V Productos minerales","-1.12134","3957","Decreció mucho / Decreció","6457406.60109","0.00527","0.00000","1.20207","-0.81947","0","0.56542","0.14602","-0.28848","","0","0","0.08673"
"441219","Plywood, softwood <6mm","Las demas maderas contrachapada de maderas tropicales.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.92800","3730","Decreció mucho / Decreció mucho","16518829.04372","0.00485","0.00000","1.26893","-0.75394","0","0.64466","0.23139","-0.19059","","s.d.","s.d.","0.09455"
"732310","Iron/steel wool","Lana de hierro o de acero; estropajos, guantes y articulos similares p","Metales"," XV Metales comunes y sus manufacturas","-0.36209","3006","Decreció / Decreció","1417087.83060","0.00463","0.00000","0.30093","-0.76209","0","0.02202","-0.17058","-0.34318","","27","7","0.11287"
"520300","Cotton, carded/combed","Algodon cardado o peinado.","Textiles"," XI Textiles y artículos textiles","-1.80075","4474","Creció mucho / Creció","3248117.82787","0.00405","0.00000","1.45743","-1.47552","0","0.54502","-0.05783","-0.67694","","522","12","0.11748"
"853620","Automatic circuit breakers, <1kV","Disyuntores, para una tension inferior o igual a 1000 voltios","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.27266","1988","Creció mucho / Decreció","33222467.79781","0.00393","0.00000","-0.27289","1.13686","0","0.06361","0.30235","0.49789","","s.d.","s.d.","0.15607"
"440920","Shaped non-coniferous wood","Maderas perfiladas longitudinalmente de no coniferas","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.03495","3860","Decreció / Decreció","12079218.42623","0.00364","0.00000","1.43103","-0.58284","0","0.78166","0.35628","-0.09170","","41","11","0.04618"
"282720","Calcium chloride","Cloruro de calcio","Químicos"," VI Productos químicos y aliados","-0.07180","2553","Decreció / Decreció","2214876.59836","0.00336","0.00000","-0.42926","-0.10915","0","-0.32949","-0.26360","-0.19585","","s.d.","s.d.","0.14976"
"530130","Flax tow, waste","Estopas y desperdicios, de lino.","Textiles"," XI Textiles y artículos textiles","-0.38225","3033","Creció / Se mantuvo","579157.36612","0.00285","0.00000","0.89907","-1.39574","0","0.31198","-0.09631","-0.45392","","522","12","0.11748"
"630493","Furnishing articles, synth fibre, not knit","Otros articulos de moblaje, de fibras sintéticas, excepto los de punto","Textiles"," XI Textiles y artículos textiles","-1.20784","4036","Creció / Decreció","6186373.88525","0.00273","0.00000","0.65594","-0.39966","0","0.25844","0.00691","-0.28503","","590","4","0.22611"
"320414","Direct dyes","Colorantes directos y preparaciones a base de estos colorantes.","Químicos"," VI Productos químicos y aliados","0.53286","1568","Decreció / Decreció","1602960.91530","0.00270","0.00000","-0.76566","0.11748","0","-0.45918","-0.26178","-0.04362","","s.d.","s.d.","0.14976"
"460290","Wickerwork, non-vegetable","Los demas articulos de cesteria, excepto de materias vegetales.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.83121","4494","Creció / Creció","3063236.11202","0.00245","0.00000","1.03405","-0.80128","0","0.38046","-0.03811","-0.50816","","s.d.","s.d.","0.12665"
"450410","Agglomerated cork blocks","Cubos,placas,planchas,hojas y bandas; baldosas de cualquier forma; cil","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.70101","3443","Creció / Creció","5002305.50546","0.00170","0.00000","-0.49737","-1.99966","0","-0.81819","-1.05371","-1.22431","","s.d.","s.d.","0.12665"
"450390","Natural cork articles, not stoppers","Las demas manufacturas de corcho natural, excepto tapones.","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-0.58953","3303","Creció / Se mantuvo","509666.59290","0.00129","0.00000","-0.28408","-1.07825","0","-0.47346","-0.60786","-0.71782","","s.d.","s.d.","0.12665"
"293629","Vitamins, nes","Las demas vitaminas y sus derivados, sin mezclar.","Químicos"," VI Productos químicos y aliados","0.50764","1619","Creció mucho / Creció","11556726.68579","0.00123","0.00000","0.57769","0.55595","0","0.56634","0.55958","0.55040","","14","11","0.34344"
"460191","Plaited vegetable articles, not mats","Las demas materias trenzables y articulos similares, de materias veget","Agricultura"," IX Productos de madera, carbón de madera, o corcho. Fabricaciones de paja u otros materiales trenzados","-1.57632","4351","Decreció / Decreció","788768.75137","0.00109","0.00000","-0.19739","-1.51363","0","-0.59853","-0.86492","-1.13443","","s.d.","s.d.","0.12665"
"660199","Umbrellas nes","Los demas paraguas, sombrillas y quitasoles","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.30482","4137","Decreció mucho / Decreció mucho","6685482.61202","0.00057","0.00000","-1.48226","-2.37957","0","-1.64398","-1.76970","-1.84169","","7","4","0.15411"
"630699","Camping goods nes, textile material","Los demas articulos de acampar, de las demas materias textiles.","Textiles"," XI Textiles y artículos textiles","-0.72593","3472","Creció / Creció","2854847.60929","0.00054","0.00000","0.38718","0.10891","0","0.22022","0.12282","-0.01632","","590","4","0.22611"
"530210","Hemp fibre, raw","Canamo en bruto o enriado, sin hilar","Textiles"," XI Textiles y artículos textiles","0.57947","1484","Creció / Creció","99948.24317","0.00033","0.00000","0.35659","0.14094","0","0.33575","0.31455","0.31527","","1667","326","0.11081"
"293229","Lactones, not coumarins","Las demas lactonas","Químicos"," VI Productos químicos y aliados","0.26933","1993","Creció mucho / Creció","10810777.74317","0.00007","0.00000","-0.93885","-1.39608","0","-0.90948","-0.91766","-0.84256","","14","11","0.34344"
"293359","Heterocyclic compounds, pyrimidine ring","Los demas compuestos con un ciclo pirimidina y su sales","Químicos"," VI Productos químicos y aliados","0.84827","1030","Creció mucho / Creció mucho","118132432.69945","0.00007","0.00000","-0.29569","-1.32053","0","-0.38626","-0.48279","-0.47088","","14","11","0.34344"
"391290","Cellulose derivatives, nes","Los demas derivados quimicos de la celulosa en formas primarias.","Químicos"," VII Plásticos, caucho, y sus manufacturas","0.37365","1821","Creció / Creció","6196833.16120","0.00001","0.00000","0.40077","-0.14491","0","0.28892","0.20571","0.14844","","s.d.","s.d.","0.12871"
"294110","Penicillins","Penicilinas y sus derivados con la estructura del acido penicilanico;","Químicos"," VI Productos químicos y aliados","0.73840","1219","Decreció / Decreció","13466157.84699","0.00001","0.00000","-0.88971","0.07505","0","-0.53395","-0.30783","-0.04854","","14","11","0.34344"
"530290","Hemp fibre, processed unspun","Los demas , estopas y desperdicios de cañamo","Textiles"," XI Textiles y artículos textiles","0.13822","2246","Creció / Se mantuvo","72439.67486","0.00001","0.00000","-0.04790","0.01276","0","-0.01716","0.00125","0.02593","","522","12","0.11748"
"320417","Synthetic organic pigments","Colorantes pigmentarios y preparaciones a base de estos colorantes.","Químicos"," VI Productos químicos y aliados","0.78281","1140","Decreció / Decreció","26604352.64754","0.00000","0.00000","-0.64248","0.95543","0","-0.18037","0.13058","0.43290","","s.d.","s.d.","0.14976"
"150710","Soya-bean oil, crude","Aceite de soja en bruto, incluso desgomado.","Agricultura"," III Grasas y aceites animales o vegetales y sus derivados","-0.82219","3597","Decreció mucho / Decreció mucho","-3024672709.82240","0.00000","0.00000","3.31153","-1.43034","1","1.94978","1.03182","0.14426","Recuperación de posiciones","218","8","0.15062"
"150790","Refined soya-bean oil","Los demas aceites de soja y sus fracciones, incluso refinados, pero si","Agricultura"," III Grasas y aceites animales o vegetales y sus derivados","-1.37353","4205","Decreció / Decreció","-69546854.77049","0.00000","0.00000","2.66102","-1.07196","1","1.51097","0.74929","-0.02746","Recuperación de posiciones","218","8","0.15062"
"410390","Other raw hides","Pieles y cueros de animales silvestres","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-1.81176","4485","Decreció mucho / Decreció","896452.85519","0.00000","0.00000","2.40417","-1.41504","1","1.21873","0.43506","-0.36846","Recuperación de posiciones","40","10","0.09681"
"520511","Cotton yarn >85%, sing uncomb >714","Hilados sencillos de fibras sin peinar, de titulo superior o igual a 714","Textiles"," XI Textiles y artículos textiles","-1.61330","4374","Creció / Decreció","2231396.56831","0.00000","0.00000","0.83334","-0.40396","1","0.34122","0.03329","-0.33510","Recuperación de posiciones","522","12","0.11748"
"520512","Cotton yarn >85%, sing uncomb 714-232","Hilados sencillos de fibras sin peinar , de titulo inferior a 714,29 d","Textiles"," XI Textiles y artículos textiles","-2.13784","4587","Decreció / Decreció","24161540.46995","0.00000","0.00000","1.45980","-1.40628","1","0.52682","-0.08298","-0.72935","Recuperación de posiciones","522","12","0.11748"
"520513","Cotton yarn >85%, sing uncomb 232-192","Hilados sencillos de fibras sin peinar, de titulo inferior a 232,56 dt","Textiles"," XI Textiles y artículos textiles","-2.16318","4595","Creció mucho / Creció","6606825.69126","0.00000","0.00000","1.32838","-1.27160","1","0.45923","-0.10535","-0.71450","Recuperación de posiciones","522","12","0.11748"
"580211","Terry, cotton, not narrow","Tejidos con bucles para toallas, de algodon crudos","Textiles"," XI Textiles y artículos textiles","-0.61187","3341","Creció / Se mantuvo","129930.88525","0.00000","0.00000","-0.56850","0.19704","1","-0.41973","-0.30707","-0.23485","Recuperación de posiciones","522","12","0.11748"
"854610","Electrical insulators of glass","Aisladores electricos, de vidrio.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.21682","2109","Decreció / Decreció","1621523.74044","0.00000","0.00000","-0.39386","0.01810","1","-0.25040","-0.15807","-0.05581","Recuperación de posiciones","s.d.","s.d.","0.08530"
"90300","Mate","Yerba mate","Agricultura"," II Productos vegetales","-1.89421","4511","Decreció / Decreció","-82814280.38798","0.00000","0.00000","10.05948","-3.24948","0","6.20232","3.60829","1.08202","Oportunidades cercanas, Objetivos factibles, Apuestas ambiciosas","11","5","0.17684"
"20442","Mutton, bone-in, frozen","Los demas cortes (trozos) de carne de ovinos congelada,sin deshuesar","Agricultura"," I Animales vivos; productos animales","-1.59564","4367","Creció mucho / Creció mucho","11907148.97541","0.00000","0.00000","7.09908","-3.30335","0","4.14912","2.15402","0.24431","Oportunidades cercanas, Objetivos factibles","527","14","0.09596"
"40221","Unsweetened milk powder, >1.5% fat","Leche en polvo, sin azucarar ni edulcorar de otro modo.","Agricultura"," I Animales vivos; productos animales","-1.35508","4188","Decreció mucho / Decreció mucho","-219073785.87432","0.00000","0.00000","5.02745","-1.88092","0","3.00752","1.65214","0.32305","Oportunidades cercanas, Objetivos factibles","71","13","0.14511"
"100610","Rice, in the husk","Arroz con cascara. (arroz paddy).","Agricultura"," II Productos vegetales","-1.59001","4362","Decreció / Decreció","-9080777.52186","0.00000","0.00000","3.74100","-1.27143","0","2.20541","1.18700","0.15265","Oportunidades cercanas, Objetivos factibles","1667","326","0.11081"
"100830","Canary seed","Alpiste.","Agricultura"," II Productos vegetales","-0.66810","3405","Decreció / Decreció","-8443019.56284","0.00000","0.00000","4.69321","-2.22576","0","2.77328","1.46737","0.23935","Oportunidades cercanas, Objetivos factibles","1667","326","0.11081"
"120220","Ground-nuts, shelled","Cacahuates o manies, crudos, sin cascara, incluso quebrantados.","Agricultura"," II Productos vegetales","-2.08566","4575","Creció mucho / Creció","-355523175.55738","0.00000","0.00000","5.41763","-1.54099","0","3.27557","1.85662","0.41043","Oportunidades cercanas, Objetivos factibles","1667","326","0.11081"
"150200","Bovine, sheep and goat fats","Grasas de bovino, ovino y caprino","Agricultura"," III Grasas y aceites animales o vegetales y sus derivados","-0.49534","3188","Creció / Decreció","-11409978.58470","0.00000","0.00000","3.66666","-1.06084","0","2.30496","1.38773","0.49878","Oportunidades cercanas, Objetivos factibles","527","14","0.09596"
"150810","Ground-nut oil, crude","Aceite de cacahuate o mani, en bruto.","Agricultura"," III Grasas y aceites animales o vegetales y sus derivados","-2.28163","4627","Creció / Creció","-96423347.56011","0.00000","0.00000","5.36546","-2.78029","0","2.97160","1.36738","-0.21190","Oportunidades cercanas, Objetivos factibles","218","8","0.15062"
"230610","Cotton seed solid residues","Tortas y residuos solidos extraccion de grasas o aceites de algodon.","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-2.02494","4559","Decreció / Decreció","-2398574.21858","0.00000","0.00000","4.54720","-1.87466","0","2.60561","1.31373","0.01433","Oportunidades cercanas, Objetivos factibles","218","8","0.15062"
"260200","Manganese ores","Minerales de manganeso y sus concentrados, incluidos los minerales de","Minerales"," V Productos minerales","-2.16387","4596","Creció mucho / Creció mucho","48724503.57377","0.00000","0.00000","5.16597","-2.63602","0","2.87259","1.33580","-0.17738","Oportunidades cercanas, Objetivos factibles","s.d.","s.d.","0.08678"
"261790","Ores and concentrates, nes","Los demas minerales y sus concentrados","Minerales"," V Productos minerales","-2.15744","4593","Decreció / Decreció","1160780.38251","0.00000","0.00000","5.63747","-2.34967","0","3.26055","1.67273","0.09453","Oportunidades cercanas, Objetivos factibles","s.d.","s.d.","0.08678"
"283691","Lithium carbonates","Carbonato de litio","Químicos"," VI Productos químicos y aliados","-1.06277","3896","Creció mucho / Creció mucho","-215124714.44535","0.00000","0.00000","5.71291","-3.32627","0","3.22750","1.53284","-0.04864","Oportunidades cercanas, Objetivos factibles","s.d.","s.d.","0.14976"
"410429","Bovine leather, tanned","Los demas cueros y pieles, de bovino y de equino, curtido o recurtidos","Agricultura"," VIII Pieles, cueros, peletería. Sillería y arnés. Artículos de viaje. Artículos de tripa animal","-1.56788","4346","Decreció mucho / Decreció mucho","-29626780.91530","0.00000","0.00000","3.76490","-1.38558","0","2.20153","1.16232","0.11399","Oportunidades cercanas, Objetivos factibles","s.d.","s.d.","0.06157"
"510111","Greasy shorn wool","Lana esquilada, sucia o lavada en vivo sin cardar ni peinar.","Textiles"," XI Textiles y artículos textiles","-1.24029","4068","Creció mucho / Creció","-38536033.50820","0.00000","0.00000","7.95434","-2.97606","0","4.84880","2.74951","0.73700","Oportunidades cercanas, Objetivos factibles","1359","280","0.10050"
"170111","Raw sugar, cane","Azucar de cana en bruto sin aromatizar ni colorear, en estado solido.","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-2.05552","4567","Decreció mucho / Decreció mucho","36367816.72131","0.00000","0.00000","4.23205","-2.05127","0","2.34663","1.08975","-0.16734","Oportunidades cercanas","s.d.","s.d.","0.06046"
"200891","Palm hearts, otherwise preserved","Palmitos, preparados o conservados o con alcohol.","Agricultura"," IV Alimentos preparados, bebidas y tabaco","-2.14551","4589","Decreció / Decreció","671739.28415","0.00000","0.00000","4.65527","-3.17842","0","2.40845","0.89336","-0.57009","Oportunidades cercanas","98","6","0.26995"
"260111","Iron ore, unagglomerated","Minerales de hierro y sus concentrados sin aglomerar","Minerales"," V Productos minerales","-1.66038","4397","Creció mucho / Creció mucho","625139209.79508","0.00000","0.00000","4.49526","-2.53442","0","2.47376","1.11152","-0.20701","Oportunidades cercanas","0","0","0.09094"
"260900","Tin ores","Minerales de estano y sus concentrados.","Minerales"," V Productos minerales","-2.22450","4611","Creció / Creció","2497157.53552","0.00000","0.00000","4.28056","-2.39431","0","2.29508","0.96860","-0.34939","Oportunidades cercanas","s.d.","s.d.","0.08678"
"530519","Coconut fibre, processed unspun","Las demas fibras textiles de coco, sin hilar; estopas y desperdicios.","Textiles"," XI Textiles y artículos textiles","-2.43479","4643","Se mantuvo / Se mantuvo","212.06557","0.00000","0.00000","4.66265","-3.82652","0","2.25507","0.62682","-0.93184","Oportunidades cercanas","522","12","0.11748"
"20210","Bovine carcasses, frozen","Carne de bovinos en canales o medios canales, congelada.","Agricultura"," I Animales vivos; productos animales","-0.91864","3719","Decreció / Decreció","-12688104.98361","0.00000","0.00000","3.47460","-0.70997","0","2.19836","1.35101","0.49323","Objetivos factibles","527","14","0.09596"
"20690","Sheep & equine offal, frozen","Los demas despojos comestibles de animales congelados.","Agricultura"," I Animales vivos; productos animales","-1.23473","4063","Decreció / Decreció","-359812.36066","0.00000","0.00000","3.50347","-1.11932","0","2.10509","1.17477","0.23867","Objetivos factibles","527","14","0.09596"
"40210","Milk powder, <1.5% fat","Leche en polvo, granulos u otras formas, materia grasa inferior o igua","Agricultura"," I Animales vivos; productos animales","0.08649","2320","Decreció mucho / Decreció mucho","-2688957.52186","0.00000","0.00000","2.12623","0.22572","0","1.54216","1.15509","0.76107","Objetivos factibles","71","13","0.14511"
"843230","Seeders, planters","Sembradoras, plantadoras y transplantadoras.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.60280","1445","Creció / Decreció","2665326.73770","0.00000","0.00000","1.32993","1.07235","0","1.20570","1.13071","1.03224","Objetivos factibles","s.d.","s.d.","0.08734"
"400930","Rubber tubes, textile reinforced","Tubos de caucho vulcanizado, sin endurecer, reforzados o combinados de","Químicos"," VII Plásticos, caucho, y sus manufacturas","1.07193","694","Creció / Decreció","10209261.59016","0.00000","0.00000","-0.28496","1.97812","0","0.30334","0.71065","1.07265","Apuestas ambiciosas","s.d.","s.d.","0.16001"
"560300","Nonwoven textiles, not felt","Textiles no tejidos, excepto fieltro","Textiles"," XI Textiles y artículos textiles","0.81038","1091","Creció mucho / Creció mucho","55810316.37432","0.00000","0.00000","-0.16957","2.01732","0","0.36580","0.74283","1.05951","Apuestas ambiciosas","s.d.","s.d.","0.27552"
"731590","Chain parts, iron, except link","Las demas partes de cadena, de fundicion, de hierro o de acero.","Metales"," XV Metales comunes y sus manufacturas","0.62915","1399","Decreció / Decreció","1614778.61202","0.00000","0.00000","-0.33150","2.21627","0","0.27412","0.70432","1.05516","Apuestas ambiciosas","27","7","0.11287"
"741529","Copper cotters","Los demas articulos sin roscar, de cobre, (incluye: pernos, tornillos,","Metales"," XV Metales comunes y sus manufacturas","1.49983","239","Creció / Decreció","1175943.04098","0.00000","0.00000","-0.48935","1.83124","0","0.17368","0.62123","1.05221","Apuestas ambiciosas","27","7","0.11287"
"842720","Self-propelled works trucks, non-electric","Las demas carretillas autopropulsadas.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.58658","174","Creció mucho / Creció mucho","70080635.79508","0.00000","0.00000","-0.54107","2.06764","0","0.19344","0.69113","1.16476","Apuestas ambiciosas","s.d.","s.d.","0.11901"
