"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_santiago_del_estero","vcr_santiago_del_estero","compatibilidad_con_santiago_del_estero","valor_estrategico_para_santiago_del_estero","indice_recuperacion_de_posiciones_santiago_del_estero","indice_oportunidades_cercanas_santiago_del_estero","indice_objetivos_factibles_santiago_del_estero","indice_apuestas_ambiciosas_santiago_del_estero","top_20_criterios_santiago_del_estero","empleo","empresas","tasa_fem"
"853540","Lightning arresters & surge limiters >1kV","Pararrayos, limitadores de tension y amortiguadores de ondas.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.60786","1440","Decreció / Decreció","3691587.50273","0.00000","0.00000","0.07679","1.42750","0","0.40004","0.62920","0.81738","","s.d.","s.d.","0.15607"
"853590","Electrical apparatus for >1kV, nes","Los demas aparatos de empalme y conexion","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.94507","892","Decreció / Decreció mucho","18275018.52186","0.00000","0.00000","-0.16682","0.77223","0","0.13218","0.32863","0.53373","","s.d.","s.d.","0.15607"
"853610","Electrical fuses, <1kV","Fusibles y cortacircuitos con fusibles","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.57217","1494","Creció / Decreció","11693081.32514","0.00000","0.00000","-0.34120","0.96866","0","0.01211","0.25425","0.47658","","s.d.","s.d.","0.15607"
"853630","Electrical circuit protectors, <1kV","Los demas aparatos para la proteccion de circuitos electricos.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.24885","2034","Creció mucho / Creció","25965568.20219","0.00000","0.00000","-0.56729","1.03847","0","-0.16452","0.11715","0.35934","","s.d.","s.d.","0.15607"
"853649","Electrical relays, 60V-1kV","Los demas relevadores o reles, para una tension inferior a 1.000 volti","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.67313","1324","Creció / Decreció","21383965.39891","0.00000","0.00000","-0.35016","1.19208","0","0.06061","0.34311","0.59967","","s.d.","s.d.","0.15607"
"853661","Electrical lamp-holders, <1kV","Portalamparas, para una tension inferior o igual a 1000 voltios","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.23060","2075","Decreció / Decreció","3103514.09836","0.00000","0.00000","-1.22005","0.18516","0","-0.79394","-0.51063","-0.22504","","s.d.","s.d.","0.15607"
"853720","Electrical control & distribution boards, >1kV","Cuadros, paneles, consolas y similares para una tension superior a 100","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.11597","2623","Decreció mucho / Decreció mucho","34048527.71311","0.00000","0.00000","-0.03061","1.26548","0","0.22007","0.41022","0.53129","","s.d.","s.d.","0.15607"
"853810","Electrical boards, panels, not equipped","Cuadros, paneles, consolas, pupitres, armarios y demas soportes de la","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.18270","2173","Creció mucho / Creció mucho","19257338.12568","0.00000","0.00000","0.01970","1.14642","0","0.26135","0.43850","0.56748","","s.d.","s.d.","0.15607"
"853910","Sealed beam lamp units","Faros o unidades sellados","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.51052","1613","Decreció mucho / Decreció","2038902.47268","0.00000","0.00000","-0.51825","1.49409","0","-0.01291","0.34038","0.64449","","0","0","0.18521"
"853922","Filament lamps, <=200W, >100V","Lamparas y tubos de incandescencia, de potencia inferior o igual a 200","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.49031","3178","Decreció mucho / Decreció mucho","3116194.57104","0.00000","0.00000","0.95256","-0.38760","0","0.54024","0.26707","-0.01123","","0","0","0.18521"
"853931","Fluorescent lamps, hot cathode","Lamparas fluorescentes de catodo caliente","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.48555","3170","Decreció mucho / Decreció mucho","10074292.76230","0.00000","0.00000","-0.58153","-0.87611","0","-0.63085","-0.67024","-0.69010","","0","0","0.18521"
"853990","Parts of electric filament or discharge lamps","Partes de lamparas y tubos electricos de incandescencia o de descarga","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.97437","852","Decreció mucho / Decreció","5076614.77596","0.00000","0.00000","-0.66029","0.65231","0","-0.23431","0.04432","0.33904","","0","0","0.18521"
"854011","Colour cathode-ray TV tubes, monitors","Tubos catodicos para receptores de television, incluso para monitores","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.21467","2111","Decreció / Decreció","497447.30055","0.00000","0.00000","-1.46713","-1.36358","0","-1.27824","-1.17862","-1.00008","","0","0","0.19384"
"854012","Monochrome cathode-ray tubes, monitors","Tubos catodicos para receptores de television, incluso para monitores","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.18666","2750","Decreció / Se mantuvo","122340.90984","0.00000","0.00000","-0.58591","-0.98567","0","-0.62594","-0.66594","-0.66599","","0","0","0.19384"
"854020","Television camera tubes","Tubos para camaras de television; tubos convertidores o intensificador","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.76688","90","Decreció / Decreció","2901995.04098","0.00000","0.00000","-0.74497","0.22583","0","-0.29962","-0.02841","0.31985","","0","0","0.19384"
"854030","Cathode-ray tubes, not for TV","Tubos de rayos catódicos, no para televisión","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.78076","85","Creció / Se mantuvo","621195.17760","0.00000","0.00000","-1.19548","-0.43421","0","-0.74560","-0.48260","-0.10885","","0","0","0.19384"
"854041","Magnetron tubes","Tubos de magnetrón","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.49227","246","Creció / Creció","1632908.57377","0.00000","0.00000","-0.72944","-0.18079","0","-0.39754","-0.20415","0.07288","","0","0","0.19384"
"854049","Microwave tubes","Tubos de microondas","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.69451","120","Decreció / Decreció","1992305.74317","0.00000","0.00000","-0.92972","-0.02721","0","-0.48680","-0.22021","0.13247","","0","0","0.19384"
"854081","Receiver/amplifier valves & tubes","Tubos receptores o amplificadores.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.81060","1090","Se mantuvo / Decreció","519267.20765","0.00000","0.00000","0.01142","-0.98683","0","-0.10831","-0.21809","-0.23800","","0","0","0.19384"
"854089","Electronic valves/tubes","Las demas lamparas, tubos y valvulas electronicos.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.46911","1673","Decreció / Decreció","1325276.11202","0.00000","0.00000","0.36608","-0.15154","0","0.27286","0.20037","0.15891","","0","0","0.19384"
"854091","Parts of cathode-ray tubes","Partes de tubos catodicos.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.86824","67","Decreció / Decreció","196651.19126","0.00000","0.00000","-0.80081","0.14259","0","-0.34523","-0.07026","0.29098","","0","0","0.19384"
"854099","Parts of electronic valve & tubes","Las demas partes de lamparas, tubos y valvulas electronicos.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.48081","256","Decreció / Decreció","773642.10383","0.00000","0.00000","-0.79331","0.87528","0","-0.23218","0.13181","0.52608","","0","0","0.19384"
"854110","Diodes, nes","Diodos, excepto los fotodiodos y los diodos emisores de luz.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.17407","568","Creció mucho / Decreció","62531432.15027","0.00000","0.00000","-0.84278","1.35316","0","-0.20191","0.22833","0.64961","","0","0","0.19384"
"854121","Transistors, <1 watt","Transistores, excepto fototransistores, con una capacidad de disipacio","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.16246","581","Decreció mucho / Decreció mucho","32288446.44536","0.00000","0.00000","-1.60590","0.37532","0","-0.93282","-0.49722","-0.02226","","0","0","0.19384"
"854130","Thyristors/diacs/triacs","Tiristores, diac y triac, excepto los dispositivos fotosensibles.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.17344","569","Creció mucho / Creció mucho","12240527.70765","0.00000","0.00000","-0.90593","0.88299","0","-0.34021","0.03210","0.41892","","0","0","0.19384"
"854150","Semiconductor devices, not light sensitive","Los demas dispositivos semiconductores","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.00318","805","Decreció mucho / Decreció mucho","22379865.00273","0.00000","0.00000","-0.88944","0.62279","0","-0.39773","-0.07627","0.26422","","0","0","0.19384"
"854160","Mounted piezo-electric crystals","Cristales piezoelectricos montados.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.52346","1587","Decreció / Decreció mucho","39557698.26230","0.00000","0.00000","-0.92140","0.09080","0","-0.57448","-0.35040","-0.10470","","0","0","0.19384"
"854190","Parts of semiconductor devices","Partes de dispositivos semiconductores","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.80049","1114","Decreció mucho / Decreció mucho","35679140.00273","0.00000","0.00000","-1.73860","-0.09106","0","-1.15518","-0.78110","-0.36243","","0","0","0.19384"
"854219","Monolithic integrated circuits, non-digital","Los demas circuitos integrados monoliticos.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.61323","1432","Decreció mucho / Decreció mucho","358857553.00546","0.00000","0.00000","-1.25328","-1.81407","0","-1.17879","-1.16958","-1.03901","","0","0","0.19384"
"854290","Parts of electronic integrated circuits","Partes de circuitos integrados y microestructuras electronicas","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.33170","384","Decreció mucho / Decreció mucho","66938675.51366","0.00000","0.00000","-1.06866","-0.14365","0","-0.64362","-0.38485","-0.05231","","0","0","0.19384"
"854310","Particle accelerators","Máquinas y aparatos eléctricos con función propia, no expresados ni comprendidos en otra p","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.22171","509","Decreció / Decreció","1177462.54098","0.00000","0.00000","-0.29937","0.78582","0","0.06978","0.30861","0.56924","","s.d.","s.d.","0.24556"
"854330","Apparatus for electro-plating, electrolysis","Maquinas y aparatos de galvanotecnia, electrolisis o electroforesis.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.27274","1987","Creció / Creció","6175838.79508","0.00000","0.00000","-0.81606","0.49883","0","-0.44420","-0.19253","0.04784","","s.d.","s.d.","0.24556"
"854411","Insulated winding copper wire","Alambre para bobinar de cobre","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.13354","2254","Decreció mucho / Decreció mucho","26724761.68579","0.00000","0.00000","-0.24826","0.83147","0","0.00586","0.18691","0.33307","","s.d.","0","0.17515"
"854419","Insulated winding wire, nes","Los demas alambres para bobinar, excepto de cobre, aislados para elect","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.34319","2972","Creció / Decreció","6615328.01093","0.00000","0.00000","-0.07262","0.47683","0","0.01021","0.07910","0.10699","","s.d.","0","0.17515"
"854430","Ignition sets for vehicles/aircraft/ship","Juegos de cables para bujias de encendido y demas juegos de cables de","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-1.26801","4097","Creció mucho / Creció mucho","220907063.57923","0.00000","0.00000","1.29549","-0.81464","0","0.61711","0.17242","-0.29494","","s.d.","s.d.","0.24556"
"854451","Electric conductors, 80-1,000V, with connectors","Los demas conductores electricos para una tension superior a 80 v pero","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.87352","985","Decreció mucho / Decreció mucho","352.04098","0.00000","0.00000","-1.02042","-1.06676","0","-0.84030","-0.75255","-0.56779","","s.d.","0","0.17515"
"854459","Electric conductors, 80-1,000V, no connectors","Los demas conductores electricos para una tension superio a 80 v pero","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-1.03397","3858","Decreció mucho / Decreció mucho","22086787.89071","0.00000","0.00000","1.21183","-0.99720","0","0.54544","0.10180","-0.34368","","s.d.","0","0.17515"
"854460","Electric conductors, >1,000V","Los demas conductores electricos para una tension superior a 1000 v","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.00470","2463","Creció mucho / Decreció","24876757.03825","0.00000","0.00000","-0.13501","0.45494","0","-0.00399","0.09102","0.16305","","s.d.","0","0.17515"
"854511","Carbon/graphite furnace electrodes","Electrodos del tipo de los utilizados en los hornos.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.75887","1186","Creció mucho / Creció mucho","39512304.84699","0.00000","0.00000","-0.61379","0.67626","0","-0.21852","0.04363","0.30990","","s.d.","s.d.","0.24556"
"854519","Carbon/graphite electrodes, non-furnace","Los demas electrodos.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","-0.21280","2790","Creció / Creció","10473744.36066","0.00000","0.00000","-0.21611","-0.86384","0","-0.34532","-0.44232","-0.50676","","s.d.","s.d.","0.24556"
"854520","Carbon/graphite brushes","Escobillas de carbon, para usos electricos.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.11942","636","Creció / Creció","3685514.62568","0.00000","0.00000","-0.95853","1.21613","0","-0.31580","0.11429","0.53956","","s.d.","s.d.","0.24556"
"854590","Battery carbons & electrical items, nes","Los demas articulos de grafito o de otros carbonos, para usos eléctric","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.35788","354","Creció / Creció","3162925.78142","0.00000","0.00000","-0.56222","0.78176","0","-0.10142","0.19619","0.52259","","s.d.","s.d.","0.24556"
"854620","Electrical insulators of ceramics","Aisladores electrico de ceramica","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.72550","1241","Decreció / Decreció","3947669.76503","0.00000","0.00000","-0.61568","0.84816","0","-0.18879","0.09784","0.37834","","s.d.","s.d.","0.09183"
"854690","Electrical insulators, non-glass/ceramics","Los demas aisladores electricos.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.70151","1277","Creció / Creció","7627567.38798","0.00000","0.00000","-0.32191","1.60947","0","0.16670","0.50758","0.80306","","s.d.","s.d.","0.24556"
"854710","Electrical insulating fittings of ceramics","Piezas aislantes de ceramica.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.96087","869","Se mantuvo / Decreció","3960924.92077","0.00000","0.00000","-0.99799","1.27974","0","-0.34655","0.09305","0.51671","","s.d.","s.d.","0.09183"
"854720","Electrical insulating fittings of plastics","Piezas aislantes de plastico","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.13965","611","Creció mucho / Creció mucho","24988666.45355","0.00000","0.00000","-1.17386","0.20955","0","-0.66583","-0.34264","0.02705","","60","8","0.12832"
"854790","Electrical insulating fittings, nes","Las demas piezas aislantes.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.45403","1691","Creció / Creció","6243939.07377","0.00000","0.00000","-0.12784","0.99157","0","0.15423","0.35124","0.52136","","s.d.","s.d.","0.24556"
"854800","Electrical parts of machinery, nes","Partes eléctricas de la maquinaria, otros","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.38013","1813","Creció mucho / Creció mucho","62409383.74863","0.00000","0.00000","-1.55791","-0.17320","0","-1.08717","-0.78256","-0.45028","","s.d.","s.d.","0.24556"
"860110","Rail locomotives, externally electrically powered","Locomotoras y locotractores, de energia electrica exterior.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.58018","1482","Creció / Decreció","6819142.37978","0.00000","0.00000","-0.83489","0.01169","0","-0.52407","-0.32633","-0.10016","","s.d.","s.d.","0.06619"
"860120","Rail locomotives, electric accumulator powered","Locomotoras y locotractores, de acumuladores electricos.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.42068","1742","Decreció / Decreció","311937.18306","0.00000","0.00000","-0.46657","0.12084","0","-0.26036","-0.12789","0.01958","","s.d.","s.d.","0.06619"
"860210","Rail locomotives, diesel-electric","Locomotoras diesel-electricas.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.77218","3526","Decreció mucho / Decreció mucho","6908491.37158","0.00000","0.00000","0.80705","-0.00422","0","0.48687","0.28622","0.04717","","s.d.","s.d.","0.06619"
"860290","Rail locomotives, non-electric","Las demas locomotoras y locotractores; tenderes.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.16982","2199","Decreció / Decreció","1422230.71585","0.00000","0.00000","0.29963","0.51744","0","0.33021","0.35639","0.36519","","s.d.","s.d.","0.06619"
"860310","Self-propelled railway cars, external power","Automotores y tranvias con motor, de energia electrica exterior.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.69820","114","Decreció mucho / Decreció mucho","32918903.46175","0.00000","0.00000","-1.17286","1.02062","0","-0.44706","0.02552","0.53197","","s.d.","s.d.","0.06619"
"860390","Self-propelled railway cars, nes","Los demas automotores y tranvias con motor, excepto de energia elect.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.37914","334","Creció mucho / Creció mucho","6167187.44809","0.00000","0.00000","-1.05115","-0.55097","0","-0.70808","-0.51154","-0.21850","","s.d.","s.d.","0.06619"
"860400","Railway maintenance vehicles","Vehiculos para el mantenimiento o servicio de las vias ferreas o simil","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.36772","3014","Decreció / Decreció","7536018.86339","0.00000","0.00000","0.53401","0.19551","0","0.37614","0.28028","0.15625","","s.d.","s.d.","0.06619"
"860610","Railway tank cars","Vagones-cisternas y similares.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.12695","2267","Creció / Decreció","11868662.73770","0.00000","0.00000","0.30870","-0.76585","0","0.07561","-0.09466","-0.22029","","s.d.","s.d.","0.06619"
"860630","Railway cars, self-discharging","Vagones de descarga automatica, excepto los de subpartidas 8606.10 u 8","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.13425","2657","Creció mucho / Creció","4682805.55464","0.00000","0.00000","0.86813","-1.05007","0","0.38425","0.04640","-0.24566","","s.d.","s.d.","0.06619"
"860691","Railway cars, closed & covered","Los demas vagones para el transporte de mercancias sobre rieles, cubie","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.64853","3381","Decreció / Decreció","7331032.42350","0.00000","0.00000","1.23502","-1.70653","0","0.45835","-0.07706","-0.55957","","s.d.","s.d.","0.06619"
"860692","Railway cars, open, >60cm sides","Los demas vagones para transporte mercancias sobre riel, abiertos,con","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.08659","2319","Creció / Creció","4268282.53825","0.00000","0.00000","0.43756","-0.40323","0","0.23430","0.09064","-0.02854","","s.d.","s.d.","0.06619"
"860699","Railway cars nes","Los demas vagones para el transporte de mercancias sobre rieles.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.05857","2539","Creció / Creció","4326015.79508","0.00000","0.00000","0.41466","-0.71543","0","0.14132","-0.05185","-0.21219","","s.d.","s.d.","0.06619"
"860711","Driving bogies & bissel-bogies for railway","Bojes y bissel, ejes y ruedas y sus partes","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.15516","591","Creció / Creció","5687658.82787","0.00000","0.00000","-1.00580","-0.27604","0","-0.64375","-0.42624","-0.13717","","s.d.","s.d.","0.06619"
"860712","Bogies & bissel-bogies for railway, non-driving","Los demas bojes y bissel","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.62162","1416","Creció / Se mantuvo","3348215.12022","0.00000","0.00000","0.10960","0.83825","0","0.30653","0.44143","0.56550","","s.d.","s.d.","0.06619"
"860719","Railway axles, wheels","Los demas ejes y ruedas; partes de bogies bissel y de ejes y ruedas.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.56603","1506","Decreció / Decreció mucho","17613500.24590","0.00000","0.00000","0.41009","0.89527","0","0.52272","0.60330","0.66741","","s.d.","s.d.","0.06619"
"860721","Air brakes for railway","Frenos de aire comprimido y sus partes de vehiculos para vias ferreas","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.07298","691","Creció / Decreció","10315464.51366","0.00000","0.00000","-0.82198","0.65007","0","-0.33807","-0.02252","0.31418","","s.d.","s.d.","0.06619"
"860729","Brakes, non-air, for railway","Los demas frenos y sus partes de vehiculos para vias ferreas o similar","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.36473","1836","Decreció / Decreció","-987851.53279","0.00000","0.00000","0.57971","0.87541","0","0.61735","0.65096","0.65903","","s.d.","s.d.","0.06619"
"860730","Coupling devices for railway","Ganchos y demas sistemas de enganche, topes, y sus partes, de vehiculo","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.05715","722","Creció / Se mantuvo","5914574.83060","0.00000","0.00000","-0.45874","0.68952","0","-0.07750","0.17053","0.43695","","s.d.","s.d.","0.06619"
"860791","Railway locomotive parts, nes","Locomotoras o locotractores","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.98690","829","Decreció mucho / Decreció mucho","6019786.78415","0.00000","0.00000","-0.33906","1.74330","0","0.21001","0.58866","0.92950","","s.d.","s.d.","0.06619"
"860799","Railway rolling stock parts, nes","Las demas partes de vehiculos para vias ferreas o similares.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.28199","443","Creció / Decreció","20540570.51639","0.00000","0.00000","-0.65269","1.27379","0","-0.07393","0.31178","0.69789","","s.d.","s.d.","0.06619"
"860800","Signals for rail, waterway, port, airfield","Material fijo de vias ferreas o similares; aparatos mecanicos (incluso","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.75570","1191","Decreció / Decreció","5739805.76776","0.00000","0.00000","0.19074","1.50474","0","0.51003","0.73538","0.92328","","s.d.","s.d.","0.06619"
"870110","Pedestrian controlled tractors","Motocultores.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.19264","2759","Decreció / Decreció","1892247.22131","0.00000","0.00000","0.31345","0.59454","0","0.31906","0.33592","0.31342","","s.d.","s.d.","0.08734"
"870120","Road tractors for semi-trailers","Tractores de carretera para semirremolques.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.53522","1563","Creció mucho / Creció mucho","209230120.25137","0.00000","0.00000","0.27950","0.46128","0","0.34143","0.38148","0.42523","","s.d.","s.d.","0.09613"
"870130","Track-laying tractors, crawlers","Tractores de orugas.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.18487","2169","Creció mucho / Creció","13011307.09290","0.00000","0.00000","0.42191","0.05063","0","0.32395","0.25641","0.19558","","s.d.","s.d.","0.08398"
"870190","Wheeled tractors nes","Los demas tractores.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.04133","748","Creció mucho / Decreció mucho","124779553.83060","0.00000","0.00000","-0.14760","1.69980","0","0.34077","0.67733","0.98096","","s.d.","s.d.","0.08734"
"870290","Buses, non-diesel","Los demas vehiculos automoviles para el transporte de personas.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.48237","1654","Decreció / Decreció","17121836.66667","0.00000","0.00000","-0.03510","0.93990","0","0.21164","0.38377","0.53301","","s.d.","s.d.","0.09613"
"870310","Snowmobiles, golf cars","Vehiclos p. desplazarse sobre nieve; para terrenos de golf y similares","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.21913","514","Creció mucho / Creció mucho","17716997.79508","0.00000","0.00000","-0.59999","-0.77708","0","-0.45350","-0.38910","-0.22490","","s.d.","s.d.","0.09613"
"870321","Automobiles, spark ignition, <1000cc","Los demas vehiculos con motor de embolo o piston alternativo, de encen","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.56221","1517","Creció mucho / Creció mucho","225284060.54918","0.00000","0.00000","-0.06154","0.98838","0","0.21082","0.39949","0.56686","","s.d.","s.d.","0.09613"
"870322","Automobiles, spark ignition, 1000-1500cc","Vehiculo automovil transporte personas de cilindrada superior a 1000 c","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.62561","1410","Creció mucho / Creció mucho","101358773.79781","0.00000","0.00000","0.43022","1.32638","0","0.62899","0.77318","0.88234","","s.d.","s.d.","0.09613"
"870323","Automobiles, spark ignition, 1500-3000cc","Vehiculos automovil transporte personas de cilindrada superior a 1500","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.48680","251","Creció mucho / Decreció mucho","1301128034.01912","0.00000","0.00000","-0.85596","0.28857","0","-0.39278","-0.10396","0.24477","","s.d.","s.d.","0.09613"
"870324","Automobiles, spark ignition, >3000cc","Vehiculos automoviles transporte personas de cilindrada superior a 300","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.39775","315","Decreció mucho / Decreció mucho","714910080.89618","0.00000","0.00000","-0.83835","0.67685","0","-0.31170","0.02738","0.40251","","s.d.","s.d.","0.09613"
"870331","Automobiles, diesel, <1500cc","Los demas vehiculos con motor de embolo, de encendido por compresion d","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.78105","1144","Decreció mucho / Decreció mucho","149519237.99454","0.00000","0.00000","-0.63461","0.40248","0","-0.28563","-0.05928","0.18600","","s.d.","s.d.","0.09613"
"870332","Automobiles, diesel, 1500-2500cc","Vehiculos automoviles transporte personas con motor de embolo de cilin","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.86369","997","Decreció mucho / Decreció mucho","730326935.52186","0.00000","0.00000","-0.56307","1.62429","0","0.01708","0.41652","0.77793","","s.d.","s.d.","0.09613"
"870333","Automobiles, diesel, >2500cc","Vehiculos automov.transporte personas de cilindrada superior a 2500 cm","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.85944","1006","Decreció mucho / Decreció mucho","-186595342.34426","0.00000","0.00000","0.18641","0.69799","0","0.35603","0.46641","0.58487","","s.d.","s.d.","0.09613"
"870390","Automobiles nes, gas turbine powered","Los demas vehiculos automovil para el transporte de personas","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","1.42472","298","Creció mucho / Creció mucho","409741795.37978","0.00000","0.00000","-0.59181","1.14621","0","-0.04255","0.31897","0.69443","","s.d.","s.d.","0.09613"
"870410","Dump trucks, for off-highway use","Volquetes automotores proyectados usar fuera de la red de carretera.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.65066","3386","Creció mucho / Creció mucho","47705790.89891","0.00000","0.00000","1.20603","-0.58444","0","0.66227","0.30086","-0.06385","","s.d.","s.d.","0.08398"
"870421","Diesel powered trucks, <5 tonnes","Los demas vehiculos automoviles para el tranporte de mercancias de pes","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","-0.16613","2714","Creció mucho / Creció mucho","-2609536618.42350","0.00000","0.00000","0.68888","0.51161","0","0.56793","0.49859","0.39536","","s.d.","s.d.","0.09613"
"870422","Diesel powered trucks, 5-20 tonnes","Vehiculos automoviles transporte de mercancias de peso total con carga","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.46004","1681","Decreció mucho / Decreció mucho","75151671.39071","0.00000","0.00000","0.47159","0.52729","0","0.48157","0.48935","0.49377","","s.d.","s.d.","0.09613"
