Código HS 1992,Product Name EN,Nombre Producto ES,Sección Atlas,Sección 2 dígitos,Índice de complejidad de producto (ICP),Ranking de complejidad producto,Tendencia mercado 2014-2019 (nominal / share),Potencial exportador,FOB Jujuy,VCR Jujuy,Compatibilidad con Jujuy,Valor estratégico para Jujuy,Indice Recuperacion de posiciones - Jujuy,Indice Oportunidades cercanas - Jujuy,Indice Objetivos factibles - Jujuy,Indice Apuestas ambiciosas - Jujuy,Top 20 criterios Jujuy,Empleo 2021,Empresas 2020,Tasa fem
540760,Fabric >85% non-textur polyester filament,Los demas tejidos con un contenido de filamentos de poliester no texturado,Textiles, XI Textiles y artículos textiles,0.0885222189727551,2315,Creció / Decreció,29370451.3934426,0.0,0.0,-0.74241722416993,-0.470833631448613,0,-0.605006561311398,-0.522722050246066,-0.412469746659666,,s.d.,s.d.,0.117478035780074
540771,Fabric >85% synthetic filament,Los demas tejidos con un contenido de filamentos sinteticos superior o,Textiles, XI Textiles y artículos textiles,-1.14742798839204,3983,Creció / Se mantuvo,1325493.16120219,0.0,0.0,0.539655459767594,-0.0190210145265495,0,0.259211820092802,0.0910561765406983,-0.13351981570468,,s.d.,s.d.,0.117478035780074
540772,"Fabric >85% synthetic filament, dye",Los demas tejidos con un contenido de filamentos sinteticos superior o,Textiles, XI Textiles y artículos textiles,-0.889367241073535,3690,Decreció / Decreció,12862093.2513661,0.0,0.0,0.222181641958233,0.464112054614359,0,0.159412836186281,0.140124953933112,0.0531631068955478,,s.d.,s.d.,0.117478035780074
540773,"Fabric >85% synthetic filament, yarn dye",Los demas tejidos con un contenido de filamentos sinteticos superior o,Textiles, XI Textiles y artículos textiles,-0.293143293563739,2905,Creció / Decreció,1942019.17486339,0.0,0.0,0.2394081127424,0.811356947246003,0,0.300542739012507,0.35970749387274,0.363647236692487,,s.d.,s.d.,0.117478035780074
540774,"Fabric >85% synthetic filament, print",Los demas tejidos con un contenido de filamentos sinteticos superior o,Textiles, XI Textiles y artículos textiles,-1.03235506687936,3855,Creció / Se mantuvo,981415.330601093,0.0,0.0,-0.414923575919876,-0.111882428560665,0,-0.416058495543983,-0.401473897988076,-0.432912932348103,,s.d.,s.d.,0.117478035780074
540781,"Fabric synthetic filament, <85% +cotton",Los demas tejidos con un contenido de filamentos sinteticos inferior a,Textiles, XI Textiles y artículos textiles,-0.468983432835039,3148,Decreció / Decreció,540202.639344262,0.0,0.0,-0.482313348997676,0.300085886782305,0,-0.324500510225416,-0.206474129050287,-0.126901213856025,,s.d.,s.d.,0.117478035780074
540782,"Fabric synthetic filament <85% +cotton, dye",Los demas tejidos con un contenido de filamentos sinteticos inferior a,Textiles, XI Textiles y artículos textiles,0.0066501049110708,2445,Creció / Creció,2311593.67213115,0.0,0.0,-0.504845700424254,1.02182088099886,0,-0.148362803606098,0.106211973874135,0.31002821254998,,s.d.,s.d.,0.117478035780074
540783,"Fabric synthetic filament <85% +cotton, yarn dye",Los demas tejidos con un contenido de filamentos sinteticos inferior a,Textiles, XI Textiles y artículos textiles,-0.177463617778577,2731,Decreció / Decreció,751847.650273224,0.0,0.0,-0.519613619854533,0.769630201126973,0,-0.227549855450636,-0.0170557821996123,0.146083600106134,,s.d.,s.d.,0.117478035780074
540784,"Fabric synthetic filament, <85% +cotton, printe",Los demas tejidos con un contenido de filamentos sinteticos inferior a,Textiles, XI Textiles y artículos textiles,-0.874414369318861,3664,Decreció / Decreció,416560.407103825,0.0,0.0,-0.431830623195929,0.393123235167624,0,-0.311098226135511,-0.209484334687125,-0.171247323463063,,s.d.,s.d.,0.117478035780074
540791,Fabric synthetic filament nes,"Los demas tejidos,crudos o blanqueados.",Textiles, XI Textiles y artículos textiles,-0.506731936116738,3205,Creció / Se mantuvo,766399.472677596,0.0,0.0,0.0835283196599335,0.275490329728113,0,0.0628946960959023,0.0621759848172957,0.0223461602464466,,s.d.,s.d.,0.117478035780074
540792,"Fabric synthetic filament, dye","Los demas tejidos,teñidos.",Textiles, XI Textiles y artículos textiles,-0.2435334523908,2832,Creció / Creció,3442973.05737705,0.0,0.0,-0.894669238777225,0.479431996498681,0,-0.554735413083401,-0.316063438472694,-0.113539736306461,,s.d.,s.d.,0.117478035780074
540793,"Fabric synthetic filament, yarn dye","Los demas tejidos,con hilados de distintos colores .",Textiles, XI Textiles y artículos textiles,0.385669885811393,1805,Decreció / Decreció,1887137.43442623,0.0,0.0,-0.302590323154815,2.00564532430224,0,0.227882827233216,0.608531184800085,0.908180770442411,,s.d.,s.d.,0.117478035780074
540794,"Fabric synthetic filament, print","Los demas tejidos, estampados.",Textiles, XI Textiles y artículos textiles,-0.230402793855685,2814,Creció / Se mantuvo,1054649.00819672,0.0,0.0,-0.370888009955132,1.07725891570044,0,-0.0672101032140728,0.157036196439235,0.315899410614737,,s.d.,s.d.,0.117478035780074
540810,Fabric hi-ten filament rayon yarn,Tejidos fabricados con hilados de alta tenacidad de rayon viscosa.,Textiles, XI Textiles y artículos textiles,-0.450856395244412,3127,Decreció / Decreció,673959.598360656,0.0,0.0,0.0924942597463188,1.01349345453602,0,0.222359033205186,0.333341379674104,0.371106233654002,,s.d.,s.d.,0.117478035780074
540821,"Fabric >85% artificial filament, (un)bleach",Los demas tejidos con un contenido de filamentos o de tiras o formas s,Textiles, XI Textiles y artículos textiles,0.640000132613926,1380,Creció / Se mantuvo,711768.672131148,0.0,0.0,-0.825572715386034,1.30544926934517,0,-0.252811033639797,0.140120906469882,0.499780389742998,,s.d.,s.d.,0.117478035780074
540822,"Fabric >85% artificial filament, dye",Los demas tejidos con un contenido de filamentos o de tiras o formas s,Textiles, XI Textiles y artículos textiles,0.260746940004779,2005,Decreció / Decreció,2706960.53825137,0.0,0.0,-0.476952451646992,1.07787907547247,0,-0.092216207057922,0.177893491592586,0.407146583469709,,s.d.,s.d.,0.117478035780074
540823,"Fabric >85% artificial filament, yarn dye",Los demas tejidos con un contenido de filamentos o de tiras o formas s,Textiles, XI Textiles y artículos textiles,-0.265566182193247,2858,Decreció / Decreció,343935.609289618,0.0,0.0,-0.406320589478677,0.510807789668154,0,-0.208819472920768,-0.0642124956844716,0.0415757829587544,,s.d.,s.d.,0.117478035780074
540824,"Fabric >85% artificial filament, print",Los demas tejidos con un contenido de filamentos o de tiras o formas s,Textiles, XI Textiles y artículos textiles,0.0852417022033738,2321,Creció / Creció,1153561.55464481,0.0,0.0,-0.798850441614748,0.338499931508421,0,-0.482971152608302,-0.268163989448921,-0.0660197377547917,,s.d.,s.d.,0.117478035780074
540831,"Fabric artificial filament, (un)bleach, nes","Los demas tejidos, crudos o blanqueados.",Textiles, XI Textiles y artículos textiles,0.517675318882858,1596,Se mantuvo / Se mantuvo,390506.696721311,0.0,0.0,-0.992622613062857,0.454303408686946,0,-0.552207615518325,-0.259653815658569,0.036068579710983,,s.d.,s.d.,0.117478035780074
540832,"Fabric artificial filament, dye, nes","Los demas tejidos, teñidos.",Textiles, XI Textiles y artículos textiles,0.227171820796749,2085,Se mantuvo / Decreció,2347791.78142076,0.0,0.0,-0.606807362876471,0.951034881132655,0,-0.211840995707324,0.0635343000777064,0.302716442845941,,s.d.,s.d.,0.117478035780074
540833,"Fabric of artifical filament, yarn dye, nes","Los demas tejidos, con hilados de distintos colores.",Textiles, XI Textiles y artículos textiles,-0.285272665237575,2890,Creció / Se mantuvo,719439.136612022,0.0,0.0,-0.29600191832087,1.14231647930501,0,-0.00726531348736412,0.209018908810683,0.353923673881601,,s.d.,s.d.,0.117478035780074
540834,"Fabric of artificial filament, print, nes","Los demas tejidos, estampados",Textiles, XI Textiles y artículos textiles,-0.927630588624404,3729,Decreció / Decreció,959833.666666667,0.0,0.0,-0.0208588743300818,0.0141793844361205,0,-0.104528394006274,-0.144611240906059,-0.231784586458871,,s.d.,s.d.,0.117478035780074
550110,Nylon filament tow,Cables de nailon o de otras poliamidas.,Textiles, XI Textiles y artículos textiles,0.704232778549768,1271,Decreció / Decreció,600126.942622951,0.0,0.0,-0.31700605019858,-1.47513823629814,0,-0.446508604543658,-0.569166491021176,-0.582855826756297,,0,0,0.182361734476831
550120,Polyester filament tow,Cables de poliester.,Textiles, XI Textiles y artículos textiles,0.675313659154134,1322,Decreció / Decreció,687527.538251366,0.0,0.0,-1.17928928503486,0.683587025199221,0,-0.621253728569142,-0.249092134824581,0.122655790617726,,0,0,0.182361734476831
550130,Acrylic filament tow,Cables acrilicos o modacrilicos.,Textiles, XI Textiles y artículos textiles,-0.207694909952933,2782,Decreció / Decreció,6448066.81420765,0.0,0.0,0.0936941837974163,0.0344872773158468,0,0.0517138931260675,0.0277634024663146,-0.00829619755687724,,0,0,0.182361734476831
550190,"Synthetic filament tow, nes",Los demas cables de filamentos sinteticos.,Textiles, XI Textiles y artículos textiles,0.548373834805261,1543,Creció / Creció,792375.18579235,0.0,0.0,-0.20463453708969,0.182763445031177,0,-0.0518541034760212,0.0439060124368564,0.157946647838438,,0,0,0.182361734476831
550200,Artificial filament tow,Cables de filamentos artificiales.,Textiles, XI Textiles y artículos textiles,1.43702952898996,284,Decreció mucho / Decreció mucho,11822710.0519126,0.0,0.0,-0.861567478662847,-0.121864561704146,0,-0.483767194505826,-0.257881906579381,0.0459480858817693,,0,0,0.182361734476831
550310,"Staple nylon fibre, not card/comb","Fibras sinteticas discontinuas, sin cardar, peinar ni transformar de o",Textiles, XI Textiles y artículos textiles,1.56611118670302,187,Creció / Creció,3928562.93715847,0.0,0.0,-0.990373605975193,0.751712098652753,0,-0.386307985781782,0.00282910954632043,0.432686159276936,,0,0,0.182361734476831
550320,"Staple polyester fibre, not card/comb","Fibras sinteticas discontinuas sin cardar, peinar ni transformar de ot",Textiles, XI Textiles y artículos textiles,-0.604171257815745,3323,Creció mucho / Creció,24850793.5983607,0.0,0.0,0.208607925078086,-0.0385483005042298,0,0.07789876167224,0.000186368690201014,-0.105807172157414,,0,0,0.182361734476831
550330,"Staple acrylic fibre, not card/comb","Fibras sinteticas discontinuas sin cardar, peinar ni transformar de ot",Textiles, XI Textiles y artículos textiles,0.534440862394916,1565,Decreció / Decreció,6057098.75956284,0.0,0.0,-0.744580868053107,-0.0747331956577199,0,-0.482709160529227,-0.318280923147518,-0.123393982863177,,0,0,0.182361734476831
550340,"Staple polypropylene fiber, not card/comb","Fibras sinteticas discontinuas,sin cardar, peinar ni transformar de ot",Textiles, XI Textiles y artículos textiles,0.621164447488056,1417,Decreció / Decreció,3112514.96448087,0.0,0.0,-0.15880258456989,0.825264773754799,0,0.116007590300842,0.302616045652443,0.479019484690706,,0,0,0.182361734476831
550390,"Synthetic staple fiber, not card/comb","Las demas fibras sinteticas discontinuas, sin cardar, peinar ni transf",Textiles, XI Textiles y artículos textiles,0.431729193311385,1731,Creció / Creció,3867022.39344262,0.0,0.0,-1.08740634148167,-0.0696250134885846,0,-0.731936522403747,-0.503312546465131,-0.249620860186517,,0,0,0.182361734476831
550410,"Staple rayon fiber, not card/comb","Fibras artificiales discontinuas, sin cardar, peinar ni transformar de",Textiles, XI Textiles y artículos textiles,-0.221345147162704,2798,Creció mucho / Creció,15725607.647541,0.0,0.0,-1.11723968936262,-0.0905947411515679,0,-0.822321245500417,-0.623529776158764,-0.431275827117667,,0,0,0.182361734476831
550490,"Artificial staple fibre, not card/comb, nes","Las demas fibras artificiales discontinuas, sin cardar, peinar ni tran",Textiles, XI Textiles y artículos textiles,0.405170083667877,1767,Creció / Creció,3835394.22131148,0.0,0.0,-0.479569222649796,-0.540021592295323,0,-0.403185765947134,-0.368016656078079,-0.285587962410865,,0,0,0.182361734476831
550510,Synthetic fibre waste,Desperdicios de fibras sinteticas.,Textiles, XI Textiles y artículos textiles,-0.558411333727093,3267,Decreció / Decreció,794622.62295082,0.0,0.0,1.07683190872314,0.218715331956749,0,0.741684269124838,0.531204620487368,0.281868638565705,,0,0,0.182361734476831
