"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_chaco","vcr_chaco","compatibilidad_con_chaco","valor_estrategico_para_chaco","indice_recuperacion_de_posiciones_chaco","indice_oportunidades_cercanas_chaco","indice_objetivos_factibles_chaco","indice_apuestas_ambiciosas_chaco","top_20_criterios_chaco","empleo","empresas","tasa_fem"
"640419","Footwear, uppers of textile","Los demas calzados con suela de caucho o plastico","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.96154","3773","Creció mucho / Creció mucho","144584242.98634","0.00000","0.00000","-0.52342","-0.17009","0","-0.49657","-0.46547","-0.47395","","22","5","0.26100"
"640420","Footwear, sole leather, uppers textile","Calzado con suela cuero natural o regenerado","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.87645","3666","Creció mucho / Creció","5334496.22131","0.00000","0.00000","-0.18749","-0.14129","0","-0.24715","-0.27467","-0.33894","","22","5","0.26100"
"640510","Footwear, nes, uppers leather","Los demas calzados con la parte superior (el corte) de cuero natural,","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.89500","3697","Decreció mucho / Decreció mucho","5313686.27049","0.00000","0.00000","0.44738","0.25753","0","0.27517","0.17958","0.02635","","22","5","0.26100"
"640520","Footwear, nes, upper textile material","Los demas calzados con la parte superior de materias textiles.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.07031","3905","Creció / Decreció","7561457.38525","0.00000","0.00000","0.06440","0.13867","0","-0.03422","-0.07981","-0.18586","","22","5","0.26100"
"640590","Footwear, nes","Los demas calzados.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.13004","3964","Creció / Decreció","10792221.50273","0.00000","0.00000","0.56346","0.11489","0","0.30440","0.15243","-0.06177","","22","5","0.26100"
"640610","Footwear uppers","Cortes aparados y sus partes, con exclusion de los contrafuertes y pun","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.17330","4004","Decreció / Decreció","22024132.28415","1260.10002","0.01723","0.76826","-0.31565","0","0.35732","0.09766","-0.20489","","22","5","0.26100"
"640620","Soles/heels for footwear, of rubber/plastic","Suelas y tacones, de caucho o de plastico","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.97436","3787","Creció / Decreció","12443729.09563","0.00000","0.00000","-0.18198","-0.02006","0","-0.22883","-0.24416","-0.30721","","22","5","0.26100"
"640699","Parts of footwear, leggings","Los demas partes de calzado, de otras materias","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.33179","2960","Creció mucho / Creció mucho","20175342.98634","24.76641","0.00035","0.03901","0.72350","0","0.13883","0.22296","0.25433","","22","5","0.26100"
"650100","Hat-forms, of felt, unshaped","Cascos sin forma ni acabado, platos (discos) y bandas (cilindros), aun","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.25872","4089","Decreció / Decreció","311394.87978","0.00000","0.00000","-0.35595","-0.86449","0","-0.54793","-0.66935","-0.81048","","71","11","0.54374"
"650200","Hat-forms, strip material, unshaped","Cascos para sombreros, trenzados o fabricados por union de bandas de c","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.99987","3819","Decreció / Se mantuvo","178587.97814","0.00000","0.00000","-0.61241","-0.67065","0","-0.66281","-0.69092","-0.73549","","71","11","0.54374"
"650400","Hats, plaited or strip material","Sombreros y demas tocados, trenzados o fabricados por union de bandas","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.96473","4537","Creció / Creció","2534314.55191","1.17065","0.00012","-0.46252","-1.25880","0","-0.77200","-0.96655","-1.19640","","71","11","0.54374"
"650510","Hair-nets","Redecillas y redes para el cabello","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.41277","3081","Se mantuvo / Se mantuvo","262.42896","0.00000","0.00000","0.41271","-1.71031","0","-0.09444","-0.45417","-0.74902","","71","11","0.54374"
"650590","Hats, knit/crochet","Los demas sombreros y tocados, de punto, encaje, fieltro o de otros pr","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.50639","4301","Creció mucho / Creció","32440174.98634","0.13464","0.00000","-0.70065","-0.60152","0","-0.76140","-0.78682","-0.85748","","71","11","0.54374"
"650610","Safety headgear","Cascos de seguridad","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","0.63986","1381","Creció mucho / Creció","16093432.70765","0.21460","0.00000","-0.83064","1.65640","0","-0.18618","0.26040","0.65615","","319","13","0.12832"
"650691","Headgear nes, of rubber/plastic","Los demas sombreros y tocados, de caucho o de plastico.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.38468","3039","Decreció / Decreció","1077056.24044","0.15214","0.00004","-0.88375","-0.44526","0","-0.74614","-0.65542","-0.56166","","319","13","0.12832"
"650699","Headgear nes, other material","Los demas sombreros y tocados, de las demas materias.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.55084","4334","Creció / Creció","2809467.59836","0.00000","0.00000","0.01307","-0.68255","0","-0.28244","-0.46498","-0.69094","","71","11","0.54374"
"650700","Parts for hats & headgear","Desudadores, forros, fundas, armaduras, viseras y barboquejos, para so","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.83291","3609","Decreció / Decreció","1579348.80874","0.00000","0.00000","-0.40606","0.14744","0","-0.33805","-0.27636","-0.26370","","71","11","0.54374"
"660110","Garden umbrellas","Quitasoles-toldo y articulos similares.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.58360","3291","Creció / Creció","6442407.24863","0.00000","0.00000","-0.58190","-1.09509","0","-0.68471","-0.76177","-0.81326","","88","8","0.15411"
"660191","Umbrellas, with telescopic shaft","Los demas paraguas, sombrillas y quitasoles, con astil o mango telesco","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.95591","3764","Decreció / Decreció","6350770.12295","0.00000","0.00000","-1.53965","-1.94258","0","-1.56186","-1.59311","-1.57503","","88","8","0.15411"
"660199","Umbrellas nes","Los demas paraguas, sombrillas y quitasoles","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.30482","4137","Decreció mucho / Decreció mucho","6685482.61202","0.00458","0.00000","-1.66427","-2.37445","0","-1.77036","-1.85892","-1.89399","","88","8","0.15411"
"660200","Walking-sticks, whips","Bastones, bastones-asiento, latigos, fustas y articulos similares.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","0.12524","2270","Creció / Se mantuvo","1257552.62295","0.00000","0.00000","-0.64204","0.74233","0","-0.28844","-0.04242","0.17275","","88","8","0.15411"
"660320","Umbrella frames","Monturas ensambladas, incluso con el astil o mango, para paraguas, som","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.35205","2985","Creció / Creció","939707.68579","0.00000","0.00000","-0.78073","-1.94140","0","-0.97000","-1.12266","-1.19586","","88","8","0.15411"
"660390","Parts for umbrellas, walking sticks","Las demas partes, guarniciones y accesorios de las partidas 6601/6602","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","0.26530","1998","Creció / Creció","1304630.07923","0.00000","0.00000","-0.85868","0.68650","0","-0.43725","-0.14927","0.11765","","88","8","0.15411"
"670100","Bird feathers, articles therefrom","Pieles y otras partes de aves con las plumas o el plumon; plumas, part","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.62103","3352","Decreció / Decreció","719238.28689","0.00000","0.00000","-0.25551","-0.50089","0","-0.34114","-0.39622","-0.45731","","88","8","0.15411"
"670210","Artificial flowers, fruit, articles, of plastic","Flores, follajes y frutos artificiales, y sus partes de plastico","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","0.22627","2087","Creció mucho / Creció mucho","13993159.48634","0.00000","0.00000","-2.27674","-2.29472","0","-2.03004","-1.90758","-1.65908","","88","8","0.15411"
"670290","Artificial flowers, fruit, articles not plastic","Flores, follajes y frutos, y articulos, de las demas materias.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.42784","4240","Creció mucho / Creció mucho","12229352.66120","0.00000","0.00000","-1.56218","-1.72464","0","-1.58124","-1.59889","-1.60170","","88","8","0.15411"
"670300","Worked human/animal hair/wool, for wig making","Cabello peinado, afinado, blanqueado o preparado de otra forma; lana,p","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.44836","4258","Decreció / Decreció","4000453.75410","0.00000","0.00000","0.32047","-0.62170","0","-0.04485","-0.27462","-0.54572","","88","8","0.15411"
"670411","Wigs, of synthetic textile materials","Pelucas completas, de materias textiles sinteticas.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.61081","4373","Creció / Decreció","2739267.60109","0.00000","0.00000","-0.00666","-0.80052","0","-0.32584","-0.52513","-0.76493","","88","8","0.15411"
"670419","False beard, eyebrows, of synth textile","Barbas, cejas, pestanas y analogos, de materias textiles sinteticas.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-2.12637","4585","Creció / Creció","5780881.36885","0.25985","0.00001","0.76346","-1.47560","0","0.02667","-0.45368","-0.96657","","88","8","0.15411"
"670420","Wigs, false beards, eyebrows, of human hair","Pelucas, barbas, cejas, pestanas y analogos; manufacturas, de cabello.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.92757","4521","Decreció mucho / Decreció mucho","7839014.78415","0.00000","0.00000","-0.22907","-1.59712","0","-0.67253","-0.96266","-1.26932","","88","8","0.15411"
"670490","Wigs, false beards, eyebrows, of other material","Pelucas, barbas, cejas, pestanas y analogos; manufacturas, de las dema","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-2.25002","4619","Creció mucho / Creció mucho","9890093.48907","0.00435","0.00000","0.91999","-2.11971","0","-0.00495","-0.61941","-1.24038","","88","8","0.15411"
"680100","Stone setts, curbstones","Adoquines, encintados y losas para pavimentos, de piedra natural (exce","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-1.44891","4259","Creció / Se mantuvo","5686632.74590","0.00000","0.00000","1.07063","-0.56503","0","0.49154","0.12022","-0.29530","","s.d.","s.d.","0.10498"
"680210","Stone mosaic tiles","Losetas, cubos, dados y articulos similares, de cualquier forma en los","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-1.03722","3863","Decreció / Decreció","1728829.03825","0.00000","0.00000","0.95880","0.43814","0","0.65506","0.47716","0.22550","","s.d.","s.d.","0.10498"
"680221","Cut slabs of marble, travertine","Marmol, travertinos y alabastro.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-1.29014","4120","Decreció mucho / Decreció","9247958.79235","0.00000","0.00000","1.17899","-0.39157","0","0.61797","0.25893","-0.14504","","s.d.","s.d.","0.10498"
"680222","Cut slabs of calcareous stone","Las demas piedras calizas, de talla o de construccion.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.15045","2231","Decreció / Decreció","610.65847","0.00000","0.00000","0.33010","-2.93541","0","-0.34096","-0.83977","-1.18429","","s.d.","s.d.","0.10498"
"680223","Cut slabs of granite","Granito, de talla o de construccion y sus manufac. talladas o aserrada","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-1.11092","3951","Decreció mucho / Decreció mucho","8941323.89617","0.00000","0.00000","0.36141","-0.36029","0","0.06984","-0.11203","-0.33144","","s.d.","s.d.","0.10498"
"680229","Cut slabs of stone nes","Las demas piedras de talla o de construccion","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.98099","3796","Decreció / Decreció","1336926.22404","0.00000","0.00000","1.47261","-0.12314","0","0.90810","0.54605","0.14112","","s.d.","s.d.","0.10498"
"680291","Worked marble, travertine","Marmol, travertinos y alabastro, excepto de talla o de construccion,","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-1.07608","3915","Decreció mucho / Decreció mucho","22093551.00273","0.30150","0.00000","0.80095","-0.19833","0","0.41339","0.16964","-0.11799","","s.d.","s.d.","0.10498"
"680292","Worked calcareous stone","Los demas piedras calizas, de talla o de constuccion.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.78481","3541","Decreció / Decreció","2173124.90437","0.00000","0.00000","0.60276","0.49751","0","0.44295","0.35779","0.20850","","s.d.","s.d.","0.10498"
"680293","Worked granite","Granito, de talla o de construccion.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.36963","3017","Decreció mucho / Decreció mucho","31312446.68579","0.00000","0.00000","-0.20440","-0.19729","0","-0.21950","-0.22669","-0.24251","","s.d.","s.d.","0.10498"
"680299","Worked monument/building stone","Las demas piedras, de talla o de construccion.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-1.08789","3928","Decreció / Decreció","4169317.08197","0.00000","0.00000","1.07973","-0.10914","0","0.62519","0.33848","0.00283","","s.d.","s.d.","0.10498"
"680300","Worked slate, articles","Pizarra natural trabajada y manufacturas de pizarra natural o aglomera","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.43660","3116","Decreció / Decreció","3093644.57650","0.00000","0.00000","0.26459","-0.79739","0","-0.01793","-0.21228","-0.38860","","s.d.","s.d.","0.10498"
"680410","Stones for milling, grinding","Muelas para moler o desfibrar.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.12028","2629","Creció / Se mantuvo","670422.71311","0.00000","0.00000","0.11894","0.56985","0","0.18520","0.24088","0.26205","","s.d.","s.d.","0.11237"
"680421","Grindstones, of diamond","Las demas muelas y art. similares, de diamante natural o sintetico agl","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.24480","479","Creció mucho / Creció","8171369.95902","0.00000","0.00000","-0.74711","0.79062","0","-0.24037","0.08988","0.44285","","s.d.","s.d.","0.11237"
"680422","Grindstones, ceramics","Las demas muelas y articulos similares, de los demas abrasivos aglomer","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.41177","307","Creció mucho / Creció","9687479.70219","0.07913","0.00000","-0.97186","1.74345","0","-0.19044","0.33604","0.84594","","s.d.","s.d.","0.11237"
"680423","Millstones, grindstones, of natural stone","Las demas muelas y articulos similares de piedras naturales.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.14614","2674","Creció / Se mantuvo","921926.52732","0.00000","0.00000","-0.15358","0.38429","0","-0.04526","0.03579","0.09032","","s.d.","s.d.","0.11237"
"680430","Hand sharpening/polishing stones","Piedras de afilar o de pulir a mano","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.45290","3129","Decreció / Decreció","696315.20219","0.03201","0.00001","-0.70807","-0.37706","0","-0.61635","-0.55394","-0.49532","","s.d.","s.d.","0.11237"
"680510","Abrasive powder/grain, on woven textile","Abrasivos naturales o artificiales con soporte de tejidos de materias","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.24118","484","Creció / Creció","7459764.89617","0.00000","0.00000","-0.59417","1.28872","0","-0.03406","0.34014","0.71197","","s.d.","s.d.","0.11237"
"680520","Abrasive powder/grain, on paper/paperboard","Abrasivos naturales con soporte de papel o carton solamente","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.69015","1296","Creció / Decreció","5721004.47268","6.83681","0.00023","-0.63042","0.69921","0","-0.23243","0.03304","0.29806","","s.d.","s.d.","0.11237"
"680530","Abrasive powder/grain, on other material base","Abrasivos naturales o artificiales en polvo o en granulos, con soporte","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.10245","650","Creció mucho / Creció","10119799.63115","194.06195","0.00463","-0.37573","1.65495","0","0.17823","0.55674","0.90762","","s.d.","s.d.","0.11237"
"680610","Slag wool, rock wool","Lanas de escorias de rocas y lanas minerales similares, incluso mezcla","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.89923","953","Creció mucho / Creció","13983375.45082","0.00000","0.00000","-0.06334","1.06976","0","0.25953","0.47763","0.68719","","s.d.","s.d.","0.11237"
"680620","Exfoliated vermiculite, foamed slag","Vermiculita dilatada, arcilla dilatada y similares dilatados, incluso","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.61436","1428","Creció / Se mantuvo","1830176.10656","0.00000","0.00000","0.10172","0.88283","0","0.30921","0.45201","0.58138","","s.d.","s.d.","0.11237"
"680690","Mineral heat/sound insulating materials","Las demas mezclas y manufacturas de materias minerales para aislamient","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.46878","262","Creció / Creció","9934683.23224","0.00433","0.00000","-0.75049","0.84564","0","-0.20933","0.14105","0.52259","","s.d.","s.d.","0.11237"
"680710","Asphalt, in rolls","Manufacturas de asfalto o de productos similares, en rollos.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.18346","2742","Decreció / Decreció","-4640660.34426","0.00000","0.00000","0.68095","0.34454","0","0.52723","0.43355","0.31346","","s.d.","s.d.","0.11237"
"680790","Asphalt, not in rolls","Las demas manufacturas de asfalto o de productos similares, excepto en","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.31050","1928","Decreció / Decreció","4912575.30601","0.00000","0.00000","0.15097","-0.64140","0","0.00845","-0.10243","-0.16571","","s.d.","s.d.","0.11237"
"680800","Boards, of veg fibre with mineral/cement","Paneles, planchas, baldosas, bloques y articulos similares de fibras v","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.29491","1956","Creció / Creció","2672990.58197","0.00000","0.00000","-0.11507","0.95387","0","0.13972","0.32055","0.46845","","330","22","0.07531"
"680911","Plaster board, paper reinforced","Placas, paneles revestidos o reforzados exclusivamente con papel o car","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.43021","3107","Creció / Decreció","-7902357.42623","0.00000","0.00000","1.40875","-0.11707","0","0.91969","0.59887","0.26239","","330","22","0.07531"
"680919","Plaster board, reinforced nes","Las demas placas, paneles y similares, sin adornos, de yeso.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.40393","3068","Creció / Decreció","3446424.40710","0.00000","0.00000","0.65148","0.77287","0","0.57022","0.53566","0.44226","","330","22","0.07531"
"680990","Articles of plaster, not plasterboard","Las demas manufacturas de yeso o de preparaciones a base de yeso.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.52579","3230","Decreció / Decreció","924237.46721","0.00000","0.00000","0.72739","0.24752","0","0.50610","0.37146","0.19815","","330","22","0.07531"
"681011","Building blocks, bricks of cement/artificial stone","Bloques y ladrillos para la construccion, de cemento, hormigon o piedr","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.24973","2031","Decreció / Decreció","3177255.60383","409646.54167","24.42161","0.33044","0.65681","0","","","","","330","22","0.07531"
"681019","Tiles of cement, concrete","Tejas, baldosas, losas, de cemento, de hormigon o de piedras artificia","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.09426","2584","Creció mucho / Creció","6871536.83333","8245.61979","0.22444","-0.00258","0.75489","0","0.13975","0.24878","0.31536","","330","22","0.07531"
"681091","Prefab structural items of cement/concrete","Elementos prefabricados para la construccion o la ingenieria","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.52620","1583","Creció mucho / Creció","15986072.95902","0.00000","0.00000","-0.10219","1.05095","0","0.19128","0.39567","0.57382","","330","22","0.07531"
"681099","Articles of cement, concrete","Las demas manufacturas de cemento, de hormigon o de piedra artificial","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.18297","2740","Creció mucho / Creció mucho","29605918.46175","0.00000","0.00000","0.02280","0.51912","0","0.10149","0.16565","0.19470","","330","22","0.07531"
"681110","Corrugated sheets of asbestos/cement","Placas onduladas, de amianto-cemento, celulosa-cemento o similares","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.25332","2843","Decreció / Decreció","1036516.02186","0.00000","0.00000","0.09348","0.13070","0","0.06624","0.05449","0.02353","","330","22","0.07531"
"681120","Sheet/tile of asbestos cement, non-corrugated","Las demas placas, paneles, baldosas y similares, amianto-cemento y cel","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.49890","1633","Creció / Creció","3567825.15847","0.00000","0.00000","-0.19694","0.10593","0","-0.06678","0.01344","0.11331","","330","22","0.07531"
"681130","Tubes/pipes of asbestos/cellulose fibre cement","Tubos, fundas y accesorios de tuberia","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.18439","2744","Decreció / Se mantuvo","258.07923","0.00000","0.00000","0.09307","-2.67205","0","-0.48770","-0.91634","-1.22060","","330","22","0.07531"
"681190","Articles nes of asbestos/cellulose fibre cement","Las demas manufacturas de amianto-cemento, celulosa-cemento o similare","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.70217","3446","Decreció / Decreció","1178162.93443","0.00000","0.00000","0.66842","-0.29174","0","0.33933","0.12678","-0.10630","","330","22","0.07531"
"681250","Asbestos clothing, foot and headwear","Prendas y complementos de vestir, calzado y sombreria, de amianto.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.37089","3019","Creció / Creció","394367.29235","0.00000","0.00000","0.78090","0.34747","0","0.57903","0.45643","0.29791","","s.d.","s.d.","0.11237"
"681260","Asbestos paper, felt","Papel, carton y fieltro, de amianto.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.39627","3055","Se mantuvo / Se mantuvo","35478.84699","0.00000","0.00000","-0.16501","-0.33893","0","-0.22292","-0.26057","-0.30109","","s.d.","s.d.","0.11237"
"681270","Compressed asbestos fibre jointing","Hojas de amianto y elastomeros, comprimidos para juntas, incluso prese","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.22364","2800","Decreció / Decreció","135645.81967","0.00000","0.00000","-0.88590","-0.90623","0","-0.82374","-0.79367","-0.72948","","s.d.","s.d.","0.11237"
"681290","Asbestos fabricated products","Las demas manufacturas de amianto","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.05338","2379","Decreció / Decreció","499581.26230","0.00000","0.00000","-0.70321","0.27571","0","-0.43177","-0.24710","-0.07355","","s.d.","s.d.","0.11237"
"681310","Asbestos brake linings & pads","Guarniciones para frenos, a base de amianto, de otras sustancias miner","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.06113","2360","Decreció / Decreció","5046838.09563","0.00000","0.00000","0.48001","0.69381","0","0.48088","0.49201","0.47150","","s.d.","s.d.","0.11237"
"681390","Asbestos friction material, not brakes","Cintas de frenos (incluye: revestimientos de embragues)","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.17598","2185","Creció / Decreció","3272216.25683","0.00000","0.00000","-0.27557","0.29611","0","-0.11608","-0.00775","0.09458","","s.d.","s.d.","0.11237"
"681410","Mica plates, sheets & strips","Placas, hojas y bandas de mica aglomerada o reconstituida,incluso con","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.99827","815","Creció / Se mantuvo","1332808.15574","0.00000","0.00000","-0.82319","0.66148","0","-0.34411","-0.03034","0.30028","","s.d.","s.d.","0.11237"
"681490","Worked mica, not sheets","Las demas manufacturas de mica.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.40804","1764","Decreció / Decreció","405402.45355","0.00000","0.00000","-0.88139","0.30197","0","-0.51578","-0.27380","-0.02652","","s.d.","s.d.","0.11237"
"681510","Graphite or other carbon articles, non-electrical","Manufacturas de grafito o de otros carbonos para usos distinto de los","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","1.11478","640","Creció mucho / Creció mucho","34666730.46721","3.70608","0.00003","-0.66935","0.72452","0","-0.21217","0.08612","0.40392","","s.d.","s.d.","0.11237"
"681520","Articles of peat","Manufacturas de turba.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.34849","1869","Decreció / Decreció","216566.11202","0.00000","0.00000","-0.00966","0.10400","0","0.04889","0.08384","0.13103","","s.d.","s.d.","0.11237"
"681591","Magnesite, dolomite or chromite articles","Las demas manufacturas que contengan magnesita, dolomita o cromita.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.40008","1782","Creció / Creció","4331168.56557","0.15004","0.00001","-0.50726","-0.74585","0","-0.46425","-0.45467","-0.38779","","0","0","0.09736"
"681599","Stone or other mineral articles","Las demas manufacturas de piedra o de otras materias minerales","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.03969","2398","Creció mucho / Creció mucho","10483359.10383","0.00000","0.00000","-0.43530","0.54795","0","-0.19115","-0.01991","0.12591","","s.d.","s.d.","0.11237"
"690100","Bricks, ceramic goods of siliceous earths","Ladrillos, losas, baldosas y otras piezas ceramicas de harinas silicea","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.89268","3692","Creció / Creció","1503187.46175","0.00000","0.00000","1.03446","0.50380","0","0.73561","0.55965","0.31387","","0","0","0.09736"
"690210","Refractory bricks, >50% Mg, Ca or Cr as oxid","Ladrillos, losas y piezas refractarias con un contenido de los element","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.22007","2099","Creció mucho / Creció","12665380.49454","0.00000","0.00000","-0.26514","0.36048","0","-0.09150","0.02661","0.13769","","0","0","0.09736"
