"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp_","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_mendoza","vcr_mendoza","compatibilidad_con_mendoza","valor_estrategico_para_mendoza","indice_recuperacion_de_posiciones_mendoza","indice_oportunidades_cercanas_mendoza","indice_objetivos_factibles_mendoza","indice_apuestas_ambiciosas_mendoza","top_20_criterios_mendoza","empleo","empresas","tasa_fem"
"10111","Horses, pure-bred","Caballos reproductores de raza pura.","Agricultura"," I Animales vivos; productos animales","-0.131425","2648","Creció / Se mantuvo","4238686.866120","73353.082214","0.598397","1.284683","-0.594031","0","0.767329","0.531783","0.085235","","581","191","0.100505"
"20630","Swine offal","Despojos comestibles de porcinos, frescos o refrigerados.","Agricultura"," I Animales vivos; productos animales","1.565060","188","Creció / Creció","3180403.674863","0.000000","0.000000","0.151772","1.423837","0","0.547514","0.752446","1.077523","","1690","82","0.095963"
"20641","Swine livers, frozen","Higados de porcinos, congelados.","Agricultura"," I Animales vivos; productos animales","0.475710","1662","Se mantuvo / Se mantuvo","214974.153005","0.000000","0.000000","0.622828","-0.026901","0","0.478170","0.430972","0.293670","","1690","82","0.095963"
"20649","Swine offal, frozen","Los demas despojos comestibles de la especie porcina, congelados","Agricultura"," I Animales vivos; productos animales","0.897469","959","Creció mucho / Creció","20981319.898907","0.000000","0.000000","0.381591","0.964548","0","0.549770","0.630506","0.772891","","1690","82","0.095963"
"20680","Sheep and equine offal","Los demas despojos comestibles de animales, frescos o refrigerados.","Agricultura"," I Animales vivos; productos animales","-0.942384","3745","Se mantuvo / Se mantuvo","-15313.849727","0.000000","0.000000","2.033468","-0.604377","0","1.208314","0.778836","0.102475","","1690","82","0.095963"
"20690","Sheep & equine offal, frozen","Los demas despojos comestibles de animales congelados.","Agricultura"," I Animales vivos; productos animales","-1.234729","4063","Decreció / Decreció","-359812.360656","0.000000","0.000000","1.829653","-1.112529","0","0.934779","0.481231","-0.260425","","1690","82","0.095963"
"20710","Whole poultry","Aves de corral enteras","Agricultura"," I Animales vivos; productos animales","0.203971","2128","Creció / Decreció","8657779.374317","0.000000","0.000000","0.946685","0.922787","0","0.867634","0.792168","0.750252","","1690","82","0.095963"
"20721","Whole domestic fowls, frozen","Aves domésticas enteras, congeladas","Agricultura"," I Animales vivos; productos animales","-0.934201","3736","Decreció mucho / Decreció mucho","-56125460.508197","0.000000","0.000000","2.318114","-1.188615","0","1.291537","0.790969","-0.072993","","1690","82","0.095963"
"20722","Whole turkey, frozen","Pavo entero, congelado","Agricultura"," I Animales vivos; productos animales","0.062798","2352","Decreció / Decreció","627288.991803","0.000000","0.000000","1.226156","-0.436871","0","0.777215","0.577728","0.186955","","1690","82","0.095963"
"20723","Whole duck, frozen","Pato entero, congelado","Agricultura"," I Animales vivos; productos animales","0.890050","967","Decreció / Decreció","1671738.961749","0.000000","0.000000","0.161973","0.840111","0","0.370408","0.477123","0.649154","","1690","82","0.095963"
"20731","Fatty livers of geese, ducks","Hígados grasos de gansos, patos","Agricultura"," I Animales vivos; productos animales","0.325506","1910","Decreció / Decreció","421870.101093","0.000000","0.000000","0.729097","-2.496442","0","0.043630","-0.158006","-0.823293","","1690","82","0.095963"
