"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_entre_rios","vcr_entre_rios","compatibilidad_con_entre_rios","valor_estrategico_para_entre_rios","indice_recuperacion_de_posiciones_entre_rios","indice_oportunidades_cercanas_entre_rios","indice_objetivos_factibles_entre_rios","indice_apuestas_ambiciosas_entre_rios","top_20_criterios_entre_rios","empleo","empresas","tasa_fem"
"10111","Horses, pure-bred","Caballos reproductores de raza pura.","Agricultura"," I Animales vivos; productos animales","-0.13143","2648","Creció / Se mantuvo","4238686.86612","504075.20346","4.47142","2.07008","-0.62579","0","","","","","5742","1663","0.10050"
"360200","Prepared explosives","Explosivos preparados, excepto las polvoras de proyeccion","Químicos"," VI Productos químicos y aliados","-0.80042","3561","Creció / Decreció","2158591.32514","0.00000","0.00000","1.71090","-0.59613","0","0.99836","0.63188","0.04491","","159","10","0.26468"
"360300","Detonators","Mechas de seguridad; cordones detonantes, cebos y capsulas fulminantes","Químicos"," VI Productos químicos y aliados","-0.48593","3171","Creció / Creció","10098711.25683","0.00000","0.00000","1.35600","-0.27994","0","0.84462","0.57863","0.15934","","159","10","0.26468"
"360410","Fireworks","Articulos para fuegos artificiales.","Químicos"," VI Productos químicos y aliados","-0.59329","3309","Creció / Se mantuvo","6493745.65301","0.00000","0.00000","-0.96231","-1.41158","0","-1.01526","-1.00082","-1.07222","","159","10","0.26468"
"360490","Flares, other pyrotechnics","Cohetes de señales o granifugos y similares, petardos y demas articulo","Químicos"," VI Productos químicos y aliados","0.69250","1290","Creció / Se mantuvo","2286321.46995","0.00000","0.00000","-0.04746","0.26666","0","0.08936","0.17906","0.27888","","159","10","0.26468"
"360500","Matches","Cerillas y fosforos, excepto los articulos de pirotecnia de la partida","Químicos"," VI Productos químicos y aliados","-1.28035","4110","Decreció / Decreció","1183738.07923","0.00000","0.00000","1.68982","-1.06051","0","0.84274","0.40820","-0.29037","","224","15","0.15411"
"360610","Lighter refill","Combustibles liquidos y gases combustibles licuados en recipientes de","Químicos"," VI Productos químicos y aliados","-0.32955","2959","Decreció mucho / Decreció mucho","412454.55464","0.00000","0.00000","0.35264","-0.32095","0","0.14970","0.04780","-0.12102","","224","15","0.15411"
"360690","Pyrophoric alloys, firelighters","Los demas ferrocerio y demas aleaciones piroforicas.","Químicos"," VI Productos químicos y aliados","0.21770","2107","Decreció / Decreció","1352524.96995","0.00000","0.00000","0.82577","0.88543","0","0.77689","0.71907","0.70060","","224","15","0.15411"
"370110","X-ray plates","Placas y peliculas planas, para rayos x, sensibilizadas, sin impresion","Químicos"," VI Productos químicos y aliados","1.20295","544","Decreció mucho / Decreció","3560554.30874","0.00000","0.00000","-1.07161","-0.24479","0","-0.67879","-0.40999","-0.13090","","159","10","0.26468"
"370120","Photo instant print, flat","Peliculas autorrevelables.","Químicos"," VI Productos químicos y aliados","1.61004","157","Creció mucho / Creció","2537591.63388","0.00000","0.00000","-1.58458","-1.65125","0","-1.27845","-0.96232","-0.81593","","159","10","0.26468"
"370130","Photo plates, > 255mm","Las demas placas y peliculas planas en las que un lado exceda de 255mm","Químicos"," VI Productos químicos y aliados","1.51072","226","Decreció / Decreció","18413222.25410","0.00000","0.00000","-0.89124","1.08457","0","-0.25589","0.08310","0.59836","","159","10","0.26468"
"370191","Photo plates, color","Placas y peliculas planas para fotografia en colores, sensibil. sin im","Químicos"," VI Productos químicos y aliados","0.63272","1391","Decreció / Se mantuvo","249330.24590","0.00000","0.00000","-1.25419","-0.16458","0","-0.84758","-0.60441","-0.29214","","159","10","0.26468"
"370199","Photo plates, nes","Las demas placas y peliculas planas, fotograficas, sensibilizadas, sin","Químicos"," VI Productos químicos y aliados","0.45781","1686","Creció / Creció","3828856.19126","0.00000","0.00000","-2.17013","-1.74951","0","-1.82321","-1.53939","-1.32386","","159","10","0.26468"
"370210","Photo film rolls for x-ray","Peliculas fotograficas en rollos, sensibilizadas, sin impresionar para","Químicos"," VI Productos químicos y aliados","1.62546","145","Decreció / Decreció","1053646.80874","0.00000","0.00000","-1.26372","-1.16509","0","-0.95508","-0.66123","-0.49704","","159","10","0.26468"
"370231","Color photo film rolls, width <105mm","Las demas peliculas, sin perforar de 105 mm de anchura maxima para fot","Químicos"," VI Productos químicos y aliados","0.98298","838","Se mantuvo / Se mantuvo","128393.84699","0.00000","0.00000","-0.89741","1.38748","0","-0.25240","0.04989","0.60089","","159","10","0.26468"
"370232","Silver halide film rolls, width <105mm","Las demas peliculas, sin perforar de 105 mm con emulsion de halogenuro","Químicos"," VI Productos químicos y aliados","0.88926","970","Decreció / Decreció","124443.34973","0.00000","0.00000","-1.00182","-0.34606","0","-0.68156","-0.45966","-0.23396","","159","10","0.26468"
"370239","Photo film rolls, nes, width <105mm","Las demas peliculas, fotograficas en rollos, sin perforar,anchura hast","Químicos"," VI Productos químicos y aliados","0.81437","1082","Creció / Se mantuvo","286815.04645","0.00000","0.00000","-0.91393","-0.47519","0","-0.65336","-0.45859","-0.28442","","159","10","0.26468"
"370241","Color film rolls, width >610mm, length >200m","Las demas peliculas, sin perforar, de anchura superior a 610 mm y long","Químicos"," VI Productos químicos y aliados","0.82006","1074","Decreció / Decreció","47255.27869","0.00000","0.00000","-1.59145","-0.65590","0","-1.16319","-0.87526","-0.56758","","159","10","0.26468"
"370242","Film rolls, not color, width >610mm, length >200m","Las demas peliculas , sin perforar, de anchura superior a 610 mm y lon","Químicos"," VI Productos químicos y aliados","1.66215","130","Decreció / Decreció","5061392.51913","0.00000","0.00000","-1.90651","-0.78730","0","-1.32580","-0.91297","-0.51070","","159","10","0.26468"
"370243","Film rolls, width >610mm, length <200m","Las demas peliculas, sin perforar, de anchura superior a 610 mm y long","Químicos"," VI Productos químicos y aliados","1.31042","405","Decreció / Decreció","207043.03825","0.00000","0.00000","-0.68262","0.81621","0","-0.18355","0.09069","0.49011","","159","10","0.26468"
"370244","Film rolls, width 105-610mm, nes","Las demas peliculas,sin perforar, de anchura superior a 105 mm , sin e","Químicos"," VI Productos químicos y aliados","1.57044","180","Creció / Se mantuvo","1217626.70492","0.00000","0.00000","-1.34463","-0.70627","0","-0.92545","-0.60203","-0.32860","","159","10","0.26468"
"370252","Color film, width <16mm, length >14m","Las demas peliculas para fotografia en colores de anchura maxima de 16","Químicos"," VI Productos químicos y aliados","1.33750","374","Se mantuvo / Se mantuvo","39512.64754","0.00000","0.00000","-1.46698","-0.48341","0","-0.98982","-0.66019","-0.32325","","159","10","0.26468"
"370253","Color film rolls, width 16-35mm, length <30m","Las demas peliculas para diapositivas, de anchura superior a 16 mm per","Químicos"," VI Productos químicos y aliados","2.03031","33","Decreció / Se mantuvo","38935.52732","0.00000","0.00000","-0.86494","0.54645","0","-0.29314","0.06696","0.49400","","159","10","0.26468"
"370254","Color photo, nes, film rolls, w16-35mm, l<30m","Peliculas fotograficas en colores, de anchura superior a 16 mm pero in","Químicos"," VI Productos químicos y aliados","1.75793","94","Decreció / Decreció","345947.60383","0.00000","0.00000","-0.92742","0.51189","0","-0.37103","-0.03052","0.39161","","159","10","0.26468"
"370255","Color film rolls, width 16-35mm, length >30m","Las demas peliculas para fotog.en color, de anchura superior a 16 mm p","Químicos"," VI Productos químicos y aliados","2.24379","12","Decreció / Decreció","81716.09836","0.00000","0.00000","-0.94207","-1.59109","0","-0.75329","-0.46715","-0.43766","","159","10","0.26468"
"370256","Photo color film rolls, width >35mm","Las demas peliculas para fotografia en color de anchura superior a 35","Químicos"," VI Productos químicos y aliados","1.56733","185","Creció / Se mantuvo","58557.79235","0.00000","0.00000","-1.01800","0.24306","0","-0.50725","-0.18567","0.19581","","159","10","0.26468"
"370293","Photo film rolls, w16-35mm, l <30m","Las demas peliculas para fotografia de anchura superior a 16 mm pero i","Químicos"," VI Productos químicos y aliados","1.16563","576","Se mantuvo / Se mantuvo","99950.37158","0.00000","0.00000","-0.23441","0.45985","0","0.04444","0.21916","0.42801","","159","10","0.26468"
"370294","Photo film rolls, w16-35mm, l >30m","Las demas peliculas para fotografia de anchura superior a 16 mm pero i","Químicos"," VI Productos químicos y aliados","1.70345","110","Decreció / Se mantuvo","52275.30328","0.00000","0.00000","-1.13810","-0.14817","0","-0.65596","-0.32231","0.01776","","159","10","0.26468"
"370295","Photo film rolls, width <35mm","Las demas peliculas para fotografia de anchura superior a 35 m .","Químicos"," VI Productos químicos y aliados","0.77617","1152","Creció / Creció","481123.10929","0.00000","0.00000","-0.85401","0.99846","0","-0.32050","-0.06486","0.38715","","159","10","0.26468"
"370310","Unexposed photo paper, roll >610mm wide","Papel, carton y textiles, fotograficos, sensibilizados, sin impresiona","Químicos"," VI Productos químicos y aliados","1.31830","397","Decreció / Decreció","994669.64754","0.00000","0.00000","-0.24542","-1.14668","0","-0.26930","-0.15799","-0.26006","","159","10","0.26468"
"370320","Unexposed color photo paper","Los demas papel, carton y textiles, para fotografia en colores policro","Químicos"," VI Productos químicos y aliados","0.56057","1521","Decreció mucho / Decreció","2251307.08470","0.00000","0.00000","0.46626","-2.08881","0","-0.03532","-0.15364","-0.65994","","159","10","0.26468"
"370390","Unexposed photo paper, nes","Los demas papel, carton textiles fotograficos","Químicos"," VI Productos químicos y aliados","0.69211","1291","Decreció / Decreció","473644.26503","0.00000","0.00000","0.23947","0.85728","0","0.40830","0.48445","0.63065","","159","10","0.26468"
"370400","Photo plate, film exposed, undeveloped","Placas, peliculas, papel, carton y textiles, fotograficos, impresionad","Químicos"," VI Productos químicos y aliados","0.76573","1166","Creció / Creció","294499.69126","0.00000","0.00000","-0.58060","0.07944","0","-0.31396","-0.14633","0.05300","","6","6","0.43337"
"370510","Photo plates, film exposed and developed","Placas y peliculas impresionadas para la reproduccion offset","Químicos"," VI Productos químicos y aliados","0.89634","962","Decreció / Decreció","9453.25956","0.00000","0.00000","-0.44140","-0.82358","0","-0.38406","-0.26940","-0.27895","","6","6","0.43337"
"370590","Photo plates, film exposed or developed nes","Las demas placas y peliculas, fotograficas, impresionadas y reveladas.","Químicos"," VI Productos químicos y aliados","2.73274","4","Creció mucho / Creció mucho","9490013.88798","0.00000","0.00000","-1.82487","-0.93058","0","-1.19025","-0.68978","-0.28304","","6","6","0.43337"
"370610","Cinematographic film, width  >35mm","Peliculas cinematograficas, impresionadas y reveladas, de anchura supe","Químicos"," VI Productos químicos y aliados","0.18532","2167","Decreció / Decreció","63172.89071","0.00000","0.00000","0.30037","0.63913","0","0.35662","0.36205","0.42405","","s.d.","s.d.","0.39395"
"370690","Cinematographic film, width <35mm","Las demas peliculas cinematograficas, impresionadas y reveladas, con r","Químicos"," VI Productos químicos y aliados","0.34165","1877","Decreció / Se mantuvo","15924.15574","0.00000","0.00000","0.80658","-0.12879","0","0.57301","0.47975","0.26943","","s.d.","s.d.","0.39395"
"370710","Sensitising emulsions","Emulsiones sensibles para superficies","Químicos"," VI Productos químicos y aliados","1.56350","192","Creció / Creció","3414568.51913","0.00000","0.00000","-2.21854","-1.94791","0","-1.78621","-1.39448","-1.15125","","159","10","0.26468"
"370790","Chemical prep for photo uses","Las demas preparaciones quimicas para uso fotografico.","Químicos"," VI Productos químicos y aliados","1.98501","42","Creció / Decreció","34639285.12842","0.00000","0.00000","-1.33870","-1.15763","0","-0.97011","-0.62869","-0.42629","","159","10","0.26468"
"380110","Artificial graphite","Grafito artificial.","Químicos"," VI Productos químicos y aliados","1.43949","282","Creció mucho / Creció mucho","10174853.12022","0.00000","0.00000","-1.09173","1.06969","0","-0.40632","-0.04513","0.51371","","179","8","0.11237"
"380120","Colloidal graphite","Grafito coloidal o semi coloidal.","Químicos"," VI Productos químicos y aliados","1.06594","699","Creció / Se mantuvo","320376.14208","0.00000","0.00000","-0.90480","0.74132","0","-0.37850","-0.09912","0.32864","","179","8","0.11237"
"380130","Carbonaceous pastes","Pastas carbonadas para electrodos y similares para revestimiento inter","Químicos"," VI Productos químicos y aliados","0.68296","1308","Creció / Creció","2047053.99454","0.00000","0.00000","-0.45596","0.51315","0","-0.14824","0.01410","0.26487","","179","8","0.11237"
"380190","Graphite based products","Las demas preparaciones a base de grafito o de otros carbonos","Químicos"," VI Productos químicos y aliados","1.06227","707","Creció mucho / Creció","3504663.55738","0.00000","0.00000","-0.85259","1.56258","0","-0.17807","0.13417","0.71295","","179","8","0.11237"
"380210","Activate carbon","Carbon vegetal activado","Químicos"," VI Productos químicos y aliados","-0.51337","3215","Creció mucho / Creció","11287392.05738","115.50816","0.00097","-0.53525","0.28542","0","-0.36893","-0.32571","-0.16048","","159","10","0.26468"
"380290","Activated natural mineral products, nes","Las demas materias minerales naturales","Químicos"," VI Productos químicos y aliados","-0.62645","3361","Decreció / Decreció","1869248.26776","0.06953","0.00000","0.57642","0.51130","0","0.44311","0.31957","0.24640","","s.d.","s.d.","0.14976"
"380300","Tall oil","Tall oil, incluso refinado.","Químicos"," VI Productos químicos y aliados","0.74016","1217","Creció / Creció","1816657.60383","0.00000","0.00000","0.88846","-0.18292","0","0.65935","0.59096","0.36926","","s.d.","s.d.","0.14976"
"380400","Residual lyes from wood pulp","Lejias residuales de la fabricacion de pastas de celulosa, concentrada","Químicos"," VI Productos químicos y aliados","1.03700","753","Decreció / Decreció","2831689.76776","0.00000","0.00000","-0.19266","-0.04439","0","-0.04004","0.09034","0.18147","","s.d.","s.d.","0.14976"
"380510","Gum, wood, oils","Esencia de trementina, de madera de pino o de pasta celulosica al sulf","Químicos"," VI Productos químicos y aliados","-0.48218","3166","Creció / Creció","-9515846.33333","10845004.16667","548.13809","1.71693","-1.21914","0","","","","","s.d.","s.d.","0.14976"
"380590","Terpenic oils, nes","Las demas esencias de trementina, de madera de pino, de pasta celulosi","Químicos"," VI Productos químicos y aliados","-0.13408","2656","Creció / Creció","405278.92896","0.00000","0.00000","0.33096","0.22258","0","0.26278","0.21086","0.16593","","s.d.","s.d.","0.14976"
"380610","Rosin and resin acids","Colofonias.","Químicos"," VI Productos químicos y aliados","-0.29175","2901","Decreció mucho / Decreció","-11379328.42350","11135428.66667","304.64395","0.66023","-0.08931","0","","","","","s.d.","s.d.","0.14976"
"380620","Rosin, resin acid salts","Sales de colofonia o de acidos resinicos","Químicos"," VI Productos químicos y aliados","-0.26379","2855","Decreció / Decreció","33406.42350","566761.04167","182.17775","1.00308","0.41171","0","","","","","s.d.","s.d.","0.14976"
"380630","Ester gums","Goma ester.","Químicos"," VI Productos químicos y aliados","0.71737","1254","Decreció / Decreció","1753124.85792","563828.75000","21.48768","0.86008","0.02600","0","","","","","s.d.","s.d.","0.14976"
"380690","Resin acids, rosin nes","Los demas acidos resinicos y sus derivados.","Químicos"," VI Productos químicos y aliados","0.39779","1785","Decreció mucho / Decreció","-39128.20492","2609661.87240","95.40275","0.81674","0.83068","0","","","","","s.d.","s.d.","0.14976"
"380700","Wood tar, tar oils, etc.","Alquitranes de madera; aceites de alquitran de madera; creosota de mad","Químicos"," VI Productos químicos y aliados","0.63299","1390","Creció / Se mantuvo","876208.90710","0.00000","0.00000","0.77283","0.08009","0","0.62030","0.57167","0.42614","","s.d.","s.d.","0.14976"
"380810","Insecticides","Insecticidas.","Químicos"," VI Productos químicos y aliados","-0.53678","3243","Creció mucho / Creció mucho","-50009705.34973","37901.92743","0.06007","1.60622","0.17464","0","1.10561","0.81973","0.42626","","93","6","0.19452"
"380820","Fungicides","Fungicidas.","Químicos"," VI Productos químicos y aliados","-0.40863","3076","Decreció mucho / Decreció mucho","-23171879.91803","149469.21094","0.25010","2.03304","0.05815","0","1.39389","1.05098","0.53392","","93","6","0.19452"
"380830","Herbicides","Herbicidas, inhibidores de germinacion y reguladores del crecimiento d","Químicos"," VI Productos químicos y aliados","0.05196","2381","Creció mucho / Creció","-30839916.12022","5457.10323","0.00652","1.26074","0.63202","0","1.01411","0.86180","0.67562","","93","6","0.19452"
"380840","Disinfectants","Desinfectantes.","Químicos"," VI Productos químicos y aliados","0.32533","1912","Creció mucho / Creció mucho","-10526249.97541","1257250.20097","9.02167","1.62497","0.53125","0","","","","","93","6","0.19452"
"380890","Pesticides","Los demas raticidas y similares","Químicos"," VI Productos químicos y aliados","0.06603","2348","Decreció / Decreció","9137144.73770","99.53088","0.00062","0.47122","0.53196","0","0.44285","0.40537","0.39726","","93","6","0.19452"
"380910","Finishing and dye, amylaceous","Aprestos y productos de acabado a base de materias amilaceas.","Químicos"," VI Productos químicos y aliados","0.46907","1674","Decreció / Decreció","628773.41530","0.00000","0.00000","0.59167","1.13618","0","0.68831","0.70327","0.80605","","159","10","0.26468"
"380991","Finishing and dyes, textiles industry","Los demas aprestos y productos de acabado del tipo de los utilizados e","Químicos"," VI Productos químicos y aliados","0.33541","1890","Creció mucho / Creció","16136904.37978","0.00000","0.00000","0.08656","0.94173","0","0.28248","0.35012","0.53360","","159","10","0.26468"
"380992","Finishing and dyes, paper industry","Aprestos y productos de acabado del tipo de los utilizados en la indus","Químicos"," VI Productos químicos y aliados","0.93035","903","Creció / Decreció","3511338.74590","10692.71875","0.16794","0.06450","1.15069","0","0.36832","0.50922","0.76975","","159","10","0.26468"
"380993","Finishing and dyes, leather industry","Aprestos y productos de acabado del tipo usado en la ind. cuero y simi","Químicos"," VI Productos químicos y aliados","0.64642","1374","Decreció / Decreció","938530.56557","0.00000","0.00000","0.90226","0.91848","0","0.87992","0.85515","0.84560","","159","10","0.26468"
"381010","Metal pickling preps","Preparaciones para el decapado de los metales; pasta y polvos para sol","Químicos"," VI Productos químicos y aliados","1.27773","448","Creció / Creció","4732445.04918","0.00000","0.00000","-0.74360","0.31534","0","-0.32968","-0.07460","0.23825","","159","10","0.26468"
"381090","Electro-weld rod cores, etc.","Los demas preparaciones para el decapado de los metales","Químicos"," VI Productos químicos y aliados","1.38034","332","Decreció / Decreció","3970677.31148","0.00000","0.00000","-0.60373","0.75451","0","-0.13367","0.13265","0.50350","","159","10","0.26468"
"381111","Anti-knock prep, lead","Preparaciones antidetonantes, a base de compuestos de plomo.","Químicos"," VI Productos químicos y aliados","-1.34881","4175","Decreció / Decreció","363863.40984","0.00000","0.00000","0.22749","-2.85925","0","-0.54749","-0.85946","-1.55562","","159","10","0.26468"
"381119","Anti-knock prep, not lead","Las demas preparaciones antidetonantes","Químicos"," VI Productos químicos y aliados","0.68442","1304","Decreció / Decreció","1248243.50000","0.00000","0.00000","-0.47702","0.75822","0","-0.11382","0.06408","0.36920","","159","10","0.26468"
"381121","Lubricant oil, petroleum","Aditivos para aceites lubricantes que contengan aceites de petroleo o","Químicos"," VI Productos químicos y aliados","0.73172","1230","Creció / Decreció mucho","52759584.95082","1.72574","0.00000","-0.38260","-1.15402","0","-0.42545","-0.35259","-0.45116","","159","10","0.26468"
"381129","Lubricant oil, no petroleum","Los demas aditivos para aceites lubricantes","Químicos"," VI Productos químicos y aliados","1.60750","159","Creció / Creció","4879051.13661","0.00000","0.00000","-0.79846","0.75589","0","-0.24699","0.07132","0.50249","","159","10","0.26468"
"381190","Oil additives, nes","Los demas aditivos preparados para aceites lubricantes","Químicos"," VI Productos químicos y aliados","0.42593","1736","Decreció / Decreció","13250660.77596","0.00000","0.00000","0.52908","0.84097","0","0.58114","0.58642","0.64364","","159","10","0.26468"
"381210","Rubber accelerators","Aceleradores de vulcanizacion preparados","Químicos"," VI Productos químicos y aliados","0.52523","1584","Creció / Creció","4173897.10109","0.00000","0.00000","-1.81049","-0.47570","0","-1.30996","-1.00965","-0.62590","","159","10","0.26468"
"381220","Plasticizers for rubber, plastic","Plastificantes compuestos para caucho o para materias plasticas.","Químicos"," VI Productos químicos y aliados","0.25121","2028","Creció / Creció","-8368656.94809","0.00000","0.00000","0.65930","-0.12464","0","0.46170","0.38169","0.20450","","159","10","0.26468"
"381230","Stabilizers for rubber, plastic","Preparaciones antioxidantes y demas estabilizantes compuestos para cau","Químicos"," VI Productos químicos y aliados","1.42836","293","Creció / Decreció","8590998.93716","0.00000","0.00000","-0.64133","1.44542","0","-0.01701","0.29430","0.81513","","159","10","0.26468"
"381300","Fire-extinguisher prep","Preparaciones y cargas para aparatos extintores; granadas y bombas ext","Químicos"," VI Productos químicos y aliados","0.96736","859","Creció / Decreció","1210801.14208","0.00000","0.00000","0.05953","1.68225","0","0.47486","0.64677","1.01671","","159","10","0.26468"
"381400","Organic composite solvents","Disolventes y diluyentes organicos compuestos, no expresados ni compre","Químicos"," VI Productos químicos y aliados","-0.34701","2980","Decreció / Decreció","10096084.19399","0.34261","0.00000","1.11190","0.27220","0","0.79807","0.61019","0.36931","","49","5","0.15006"
"381511","Catalysts, nickel","Catalizadores sobre soporte con niquel o sus compuestos como sustancia","Químicos"," VI Productos químicos y aliados","0.90658","941","Creció / Creció","8709587.31694","202.28870","0.00251","-0.05250","0.89361","0","0.23263","0.37584","0.61302","","159","10","0.26468"
"381512","Catalysts, precious metals","Catalizadores sobre soporte con metales preciosos o sus compuestos com","Químicos"," VI Productos químicos y aliados","1.01046","792","Creció mucho / Creció mucho","245316.30601","0.00000","0.00000","-0.04968","0.99895","0","0.26606","0.42451","0.68724","","159","10","0.26468"
"381519","Catalysts, nes","Los demas catalizadores sobre soporte.","Químicos"," VI Productos químicos y aliados","1.55013","206","Creció mucho / Creció","25252772.72678","0.00000","0.00000","-0.63463","0.88279","0","-0.11267","0.18168","0.59440","","159","10","0.26468"
"381590","Reaction initiators, accelerators, etc.","Los demas iniciadores y aceleradores, de reaccion.","Químicos"," VI Productos químicos y aliados","0.62183","1415","Creció / Decreció","22499024.79508","0.00000","0.00000","0.06252","0.36011","0","0.17797","0.24878","0.33626","","159","10","0.26468"
"381600","Refractory cements, etc., not graphite","Cementos, morteros, hormigones y preparaciones similares, refractarios","Químicos"," VI Productos químicos y aliados","0.63025","1397","Creció / Creció","8605684.40437","605.27094","0.00389","0.58945","1.56871","0","0.78938","0.84242","1.04031","","0","0","0.09736"
"381710","Mixed alkylbenzenes, nes","Mezclas de alquilbencenos.","Químicos"," VI Productos químicos y aliados","-0.10114","2597","Decreció mucho / Decreció mucho","-4822271.60656","0.00000","0.00000","0.76971","-0.43898","0","0.44089","0.29337","0.00808","","159","10","0.26468"
"381800","Chemical wafers for electronic","Elementos quimicos impurificados para uso en electronica, en discos,","Químicos"," VI Productos químicos y aliados","1.81412","76","Creció mucho / Creció mucho","76726507.98907","0.00000","0.00000","-2.18343","-0.15884","0","-1.37876","-0.87777","-0.27298","","159","10","0.26468"
"381900","Hydraulic brake, fluid < 70% petroleum","Liquidos para frenos hidraulicos y demas preparaciones liquidas para t","Químicos"," VI Productos químicos y aliados","0.40262","1775","Creció / Creció","4281622.78142","142.16428","0.00237","0.38559","0.71290","0","0.45276","0.47082","0.53714","","159","10","0.26468"
"382000","Anti-freezing fluids","Preparaciones anticongelantes y liquidos preparados para descongelar","Químicos"," VI Productos químicos y aliados","0.50183","1627","Creció / Creció","6259978.38798","0.41161","0.00001","0.69263","0.83380","0","0.70179","0.68976","0.70846","","159","10","0.26468"
"382100","Culture media for micro-organisms","Medios de cultivo preparados para el desarrollo de microorganismos.","Químicos"," VI Productos químicos y aliados","1.50860","230","Creció mucho / Creció mucho","9796112.75956","0.00000","0.00000","-0.15270","1.66871","0","0.37771","0.63491","1.08226","","159","10","0.26468"
"382200","Diagnostic reagents, nes","Reactivos compuestos de diagnosticos o laboratorio, excepto los de las","Químicos"," VI Productos químicos y aliados","1.30111","416","Creció mucho / Creció mucho","147542354.59016","155.69172","0.00009","0.14046","0.57036","0","0.34251","0.48007","0.62408","","159","10","0.26468"
"382310","Binders for foundry moulds","Ajustas para moldes de fundición","Químicos"," VI Productos químicos y aliados","0.75836","1187","Creció / Creció","2426149.23224","0.00000","0.00000","-0.00069","1.12863","0","0.30108","0.43345","0.69727","","159","10","0.26468"
"382330","Non-agglomerated metal carbides","Carburos de metal no aglomerados","Químicos"," VI Productos químicos y aliados","1.32048","393","Decreció / Decreció","2744386.36339","0.00000","0.00000","-0.55489","0.81359","0","-0.09366","0.16231","0.52977","","159","10","0.26468"
"382340","Additives for cements, etc","Aditivos para cementos, etc.","Químicos"," VI Productos químicos y aliados","-0.06557","2546","Decreció / Decreció","7445169.84973","0.00000","0.00000","0.42521","0.77434","0","0.44596","0.41434","0.45962","","159","10","0.26468"
"382350","Non-refractory mortars, concretes","Morteros no refractarios, concretos","Químicos"," VI Productos químicos y aliados","-0.01644","2482","Creció / Creció","3291338.56011","832.99495","0.01154","0.92998","0.63977","0","0.77729","0.66814","0.56278","","329","32","0.07531"
"382360","Sorbitol","Sorbitol","Químicos"," VI Productos químicos y aliados","-0.14821","2678","Creció / Se mantuvo","1426827.70492","16.03262","0.00103","-0.94636","-0.39632","0","-0.75653","-0.64922","-0.49930","","159","10","0.26468"
"382390","Chemical products, nes","Productos químicos, NES","Químicos"," VI Productos químicos y aliados","0.42396","1738","Creció mucho / Creció mucho","-739274659.07104","1047681.83229","0.32382","1.01666","0.81312","0","0.91668","0.84724","0.77689","","159","10","0.26468"
"390110","Polyethylene, < 0.94 spec gravity","Polietileno de densidad inferior a 0,94","Químicos"," VII Plásticos, caucho, y sus manufacturas","0.26621","1996","Decreció mucho / Decreció mucho","84058985.28142","11109.25493","0.00692","0.73654","0.31718","0","0.60563","0.53763","0.43025","","s.d.","s.d.","0.12871"
"390120","Polyethylene, > 0.94 spec gravity","Polietileno de densidad igual o superior a 0,94.","Químicos"," VII Plásticos, caucho, y sus manufacturas","-0.07096","2551","Creció mucho / Decreció","49767547.05464","0.00000","0.00000","1.32171","-0.39704","0","0.83869","0.61349","0.20011","","s.d.","s.d.","0.12871"
"390130","Ethylene-vinyl acetate copolymers","Copolimeros de etileno y acetato de vinilo.","Químicos"," VII Plásticos, caucho, y sus manufacturas","1.31510","399","Creció mucho / Creció","21854262.12295","0.00000","0.00000","-0.48440","0.70302","0","-0.06696","0.17236","0.49981","","s.d.","s.d.","0.12871"
"390190","Polymers of ethylene, nes","Los demas polimeros de etileno en formas primarias.","Químicos"," VII Plásticos, caucho, y sus manufacturas","0.15859","2215","Creció mucho / Creció mucho","39631518.45628","0.00000","0.00000","1.32001","-0.11612","0","0.91664","0.72869","0.38339","","s.d.","s.d.","0.12871"
"390210","Polypropylene","Polipropileno, en formas primarias.","Químicos"," VII Plásticos, caucho, y sus manufacturas","-0.17196","2721","Creció / Decreció mucho","13720741.77049","0.00000","0.00000","1.12744","-0.14448","0","0.74312","0.54958","0.23023","","s.d.","s.d.","0.12871"
"390220","Polyisobutylene","Poliisobutileno, en formas primarias.","Químicos"," VII Plásticos, caucho, y sus manufacturas","1.28839","434","Decreció / Decreció","-11283004.42623","0.00000","0.00000","-0.05624","0.09536","0","0.10854","0.25059","0.34814","","s.d.","s.d.","0.12871"
"390230","Propylene copolymers","Copolimeros de propileno, en formas primarias.","Químicos"," VII Plásticos, caucho, y sus manufacturas","1.08040","686","Creció mucho / Decreció mucho","84256764.93989","0.00000","0.00000","0.24846","0.72577","0","0.42712","0.53418","0.67123","","s.d.","s.d.","0.12871"
"390290","Polymers of propylene, nes","Los demas polimeros de propileno o de otras olefinas, en formas primar","Químicos"," VII Plásticos, caucho, y sus manufacturas","1.00704","799","Creció mucho / Creció","13341860.75137","0.00000","0.00000","-0.32562","0.66156","0","0.00508","0.18771","0.45178","","s.d.","s.d.","0.12871"
"390311","Polystyrene, expansible","Poliestireno en forma expandible","Químicos"," VII Plásticos, caucho, y sus manufacturas","0.85000","1021","Decreció mucho / Decreció mucho","19063948.86066","0.00000","0.00000","0.29876","0.52633","0","0.39940","0.46590","0.53898","","s.d.","s.d.","0.12871"
