"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_entre_rios","vcr_entre_rios","compatibilidad_con_entre_rios","valor_estrategico_para_entre_rios","indice_recuperacion_de_posiciones_entre_rios","indice_oportunidades_cercanas_entre_rios","indice_objetivos_factibles_entre_rios","indice_apuestas_ambiciosas_entre_rios","top_20_criterios_entre_rios","empleo","empresas","tasa_fem"
"10111","Horses, pure-bred","Caballos reproductores de raza pura.","Agricultura"," I Animales vivos; productos animales","-0.13143","2648","Creció / Se mantuvo","4238686.86612","504075.20346","4.47142","2.07008","-0.62579","0","","","","","5742","1663","0.10050"
"710122","Pearls, cultured worked","Perlas cultivadas, trabajadas.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.28801","2897","Decreció mucho / Decreció mucho","13108648.76503","0.00000","0.00000","-1.14298","-1.75312","0","-1.17951","-1.12452","-1.20380","","s.d.","s.d.","0.45558"
"710210","Diamonds, unsorted","Diamantes, incluso trabajados, sin clasificar, sin montar ni engarzar.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-1.34190","4168","Creció / Creció","24026361.58470","0.00000","0.00000","1.46952","-2.62619","0","0.36924","-0.11669","-1.07640","","68","6","0.10212"
"710221","Diamonds, industrial, unworked","Diamantes industriales, en bruto o simplemente aserrados, exfoliados o","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-1.94827","4530","Decreció / Decreció","4375579.23770","0.00000","0.00000","0.09642","-2.65127","0","-0.65758","-0.99944","-1.65121","","68","6","0.10212"
"710229","Diamonds, industrial, worked","Los demas diamantes industriales.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","0.56804","1503","Decreció / Decreció","1039662.27322","0.00000","0.00000","-0.66989","0.17913","0","-0.37630","-0.21005","0.02165","","s.d.","s.d.","0.45558"
"710231","Diamonds for jewellery, unworked","Diamantes no industriales en bruto o somplemente aserrados exfoliados","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-1.47964","4283","Decreció mucho / Decreció mucho","170590326.21312","0.00000","0.00000","0.39302","-1.58401","0","-0.18965","-0.47577","-0.96481","","68","6","0.10212"
"710239","Diamonds for jewellery, worked, not mounted","Los demas diamantes no industriales.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.26031","2849","Decreció mucho / Decreció mucho","517993952.45628","0.00000","0.00000","-0.33174","-0.50126","0","-0.35850","-0.35983","-0.39016","","s.d.","s.d.","0.45558"
"710310","Precious, semi-precious stones, unworked","Piedras preciosas y semipreciosas, en bruto o simplemente aserradas o","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-2.00774","4551","Decreció / Decreció","5535441.28689","2856.86654","0.04127","1.67254","-1.65821","0","0.63836","0.10380","-0.74637","","68","6","0.10212"
"710391","Rubies, sapphires & emeralds, worked, not set","Rubies, zafiros y esmeraldas, trabajadas modo distinto aserrado o desb","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.89452","3694","Creció mucho / Decreció","43522095.64754","0.00000","0.00000","0.12567","-0.70345","0","-0.14218","-0.28565","-0.50248","","s.d.","s.d.","0.45558"
"710399","Precious, semi-precious stones, worked, not set","Las demas piedras preciosas o semipreciosas trabajadas distinto aserra","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-1.05079","3881","Decreció mucho / Decreció mucho","15825081.53825","13.00000","0.00008","1.26205","-0.71380","0","0.63560","0.30552","-0.20529","","s.d.","s.d.","0.45558"
"710410","Piezo-electric quartz","Cuarzo piezoelectrico.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.01881","2484","Creció / Se mantuvo","670873.85519","0.00000","0.00000","-1.89988","-0.84245","0","-1.50029","-1.25931","-0.95377","","s.d.","s.d.","0.14976"
"710420","Synthetic precious, semi-precious stone","Las demas piedras sinteticas o reconstituidas, en bruto o simplemente","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","0.74383","1212","Creció / Creció","1937583.86066","0.00000","0.00000","-0.87301","-0.76948","0","-0.69062","-0.52376","-0.42221","","s.d.","s.d.","0.14976"
"710490","Synthetic precious, semi-precious stones, worked","Las demas piedras sinteticas o reconstituidas","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.06185","2542","Creció mucho / Creció mucho","8142132.51366","0.00000","0.00000","-1.06852","-0.96370","0","-0.94689","-0.84098","-0.76968","","s.d.","s.d.","0.45558"
"710510","Diamond dust, powder","Polvo de diamantes.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","1.00643","801","Creció / Decreció","3019922.34153","0.00000","0.00000","-0.70434","0.67453","0","-0.25749","-0.01747","0.34385","","s.d.","s.d.","0.45558"
"710590","Dust of precious, semi-precious stones","Polvo de piedras preciosas, semipreciosas o sinteticas, excepto de dia","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","0.34701","1870","Decreció / Decreció","102344.47541","0.00000","0.00000","-0.22188","0.45083","0","-0.03045","0.06007","0.22306","","s.d.","s.d.","0.45558"
"710610","Silver powder","Plata en polvo","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","1.02749","770","Se mantuvo / Decreció","12896401.24044","0.00000","0.00000","-1.53665","-1.43910","0","-1.26073","-0.99944","-0.85172","","s.d.","s.d.","0.09388"
"710691","Silver in unwrought forms","Plata en bruto.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.76742","3514","Decreció mucho / Decreció mucho","-149380905.55465","0.00000","0.00000","1.42193","-1.13810","0","0.69099","0.34405","-0.27742","","s.d.","s.d.","0.09388"
"710692","Silver semi-manufactured","Plata semilabrada","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","0.38578","1804","Decreció mucho / Decreció mucho","14340381.96995","0.00000","0.00000","0.07717","0.54468","0","0.20154","0.25577","0.36470","","s.d.","s.d.","0.09388"
"710700","Base metals clad with silver","Chapados de plata sobre metales comunes, en bruto o semilabrados.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","1.58169","175","Decreció / Decreció","794573.65027","0.00000","0.00000","-1.29625","0.86201","0","-0.57680","-0.18110","0.39445","","s.d.","s.d.","0.09388"
"710811","Gold powder","Oro en polvo para uso no monetario","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.07378","2558","Decreció mucho / Decreció mucho","2869884.78689","0.00000","0.00000","-0.55159","-0.91219","0","-0.57593","-0.54618","-0.59441","","s.d.","s.d.","0.09388"
"710812","Gold in unwrought forms","Oro en bruto, excepto en polvo, para uso no monetario","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-2.23223","4613","Decreció mucho / Decreció mucho","-825172462.14481","0.00000","0.00000","2.29664","-2.01072","0","0.98228","0.31403","-0.77389","","s.d.","s.d.","0.09388"
"710813","Gold, semi-manufactured forms","Oro semilabrado, para uso no monetario.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-1.73771","4444","Creció mucho / Creció mucho","622799369.80328","0.00000","0.00000","1.97984","-1.78843","0","0.85443","0.29426","-0.64527","","s.d.","s.d.","0.09388"
"710900","Base metals or silver, clad with gold","Chapados de oro sobre metales comunes o sobre plata, en bruto o semila","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","0.27259","1989","Creció / Creció","671580.26503","0.00000","0.00000","-0.43607","0.10855","0","-0.25628","-0.15818","-0.01383","","s.d.","s.d.","0.09388"
"711011","Platinum, unwrought or powder","Platino en bruto o en polvo.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","0.86775","992","Decreció mucho / Decreció mucho","50918179.98361","0.00000","0.00000","-1.34046","-0.00193","0","-0.85193","-0.56418","-0.18607","","s.d.","s.d.","0.09388"
"711019","Platinum, semi-manufactured","Platino semilabrado.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","1.22091","510","Creció mucho / Creció mucho","29768741.70219","0.00000","0.00000","-1.19460","-0.93961","0","-0.90205","-0.64775","-0.47598","","s.d.","s.d.","0.09388"
"711021","Palladium, unwrought or powder","Paladio en bruto o en polvo.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","1.40003","311","Creció mucho / Creció mucho","98786926.20219","0.00000","0.00000","-0.75676","-0.03957","0","-0.39765","-0.14611","0.10517","","s.d.","s.d.","0.09388"
"711029","Palladium, semi-manufactured","Paladio semilabrado.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","1.29819","422","Creció mucho / Creció mucho","23572076.02459","0.00000","0.00000","-0.11973","-0.97174","0","-0.14834","-0.04915","-0.14865","","s.d.","s.d.","0.09388"
"711031","Rhodium, unwrought or powder","Rodio en bruto o en polvo.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","1.06213","709","Creció mucho / Creció mucho","23955482.02186","0.00000","0.00000","-0.72902","-0.47736","0","-0.49957","-0.30787","-0.16799","","s.d.","s.d.","0.09388"
"711039","Rhodium, semi-manufactured","Rodio semilabrado.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.40204","3065","Decreció / Decreció","746889.40710","0.00000","0.00000","-0.27674","-1.44611","0","-0.52315","-0.59414","-0.83428","","s.d.","s.d.","0.09388"
"711041","Iridium & osmium, unwrought or powder","Iridio, osmio y rutenio, en bruto o en polvo.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","0.94714","887","Creció mucho / Creció mucho","4418639.33060","0.00000","0.00000","-1.32206","-1.69592","0","-1.16991","-0.96169","-0.92300","","s.d.","s.d.","0.09388"
"711049","Iridium & osmium, semi-manufactured","Iridio, osmio y rutenio, semilabrados.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","1.82610","74","Creció / Creció","1412674.75683","0.00000","0.00000","-1.79668","-1.89241","0","-1.45355","-1.09606","-0.93407","","s.d.","s.d.","0.09388"
"711100","Metals, clad with platinum","Chapados de platino sobre metales comunes, sobre plata o sobre oro, en","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","1.21096","531","Creció / Creció","2157814.48087","0.00000","0.00000","-1.59556","-0.91553","0","-1.17890","-0.86425","-0.58792","","s.d.","s.d.","0.09388"
"711210","Waste/scrap of gold","Desperdicios y residuos de oro o de chapados de oro. exclusoin de las","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.60876","3334","Creció mucho / Creció mucho","58170129.04918","0.00000","0.00000","0.51834","-0.15263","0","0.27144","0.12518","-0.06537","","s.d.","s.d.","0.09388"
"711220","Waste/scrap of platinum","Desperdicios y residuos de platino o de chapados de platino. exclusoin","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.45859","3135","Decreció mucho / Decreció mucho","1008634.09836","0.00000","0.00000","0.52461","-2.32149","0","-0.14293","-0.38355","-1.00193","","s.d.","s.d.","0.09388"
"711290","Waste/scrap, precious metals","Demas desperdicios y residuos, de metales preciosos o de chapados de m","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.42079","3093","Creció mucho / Creció mucho","50676184.40164","1364.39648","0.00214","1.22348","-0.11902","0","0.79055","0.55900","0.20829","","s.d.","s.d.","0.09388"
"711311","Silver jewellery","Joyas de plata incluso revestidos o chapados de otros metales precioso","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.50583","3203","Decreció mucho / Decreció mucho","47641228.31148","0.00000","0.00000","-0.26060","0.08676","0","-0.21565","-0.22281","-0.16560","","s.d.","s.d.","0.45558"
"711319","Jewellery of precious metal","Joyeria de otros metales preciosos, incluso revestidos o chapados de m","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.28031","2882","Decreció mucho / Decreció mucho","541346599.27322","0.00000","0.00000","-0.13185","0.46020","0","-0.02828","-0.01353","0.09746","","s.d.","s.d.","0.45558"
"711320","Jewellery, clad with precious metal","Articulos de joyeria y sus partes, de chapados de metales preciosos so","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.17722","2730","Decreció / Decreció","1688117.72404","0.00000","0.00000","0.88293","0.55137","0","0.71061","0.58801","0.46869","","s.d.","s.d.","0.45558"
"711411","Silversmith wares, plated precious metals","Articulos de orfebreria y sus partes, de plata, incluso revestidos cha","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.13698","2661","Decreció / Decreció","917971.14208","0.00000","0.00000","0.37126","0.75863","0","0.39791","0.36645","0.41851","","s.d.","s.d.","0.45558"
"711419","Gold/silversmith wares, clad precious metals","Articulos de orfebreria y sus partes, de otros metales preciosos, incl","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.82052","3591","Creció / Creció","9572025.17213","0.00000","0.00000","-0.10139","-0.92910","0","-0.33885","-0.45214","-0.65364","","s.d.","s.d.","0.45558"
"711420","Gold/silversmith wares, clad with precious metal","Articulos de orfebreria y sus partes, de chapados metal precioso sobre","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","0.11844","2281","Se mantuvo / Decreció","669670.24590","0.00000","0.00000","0.22165","0.11688","0","0.19037","0.17482","0.14870","","s.d.","s.d.","0.45558"
"711510","Catalysts of platinum","Catalizadores en forma de tela o enrejados, de platino.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","0.37273","1823","Decreció / Decreció","5163698.77049","0.00000","0.00000","0.52932","-0.66792","0","0.27422","0.19870","-0.04858","","s.d.","s.d.","0.09388"
"711590","Articles of precious metal","Las demas manufacturas de metales preciosos o de chapados metales prec","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","0.47956","1657","Decreció mucho / Decreció mucho","20929029.93169","0.00000","0.00000","-0.38991","0.23698","0","-0.17758","-0.05929","0.10956","","s.d.","s.d.","0.45558"
"711610","Articles of pearls","Manufacturas de perlas finas o cultivadas.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.13375","2655","Decreció mucho / Decreció mucho","2042303.31421","0.00000","0.00000","-1.13206","-0.27706","0","-0.86123","-0.71865","-0.49773","","s.d.","s.d.","0.45558"
"711620","Articles of precious, semi-prec, artif stone","Manufacturas de piedras preciosas, semipreciosas, sintéticas o reconst","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.63053","3366","Decreció mucho / Decreció mucho","7483280.60656","0.00000","0.00000","0.38596","0.04242","0","0.21560","0.09677","-0.02276","","s.d.","s.d.","0.45558"
"711711","Cuff-links and studs of base metal","Gemelos y similares, de metales comunes, incluso plateados, dorado o p","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","0.05547","2374","Decreció / Decreció","954562.15847","0.00000","0.00000","-0.72835","0.45282","0","-0.41373","-0.27629","-0.00087","","224","15","0.15411"
"711719","Imitation jewellery of base metal","Insignias de bronce","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.08047","2566","Decreció mucho / Decreció mucho","25518135.12568","328.58051","0.00107","-0.84192","0.49866","0","-0.49766","-0.35448","-0.04830","","224","15","0.15411"
"711790","Imitation jewellery nes","La demas bisuteria","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","-0.48459","3169","Decreció mucho / Decreció mucho","11389241.92076","179.96342","0.00140","0.04844","0.78767","0","0.14298","0.12664","0.24784","","224","15","0.15411"
"711810","Coin, not legal tender","Monedas sin curso legal, excepto las de oro.","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","0.75400","1194","Se mantuvo / Decreció","2539199.45628","0.00000","0.00000","0.96034","0.37123","0","0.82188","0.77179","0.64366","","s.d.","s.d.","0.45558"
"720110","Pig iron, non-alloy, <0.5% phosphorus","Fundicion en bruto sin alear, contenido fosforo, en peso inefior o igu","Metales"," XV Metales comunes y sus manufacturas","-0.42154","3095","Creció mucho / Creció","27748631.62295","0.00000","0.00000","0.94115","-1.97416","0","0.22182","-0.06021","-0.71141","","56","12","0.07857"
"720120","Pig iron, non-alloy, >0.5% phosphorus","Fundicion en bruto sin alear, contenido fosforo, en peso superior a 0","Metales"," XV Metales comunes y sus manufacturas","-0.39632","3056","Decreció / Decreció","258872.07650","0.00000","0.00000","-0.22439","-0.30079","0","-0.25686","-0.27787","-0.30175","","56","12","0.07857"
"720130","Alloy pig iron, primary forms","Iron de cerdo de aleación, formas primarias","Metales"," XV Metales comunes y sus manufacturas","-0.96043","3769","Creció / Creció","2530121.00000","0.00000","0.00000","0.57851","-0.32302","0","0.24431","0.04534","-0.21191","","56","12","0.07857"
"720211","Ferro-manganese, >2% carbon","Ferro manganeso con un contenido de carbono, en peso superior a 2%","Metales"," XV Metales comunes y sus manufacturas","-0.07784","2562","Creció mucho / Creció mucho","11281967.48634","0.00000","0.00000","0.77507","-0.26442","0","0.48188","0.34462","0.09407","","56","12","0.07857"
"720219","Ferro-manganese, <2% carbon","Los demas ferromanganesos","Metales"," XV Metales comunes y sus manufacturas","-0.22900","2810","Creció / Creció","7293854.00273","0.00000","0.00000","0.22282","-0.93960","0","-0.05485","-0.15815","-0.41322","","56","12","0.07857"
"720221","Ferro-silicon, >55% silicon","Ferrosilicio, con un contenido de silicio, en peso, superior a 55%","Metales"," XV Metales comunes y sus manufacturas","-0.30721","2927","Creció mucho / Creció","17644055.16393","0.00000","0.00000","1.01936","-0.28699","0","0.62543","0.42746","0.09986","","56","12","0.07857"
"720229","Ferro-silicon, <55% silicon","Los demas ferrosilicio.","Metales"," XV Metales comunes y sus manufacturas","-0.26736","2861","Decreció / Decreció","-1933221.06831","0.00000","0.00000","1.81373","-0.40713","0","1.16145","0.84230","0.29407","","56","12","0.07857"
"720230","Ferro-silico-manganese","Ferro-silico-manganeso.","Metales"," XV Metales comunes y sus manufacturas","-0.77698","3534","Creció mucho / Creció","24185743.57104","0.00000","0.00000","1.28350","-1.18093","0","0.58456","0.25530","-0.34061","","56","12","0.07857"
"720241","Ferro-chromium, >4% carbon","Ferrocromo con mas de 4%, en peso, de carbono.","Metales"," XV Metales comunes y sus manufacturas","-1.05272","3884","Creció mucho / Creció mucho","52903905.24590","0.00000","0.00000","0.04214","-1.64683","0","-0.40514","-0.59908","-0.99161","","56","12","0.07857"
"720249","Ferro-chromium, <4% carbon","Los demas ferrocromo","Metales"," XV Metales comunes y sus manufacturas","-0.48723","3173","Decreció / Decreció","5634053.96721","0.00000","0.00000","0.65101","-1.20088","0","0.16681","-0.03961","-0.46690","","56","12","0.07857"
"720250","Ferro-silico-chromium","Ferro-silico-cromo.","Metales"," XV Metales comunes y sus manufacturas","-1.29751","4128","Decreció / Decreció","812371.40437","0.00000","0.00000","1.22187","-2.24605","0","0.27635","-0.14899","-0.96854","","56","12","0.07857"
"720260","Ferro-nickel","Ferroniquel","Metales"," XV Metales comunes y sus manufacturas","-0.99682","3814","Creció mucho / Creció mucho","30098780.32240","0.00000","0.00000","0.56398","-1.93017","0","-0.09093","-0.37172","-0.94859","","56","12","0.07857"
"720270","Ferro-molybdenum","Ferromolibdeno","Metales"," XV Metales comunes y sus manufacturas","0.11349","2287","Creció mucho / Creció","8527844.91530","0.00000","0.00000","-0.11247","-1.19759","0","-0.30690","-0.33856","-0.54429","","56","12","0.07857"
"720280","Ferro-tungsten, ferro-silico-tungsten","Ferrovolframio y ferro-silico-volframio","Metales"," XV Metales comunes y sus manufacturas","-0.15477","2692","Decreció mucho / Decreció","1379224.00000","0.00000","0.00000","-0.80001","-0.98102","0","-0.77169","-0.71622","-0.72016","","56","12","0.07857"
"720291","Ferro-titanium, ferro-silico-titanium","Ferrotitanio y ferro-silico-titanio.","Metales"," XV Metales comunes y sus manufacturas","1.01505","785","Decreció / Decreció","1692027.94262","0.00000","0.00000","0.24768","-0.26233","0","0.22241","0.27365","0.21002","","56","12","0.07857"
"720292","Ferro-vanadium","Ferrovanadio.","Metales"," XV Metales comunes y sus manufacturas","0.84037","1045","Creció mucho / Creció mucho","9892392.38525","0.00000","0.00000","0.00167","0.30276","0","0.14576","0.24468","0.34684","","56","12","0.07857"
"720293","Ferro-niobium","Ferroniobio.","Metales"," XV Metales comunes y sus manufacturas","1.28340","440","Creció mucho / Creció","20750806.03825","0.00000","0.00000","0.55020","-1.99360","0","0.11476","0.06089","-0.41121","","56","12","0.07857"
"720299","Ferro-alloys, nes","Las demas ferroaleaciones.","Metales"," XV Metales comunes y sus manufacturas","0.32140","1916","Decreció / Decreció","-5189650.36612","0.00000","0.00000","0.50247","-0.00999","0","0.38187","0.33814","0.22659","","56","12","0.07857"
"720310","Ferrous products, direct iron ore reduction","Productos ferreos obtenidos por reduccion directa de minerales de hier","Metales"," XV Metales comunes y sus manufacturas","-0.87900","3671","Creció mucho / Creció mucho","20455340.45628","0.00000","0.00000","-0.08518","-1.60846","0","-0.46922","-0.62477","-0.96911","","56","12","0.07857"
"720390","Spongy iron lumps, pellets, >99.94% pure","Demas productos ferreos esponjosos, en trozos, pellets o formas simila","Metales"," XV Metales comunes y sus manufacturas","-0.84652","3629","Creció mucho / Creció","3894481.53825","0.00000","0.00000","0.14637","-1.93334","0","-0.36886","-0.57214","-1.03772","","56","12","0.07857"
"720410","Cast iron waste/scrap","Hierro, desperdicios y desechos de fundicion","Metales"," XV Metales comunes y sus manufacturas","-1.07769","3916","Creció mucho / Creció mucho","10973715.77049","0.00000","0.00000","1.64519","-0.78734","0","0.88640","0.49248","-0.13017","","56","12","0.07857"
"720421","Stainless steel waste/scrap","Desperdicios y desechos de fundicion de acero inoxidable","Metales"," XV Metales comunes y sus manufacturas","-0.14477","2672","Decreció mucho / Decreció mucho","32685605.08197","0.00000","0.00000","0.74362","0.78318","0","0.66269","0.57583","0.53932","","56","12","0.07857"
"720429","Alloy steel waste/scrap, not stainless","Los demas desperdicios y desechos, de aceros aleados, excepto acero in","Metales"," XV Metales comunes y sus manufacturas","-0.35361","2988","Decreció / Decreció","13592623.03279","0.00000","0.00000","1.52387","-0.34062","0","0.96322","0.68225","0.21548","","56","12","0.07857"
"720430","Tinned iron or steel waste/scrap","Desperdicios y desechos, de hierro o de acero estanados.","Metales"," XV Metales comunes y sus manufacturas","-0.81347","3579","Decreció / Decreció","5944057.86612","0.00000","0.00000","1.68589","-0.35902","0","1.02697","0.67479","0.14084","","56","12","0.07857"
"720441","Worked iron/steel waste","Torneaduras, virutas, limaduras y recortes, de estampado o de corte de","Metales"," XV Metales comunes y sus manufacturas","0.94496","893","Decreció / Decreció","18163049.22678","0.00000","0.00000","0.14527","1.01296","0","0.39878","0.52213","0.73565","","56","12","0.07857"
"720449","Ferrous waste, scrap","Los demas desperdicios y desechos de hierro o de acero.","Metales"," XV Metales comunes y sus manufacturas","-0.56959","3278","Creció mucho / Decreció","137760238.25683","0.00000","0.00000","1.32422","-0.43054","0","0.78388","0.50676","0.06112","","56","12","0.07857"
"720450","Remelting scrap ingots, of iron/steel","Lingotes de chatarra, de hierro o de acero.","Metales"," XV Metales comunes y sus manufacturas","0.04286","2391","Decreció / Decreció","1026778.42350","0.00000","0.00000","1.05670","0.03493","0","0.75097","0.59849","0.34345","","56","12","0.07857"
"720510","Granules of pig iron","Granallas, de fundicion, de hierro o de acero.","Metales"," XV Metales comunes y sus manufacturas","0.18041","2178","Decreció / Decreció","2193964.81148","0.00000","0.00000","0.62635","0.68680","0","0.59384","0.55227","0.54207","","56","12","0.07857"
"720521","Powders, alloy steel","Polvo de aceros aleados.","Metales"," XV Metales comunes y sus manufacturas","1.15188","599","Creció / Creció","4013583.27322","0.00000","0.00000","-0.14379","-0.10039","0","-0.00554","0.12620","0.19966","","56","12","0.07857"
"720529","Powders, iron or steel, non-alloy","Los demas polvos, de fundicion, de hierro o de acero.","Metales"," XV Metales comunes y sus manufacturas","0.96292","866","Creció / Creció","6318182.59290","0.00000","0.00000","-0.50063","-0.14964","0","-0.28408","-0.12018","0.02320","","56","12","0.07857"
"720610","Iron/non-alloy steel in ingots, <99.94% iron","Lingotes de hierro y aceros sin alear.","Metales"," XV Metales comunes y sus manufacturas","-1.02945","3851","Decreció / Decreció","3265078.01639","0.00000","0.00000","0.92339","-1.64332","0","0.21476","-0.10886","-0.71984","","56","12","0.07857"
"720690","Iron/non-alloy steel, primary, <99.94% iron","Las demas formas primarias de hierro o de acero sin alear, excepto lin","Metales"," XV Metales comunes y sus manufacturas","-1.09042","3932","Decreció / Decreció","2649683.49727","0.00000","0.00000","2.08869","-1.49293","0","1.05445","0.55746","-0.31782","","56","12","0.07857"
"720711","Rectangular iron/non-alloy steel bars, <.25%C, w<2xthick","Semiproductos de hierro o de acero sin alear, de seccion transversal c","Metales"," XV Metales comunes y sus manufacturas","-0.81541","3581","Creció mucho / Creció","42385034.42076","0.00000","0.00000","1.62323","-0.72283","0","0.91015","0.54899","-0.04216","","56","12","0.07857"
"720712","Semi-finished bars, iron/non-alloy steel <.25%C rectang","Los demas semiproducto hierro o acero, de seccion transversal rectangu","Metales"," XV Metales comunes y sus manufacturas","0.30207","1942","Creció mucho / Decreció","84116994.29235","0.00000","0.00000","0.05770","-1.37591","0","-0.20458","-0.25183","-0.52633","","56","12","0.07857"
"720719","Semi-finished iron/non-alloy steel <0.25%C","Los demas semiproductos de hierro o acero sin alear.","Metales"," XV Metales comunes y sus manufacturas","-0.77126","3524","Creció mucho / Creció mucho","22428967.71585","0.00000","0.00000","0.75948","-0.76639","0","0.30123","0.07186","-0.30985","","56","12","0.07857"
"720720","Semi-finished iron/non-alloy steel >0.25%C","Hierro o acero, con un contenido de carbono, enpeso, superior o igual","Metales"," XV Metales comunes y sus manufacturas","-0.71908","3466","Creció mucho / Creció","25647345.45355","0.00000","0.00000","0.49676","-0.72023","0","0.13177","-0.05066","-0.35485","","56","12","0.07857"
"720821","Hot rolled iron/non-alloy steel, coil, w>600 t>10mm","Hierro laminado en caliente/acero sin alear, bobina, w> 600 t> 10 mm","Metales"," XV Metales comunes y sus manufacturas","1.06547","701","Decreció / Decreció","6353903.34426","0.00000","0.00000","0.07798","1.05740","0","0.37261","0.52033","0.76559","","56","12","0.07857"
"720822","Hot rolled iron/non-alloy steel, coil, w>600 t 4.75-10mm","Hierro laminado en caliente/acero sin alear, bobina, w> 600 t 4.75-10 mm","Metales"," XV Metales comunes y sus manufacturas","0.35311","1859","Creció mucho / Creció","20441002.71038","0.00000","0.00000","0.41401","0.43842","0","0.41280","0.40793","0.40977","","56","12","0.07857"
"720823","Hot rolled iron/non-alloy steel, coil, w>600, t 3-4.75mm","Hierro laminado en caliente/acero sin alear, bobina, w> 600, t 3-4.75 mm","Metales"," XV Metales comunes y sus manufacturas","0.42485","1737","Creció mucho / Creció mucho","39590777.30328","0.00000","0.00000","0.18697","0.09857","0","0.19308","0.21245","0.20666","","56","12","0.07857"
