"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_rio_negro","vcr_rio_negro","compatibilidad_con_rio_negro","valor_estrategico_para_rio_negro","indice_recuperacion_de_posiciones_rio_negro","indice_oportunidades_cercanas_rio_negro","indice_objetivos_factibles_rio_negro","indice_apuestas_ambiciosas_rio_negro","top_20_criterios_rio_negro","empleo","empresas","tasa_fem"
"10111","Horses, pure-bred","Caballos reproductores de raza pura.","Agricultura"," I Animales vivos; productos animales","-0.13143","2648","Creció / Se mantuvo","4238686.86612","15577.98438","0.37334","1.43914","-0.59108","0","0.87604","0.49298","0.13290","","1105","350","0.10050"
"250410","Natural graphite, powder or flakes","Grafito natural en polvo o en escamas","Minerales"," V Productos minerales","-1.38562","4214","Creció / Creció","3189037.97268","544.66708","0.04084","0.43249","-1.39908","0","-0.11564","-0.48128","-0.84624","","148","9","0.10212"
"250490","Natural graphite, other","Los demas grafitos naturales.","Minerales"," V Productos minerales","-1.53872","4322","Se mantuvo / Se mantuvo","333803.82240","0.00000","0.00000","-0.31686","-1.25350","0","-0.62638","-0.82797","-1.04382","","148","9","0.10212"
"250510","Silica and quartz sands","Arenas siliceas y arenas cuarzosas.","Minerales"," V Productos minerales","-0.93218","3735","Creció / Creció","7003856.01366","13372.80908","0.43998","1.16849","-0.66761","0","0.59120","0.21075","-0.18292","","s.d.","s.d.","0.08673"
"250590","Natural sands, nes","Las demas arenas naturales, incluso coloreadas, excepto siliceas y cua","Minerales"," V Productos minerales","-0.81912","3589","Decreció / Decreció","3706475.56557","7.35114","0.00048","1.00117","-0.34659","0","0.54959","0.25641","-0.06040","","s.d.","s.d.","0.08673"
"250610","Quartz","Cuarzo","Minerales"," V Productos minerales","-1.07229","3909","Creció / Creció","2654804.31967","11680.42464","1.08777","1.12422","0.17768","0","","","","","148","9","0.10212"
"250621","Quartzite, crude","Cuarcita en bruto o desbastada, en bloques o placas cuadradas o rectan","Minerales"," V Productos minerales","-1.43248","4245","Creció / Creció","962345.18306","0.00000","0.00000","1.58244","-0.76738","0","0.81099","0.30777","-0.22871","","s.d.","s.d.","0.08673"
"250629","Quartzite, slabs","Las demas cuarcitas, excepto en bruto o desbastada, en bloque, placas.","Minerales"," V Productos minerales","-1.25165","4081","Decreció mucho / Decreció","56136.75956","0.00000","0.00000","0.51595","-1.81321","0","-0.12664","-0.56439","-0.97407","","148","9","0.10212"
"250700","Kaolin","Caolin y demas arcillas caolinicas, incluso calcinadas.","Minerales"," V Productos minerales","-0.34413","2974","Decreció / Decreció","9356087.66120","7890.25830","0.19068","0.91034","-0.41358","0","0.52011","0.25880","0.00096","","s.d.","s.d.","0.08673"
"250810","Bentonite","Bentonita.","Minerales"," V Productos minerales","-0.57308","3279","Creció / Creció","-4936053.22951","6913851.13708","335.37394","1.46670","0.36244","0","","","","","s.d.","s.d.","0.08673"
"250830","Fire-clay","Arcillas refractarias.","Minerales"," V Productos minerales","-0.20547","2780","Creció / Creció","3183495.61475","466.22559","0.04137","-0.23491","-1.61369","0","-0.50772","-0.71307","-0.84800","","s.d.","s.d.","0.08673"
"250840","Other clays","Las demas arcillas.","Minerales"," V Productos minerales","-0.38606","3041","Decreció / Decreció","4163546.34699","2261.07079","0.14196","0.14052","0.60482","0","0.18072","0.22404","0.21781","","s.d.","s.d.","0.08673"
"250850","Andalusite","Andalucita, cianita y silimanita","Minerales"," V Productos minerales","0.05568","2373","Creció / Se mantuvo","766109.24590","0.00000","0.00000","0.93766","-1.65634","0","0.33066","-0.10254","-0.45013","","s.d.","s.d.","0.08673"
"250860","Mullite","Mullita.","Minerales"," V Productos minerales","1.05178","733","Creció / Creció","877905.06284","0.00000","0.00000","-0.86509","0.94084","0","-0.31221","0.05452","0.42680","","s.d.","s.d.","0.08673"
"250870","Chamotte","Tierras de chamota o de dinas.","Minerales"," V Productos minerales","0.49259","1645","Decreció / Decreció","466577.73770","42.21532","0.01989","-0.61025","0.22716","0","-0.33248","-0.15173","0.04230","","s.d.","s.d.","0.08673"
"250900","Chalk","Creta.","Minerales"," V Productos minerales","-0.29313","2904","Decreció / Decreció","38929.15301","33015.85872","9.16857","1.47619","0.20024","0","","","","","s.d.","s.d.","0.08673"
"251010","Calcium phosphate, unground","Fosfatos de calcio naturales, fosfatos aluminocalcicos naturales y cre","Minerales"," V Productos minerales","-1.97802","4540","Decreció mucho / Decreció mucho","11142597.66393","0.00000","0.00000","2.23565","-2.50054","0","0.86704","-0.05407","-0.94905","","s.d.","s.d.","0.10349"
"251020","Calcium phosphate, ground","Fosfato de calcio naturales, fosfatos aluminocalcicos naturales y cret","Minerales"," V Productos minerales","-1.61708","4376","Decreció / Decreció","7963368.51913","120.65128","0.00438","1.99108","-2.08761","0","0.81452","0.02231","-0.74637","","s.d.","s.d.","0.10349"
"251110","Barytes","Sulfato de bario natural (baritina)","Minerales"," V Productos minerales","-1.36071","4190","Decreció / Decreció","5066898.32240","1186.74599","0.06372","0.99424","-0.52258","0","0.45538","0.11011","-0.27707","","s.d.","s.d.","0.10349"
"251120","Witherite","Carbonato de bario natural (whitherita) incluso calcinado.","Minerales"," V Productos minerales","-0.97049","3782","Creció / Se mantuvo","27513.32240","0.00000","0.00000","0.17497","-0.76543","0","-0.12766","-0.32599","-0.53457","","s.d.","s.d.","0.10349"
"251200","Siliceous fossil meals","Harinas siliceas fosiles y otras tierras siliceas analogas de densidad","Minerales"," V Productos minerales","-0.14780","2677","Decreció / Decreció","-2617286.09290","943658.07396","203.88042","0.86817","0.52038","0","","","","","148","9","0.10212"
"251311","Pumice stone, crude","Piedra pomez, en bruto o en trozos irregulares, incluida la quebrantad","Minerales"," V Productos minerales","-0.88513","3681","Creció / Creció","390857.29235","2124.49320","1.10079","0.81970","-0.98931","0","","","","","148","9","0.10212"
"251321","Natural abrasives, nes","Abrasivos naturales, nes","Minerales"," V Productos minerales","-1.58765","4360","Decreció / Decreció","353303.60109","0.00000","0.00000","0.71053","-2.16617","0","-0.09463","-0.64104","-1.15853","","148","9","0.10212"
"251329","Emery","Esmeril","Minerales"," V Productos minerales","-1.33139","4161","Creció mucho / Creció","1523984.71311","329.91935","0.05386","0.57872","-1.20162","0","0.03164","-0.33091","-0.69996","","148","9","0.10212"
"251400","Slate","Pizarra, incluso desbastada o simplemente troceada, por aserrado o de","Minerales"," V Productos minerales","-0.31566","2939","Decreció / Decreció","595679.04372","393.04608","0.17842","0.79030","0.36262","0","0.59417","0.47472","0.32135","","s.d.","s.d.","0.08673"
"251511","Marble, crude","Marmol y travertinos, en bruto o desbastados.","Minerales"," V Productos minerales","-1.27676","4107","Decreció / Decreció","5378167.61749","0.00000","0.00000","1.14668","-0.46969","0","0.58106","0.21744","-0.18654","","s.d.","s.d.","0.08673"
"251512","Marble in blocks","Marmol y travertinos, simplemente troceados, por aserrado, o de otro m","Minerales"," V Productos minerales","-1.47944","4282","Creció / Decreció","10776243.64754","0.00000","0.00000","1.46141","-0.50985","0","0.77307","0.33034","-0.16087","","s.d.","s.d.","0.08673"
"251520","Calcareous building stone, nes","Ecaussines y demas piedras calizas de talla o de construccion, alabast","Minerales"," V Productos minerales","-0.97945","3791","Creció / Se mantuvo","962141.42623","0.09795","0.00003","0.90999","0.25198","1","0.58944","0.39627","0.14153","Recuperación de posiciones","s.d.","s.d.","0.08673"
"251611","Granite, crude","Granito, en bruto o desbastado.","Minerales"," V Productos minerales","-1.12134","3957","Decreció mucho / Decreció","6457406.60109","0.07310","0.00000","1.04671","-0.81629","0","0.45730","0.06945","-0.33365","","s.d.","s.d.","0.08673"
"251612","Granite, in blocks","Granito, simplemente troceado, por aserrado o de otro modo, en bloques","Minerales"," V Productos minerales","-1.73071","4438","Creció / Creció","2682708.37978","2174.00389","0.20144","1.89090","-0.86967","0","0.97662","0.38146","-0.25676","","s.d.","s.d.","0.08673"
"251622","Sandstone, in blocks","Arenisca, simplemente troceada, por aserrado u otro modo, en bloques o","Minerales"," V Productos minerales","-0.88477","3680","Creció / Creció","1587824.82787","329.55094","0.05639","0.17168","-1.67923","0","-0.30415","-0.63461","-0.92534","","s.d.","s.d.","0.08673"
"251690","Building stones, nes","Las demas piedras de talla o de construccion","Minerales"," V Productos minerales","-1.38766","4216","Decreció / Decreció","1283635.41803","2438.13619","0.40885","1.94915","-0.58149","1","1.10934","0.56290","-0.02384","Recuperación de posiciones","s.d.","s.d.","0.08673"
"251710","Pebbles, gravel, and crushed stone","Cantos, grava, piedras machacadas, de los usados para el hormigonado o","Minerales"," V Productos minerales","-0.28473","2888","Decreció / Decreció","11694057.46175","1136.78019","0.02169","0.88392","-0.25089","0","0.54009","0.31144","0.08109","","s.d.","s.d.","0.08673"
"251720","Dross or industrial waste","Macadam de escorias o de desechos industriales similares, incluso con","Minerales"," V Productos minerales","0.23287","2066","Decreció / Decreció","245142.22404","0.00000","0.00000","-0.78673","0.25444","0","-0.47654","-0.26938","-0.06330","","s.d.","s.d.","0.08673"
"251730","Tarred macadam","Macadam alquitranado.","Minerales"," V Productos minerales","1.17333","571","Decreció / Decreció","229061.08743","0.00000","0.00000","-0.48141","-0.80481","0","-0.38062","-0.34639","-0.21326","","s.d.","s.d.","0.08673"
"251741","Marble granules","Granulos, tasquiles (fragmentos) y polvo de marmol, incluso tratados t","Minerales"," V Productos minerales","-0.48087","3163","Creció / Decreció","2518250.78415","2558.39665","0.22141","0.46558","-0.70747","0","0.13632","-0.08696","-0.29891","","s.d.","s.d.","0.08673"
"251749","Granules of granite, sandstone","Los demas granulos, tasquiles y polvo de piedras de pdas. 25.15 o 25.1","Minerales"," V Productos minerales","-1.05427","3886","Creció / Creció","2369681.96721","51803.64844","3.55943","0.62070","-0.93734","0","","","","","s.d.","s.d.","0.08673"
"251810","Dolomite, not calcined","Dolomita sin calcinar ni sinterizar, llamada cruda.","Minerales"," V Productos minerales","-0.44346","3119","Creció / Se mantuvo","-981609.84426","102089.51042","12.94133","2.19611","-0.61631","0","","","","","s.d.","s.d.","0.08673"
"251820","Dolomite, calcined","Dolomita calcinada o sinterizada.","Minerales"," V Productos minerales","-0.43172","3110","Se mantuvo / Decreció","270806.41530","17720.93294","5.96808","1.27637","-0.39361","0","","","","","s.d.","s.d.","0.08626"
"251830","Agglomerated dolomite","Dolomita aglomerada ) incluida la dolomita alquitranada).","Minerales"," V Productos minerales","-0.89265","3691","Decreció / Decreció","313974.78962","0.00000","0.00000","0.77058","-1.85914","0","0.07831","-0.39931","-0.82860","","s.d.","s.d.","0.08626"
"251910","Natural magnesite","Carbonato de magnesio natural (magnesita).","Minerales"," V Productos minerales","-0.76762","3516","Creció / Creció","584981.31148","24.70032","0.01012","1.06221","-0.54284","0","0.55822","0.22597","-0.11752","","148","9","0.10212"
"251990","Magnesia","Los demas carbonato de magnesio natural","Minerales"," V Productos minerales","-0.08363","2570","Creció mucho / Creció","12502193.67486","627.76452","0.01225","0.56611","-0.05376","0","0.37716","0.25169","0.12473","","148","9","0.10212"
"252010","Gypsum, anhydride","Yeso natural; anhidrita.","Minerales"," V Productos minerales","-1.59928","4371","Creció / Creció","3051977.92350","61976.38842","3.35347","2.43118","-1.18507","0","","","","","s.d.","s.d.","0.08673"
"252020","Plasters","Yesos calcinados","Minerales"," V Productos minerales","-1.14402","3978","Se mantuvo / Decreció","1969650.18852","47679.17937","3.59634","1.96732","-0.45260","0","","","","","s.d.","s.d.","0.08626"
"252100","Limestone for cement","Castinas; piedras para la fabricacion de cal o de cemento.","Minerales"," V Productos minerales","-0.87787","3669","Creció / Creció","5975385.81148","19.51047","0.00086","0.72841","-0.56558","0","0.30898","0.03457","-0.25546","","s.d.","s.d.","0.08673"
"252210","Quicklime","Cal viva","Minerales"," V Productos minerales","-0.76164","3507","Creció / Creció","-31728933.19126","0.00000","0.00000","1.97129","-0.45622","0","1.21250","0.71172","0.19568","","s.d.","s.d.","0.08626"
"252220","Slaked lime","Cal apagada.","Minerales"," V Productos minerales","-0.47655","3160","Decreció / Decreció","545368.94262","0.00000","0.00000","1.20625","-0.07438","0","0.78184","0.50561","0.20926","","s.d.","s.d.","0.08626"
"252230","Hydraulic lime","Cal hidraulica.","Minerales"," V Productos minerales","-0.88293","3679","Creció / Se mantuvo","290339.93989","0.00000","0.00000","0.79990","-0.57747","0","0.35614","0.06540","-0.24062","","s.d.","s.d.","0.08626"
"252310","Cement clinkers","Cementos sin pulverizar (clinca), aunque esten coloreados.","Minerales"," V Productos minerales","-1.34970","4178","Creció mucho / Creció mucho","24621493.67760","0.00000","0.00000","1.52068","-0.86456","0","0.75659","0.25529","-0.27027","","s.d.","s.d.","0.08626"
"252321","Portland cement, white","Cemento portland blanco, incluso coloreado artificialmente.","Minerales"," V Productos minerales","-0.78885","3548","Creció / Decreció","5884019.01913","0.00000","0.00000","1.86965","-0.31292","0","1.16729","0.70698","0.22287","","s.d.","s.d.","0.08626"
"252329","Portland cement, not white","Los demas cemento portland","Minerales"," V Productos minerales","-1.53973","4325","Decreció mucho / Decreció mucho","29192838.57104","0.16645","0.00000","2.26603","-1.14658","0","1.20293","0.50075","-0.22108","","s.d.","s.d.","0.08626"
"252330","Aluminous cement","Cementos aluminosos o fundidos, aunque esten coloreados.","Minerales"," V Productos minerales","-0.01496","2479","Decreció / Decreció","2511462.00820","0.00000","0.00000","0.27729","-0.24314","0","0.14398","0.05130","-0.02996","","s.d.","s.d.","0.08626"
"252390","Hydraulic cements, nes","Los demas cementos hidraulicos, aunque esten coloreados","Minerales"," V Productos minerales","-0.81641","3584","Creció / Decreció","3822888.00820","0.00000","0.00000","0.85399","-0.09817","0","0.49651","0.27017","0.00792","","s.d.","s.d.","0.08626"
"252400","Asbestos","Amianto (asbesto).","Minerales"," V Productos minerales","-0.65359","3388","Decreció / Decreció","2367888.00546","0.00000","0.00000","1.84152","-3.12790","0","0.59813","-0.27204","-1.01850","","148","9","0.10212"
"252510","Mica, nes","Mica en bruto o exfoliada en hojas o en laminillas irregulares.","Minerales"," V Productos minerales","-1.46999","4277","Creció / Se mantuvo","224918.24317","308.27831","0.34473","0.57859","-1.91689","0","-0.12536","-0.60211","-1.05652","","148","9","0.10212"
"252520","Mica powder","Mica en polvo.","Minerales"," V Productos minerales","0.76285","1172","Creció / Creció","1109415.15027","2209.87496","0.49828","-0.89903","0.56402","0","-0.44023","-0.13768","0.17482","","148","9","0.10212"
"252530","Mica waste","Desperdicios de mica.","Minerales"," V Productos minerales","-2.48517","4645","Se mantuvo / Se mantuvo","119564.55738","0.00000","0.00000","-0.72529","-3.09319","0","-1.37486","-1.81804","-2.23082","","148","9","0.10212"
"252610","Natural steatite, not crushed","Esteatita natural; talco, sin triturar ni pulverizar.","Minerales"," V Productos minerales","-0.42127","3094","Decreció / Decreció","788906.02732","3.73691","0.00132","-0.53298","-0.51954","0","-0.51912","-0.51152","-0.49901","","148","9","0.10212"
"252620","Natural steatite, crushed","Esteatita natural; talco, triturados o pulverizados.","Minerales"," V Productos minerales","0.11378","2286","Creció / Creció","5881618.23770","6182.23340","0.28249","-0.39528","1.10274","0","-0.04477","0.20539","0.40610","","148","9","0.10212"
"252890","Natural borates, nes","Los demas boratos naturales y sus concentrados","Minerales"," V Productos minerales","-0.81458","3580","Creció / Se mantuvo","-12253960.06557","695678.18750","72.75456","2.98039","-2.38094","0","","","","","s.d.","s.d.","0.10349"
"252910","Feldspar","Feldespato.","Minerales"," V Productos minerales","-0.60716","3330","Creció / Creció","2244656.68579","22763.47298","1.92957","0.78509","-0.38734","0","","","","","148","9","0.10212"
"252921","Fluorspar, < 97% calcium flouride","Espato fluor, con contenido fluoruro de calcio, en peso, inf. o igual","Minerales"," V Productos minerales","-1.46101","4266","Creció / Creció","1767481.75683","5501.52197","0.77079","0.45207","-1.29751","1","-0.08915","-0.44724","-0.81351","Recuperación de posiciones, Trayectoria productiva","s.d.","s.d.","0.10349"
"252922","Fluorspar, > 97% calcium flouride","Espato fluor, con contenido fluoruro calcio, en peso, superior al 97%.","Minerales"," V Productos minerales","-0.69386","3433","Creció / Creció","3045288.47268","2452.45012","0.22786","-0.32302","-0.46179","0","-0.38786","-0.42721","-0.47817","","s.d.","s.d.","0.10349"
"252930","Leucite, nepheline, and nepheline syenite","Leucita; nefelina y nefelina sienita.","Minerales"," V Productos minerales","0.77164","1159","Creció / Se mantuvo","1202439.43169","158.95892","0.03624","0.83097","-3.03399","0","0.05204","-0.53067","-0.92309","","148","9","0.10212"
"253010","Vermiculite, perlite, chlorites, unexpanded","Vermiculita, perlita y cloritas, sin dilatar.","Minerales"," V Productos minerales","-1.10742","3946","Creció / Se mantuvo","1107697.64208","13413.00749","2.35534","1.71787","-0.97892","0","","","","","148","9","0.10212"
"253020","Natural magnesium sulphates","Kieserita epsomita (sulfatos de magnesio naturales).","Minerales"," V Productos minerales","0.80401","1106","Decreció / Decreció","1127721.30055","0.00000","0.00000","-1.77308","-1.83003","0","-1.52676","-1.40645","-1.15443","","s.d.","s.d.","0.10349"
"253090","Minerals, nes","Las demas materias minerales, no expresadas ni comprendidas en otras p","Minerales"," V Productos minerales","-1.44526","4254","Creció mucho / Creció mucho","9789212.87432","12147.23721","0.22727","2.20213","-1.39057","0","1.11885","0.39757","-0.32643","","s.d.","s.d.","0.10349"
"260111","Iron ore, unagglomerated","Minerales de hierro y sus concentrados sin aglomerar","Minerales"," V Productos minerales","-1.66038","4397","Creció mucho / Creció mucho","625139209.79508","1235164.45738","0.56675","4.56056","-2.53302","1","2.51975","1.14467","-0.18678","Oportunidades cercanas, Objetivos factibles, Recuperación de posiciones","s.d.","s.d.","0.09094"
"260112","Iron ore, agglomerated","Minerales de hierro y sus concentrados aglomerados","Minerales"," V Productos minerales","-0.79077","3550","Creció mucho / Creció mucho","116055947.29508","0.00000","0.00000","1.80344","-1.65738","0","0.85185","0.20302","-0.40248","","s.d.","s.d.","0.09094"
"260120","Roasted iron pyrites","Piritas de hierro tostadas ( cenizas de piritas ).","Minerales"," V Productos minerales","-1.49685","4294","Decreció / Decreció","120444.77869","0.00000","0.00000","2.38244","-2.52761","0","1.01250","0.08203","-0.79691","","s.d.","s.d.","0.14976"
"260200","Manganese ores","Minerales de manganeso y sus concentrados, incluidos los minerales de","Minerales"," V Productos minerales","-2.16387","4596","Creció mucho / Creció mucho","48724503.57377","0.00000","0.00000","4.05601","-2.62625","0","2.09757","0.78424","-0.50598","Oportunidades cercanas","s.d.","s.d.","0.08678"
"260300","Copper ores","Minerales de cobre y sus concentrados.","Minerales"," V Productos minerales","-1.62246","4380","Creció mucho / Creció mucho","165945329.72951","0.00000","0.00000","3.55686","-1.55318","0","2.01692","0.99145","-0.03749","Oportunidades cercanas, Objetivos factibles","s.d.","s.d.","0.08678"
"260400","Nickel ores","Minerales de niquel y sus concentrados.","Minerales"," V Productos minerales","-1.42229","4235","Decreció mucho / Decreció mucho","21909650.62022","0.00000","0.00000","1.56566","-2.22029","0","0.50967","-0.20762","-0.88501","","s.d.","s.d.","0.08678"
"260500","Cobalt ores","Minerales de cobalto y sus concentrados.","Minerales"," V Productos minerales","-0.88220","3677","Decreció / Decreció","280258.57923","0.00000","0.00000","0.31758","-1.71244","0","-0.20840","-0.57289","-0.89588","","s.d.","s.d.","0.08678"
"260600","Aluminium ores","Minerales de aluminio y sus concentrados.","Minerales"," V Productos minerales","-1.92614","4520","Creció mucho / Creció mucho","27856776.38251","0.00000","0.00000","1.99657","-2.75153","0","0.65468","-0.25367","-1.12075","","s.d.","s.d.","0.08678"
"260700","Lead ores","Minerales de plomo y sus concentrados.","Minerales"," V Productos minerales","-1.57912","4353","Decreció mucho / Decreció mucho","-38290073.13934","34.33775","0.00026","3.23349","-1.29167","0","1.84720","0.92779","-0.00598","Oportunidades cercanas","s.d.","s.d.","0.08678"
"260800","Zinc ores","Minerales de cinc y sus concentrados.","Minerales"," V Productos minerales","-1.35657","4189","Creció mucho / Creció mucho","39980971.13388","15.10182","0.00006","2.49230","-1.16072","0","1.37681","0.63641","-0.11378","","s.d.","s.d.","0.08678"
"260900","Tin ores","Minerales de estano y sus concentrados.","Minerales"," V Productos minerales","-2.22450","4611","Creció / Creció","2497157.53552","0.00000","0.00000","2.44482","-2.37935","0","1.01306","0.05596","-0.89339","","s.d.","s.d.","0.08678"
"261000","Chromium ores","Minerales de cromo y sus concentrados.","Minerales"," V Productos minerales","-2.74653","4658","Creció mucho / Creció mucho","23466961.47268","0.00000","0.00000","2.64205","-2.56484","0","1.06182","0.01135","-1.04819","","s.d.","s.d.","0.08678"
"261100","Tungsten ores","Minerales de volframio (tungsteno) y sus concentrados.","Minerales"," V Productos minerales","-1.62532","4381","Decreció / Decreció","348565.59836","0.00000","0.00000","1.64061","-1.48067","0","0.68976","0.05827","-0.58045","","s.d.","s.d.","0.08678"
"261210","Uranium ores","Minerales de uranio y sus concentrados","Minerales"," V Productos minerales","-0.41284","3082","Decreció / Decreció","1880048.36612","0.00000","0.00000","1.93255","-3.16414","0","0.67867","-0.20310","-0.94731","","157","8","0.11237"
"261220","Thorium ores","Minerales de torio y sus concentrados.","Minerales"," V Productos minerales","-1.73991","4446","Creció / Creció","173698.06011","0.00000","0.00000","0.63398","-2.28071","0","-0.18635","-0.74225","-1.27111","","157","8","0.11237"
"261310","Molybdenum, roasted","Minerales de molibdeno y sus concentrados, tostados","Minerales"," V Productos minerales","0.23939","2054","Creció mucho / Creció mucho","16709336.31421","0.00000","0.00000","0.79376","-1.45035","0","0.28950","-0.07483","-0.35468","","s.d.","s.d.","0.08678"
"261390","Molybdenum, unroasted","Los demas minerales de molibdeno y sus concentrados","Minerales"," V Productos minerales","-0.61445","3344","Creció mucho / Creció","5351092.95628","4.67245","0.00011","3.95254","-2.06998","0","2.29134","1.15961","0.10066","Oportunidades cercanas, Objetivos factibles","s.d.","s.d.","0.08678"
"261400","Titanium ores","Minerales de titanio y sus concentrados.","Minerales"," V Productos minerales","-1.69702","4422","Creció mucho / Creció","14618291.38798","0.00529","0.00000","1.53817","-1.47935","0","0.61115","-0.00324","-0.62851","","s.d.","s.d.","0.08678"
"261510","Zirconium ores","Minerales de circonio y sus concentrados.","Minerales"," V Productos minerales","-2.06766","4571","Creció mucho / Creció","8217406.14481","0.00000","0.00000","1.71843","-2.06391","0","0.58335","-0.17331","-0.93015","","s.d.","s.d.","0.08678"
"261590","Niobium, tantalum, vanadium ores","Los demas minerales de niobio, de tantalo o tantalio, de vanadio y sus","Minerales"," V Productos minerales","-1.73166","4439","Creció / Creció","1574412.76776","0.00000","0.00000","1.69676","-1.66750","0","0.68107","0.00501","-0.67426","","s.d.","s.d.","0.08678"
"261610","Silver ores","Minerales de plata y sus concentrados.","Minerales"," V Productos minerales","-1.27932","4109","Creció mucho / Creció","-139460582.88251","0.00000","0.00000","3.19938","-2.03029","0","1.70557","0.69719","-0.27365","","s.d.","s.d.","0.08678"
"261690","Precious metal ores, not silver","Los demas minerales de los metales","Minerales"," V Productos minerales","-1.26403","4094","Creció mucho / Creció mucho","21699078.22951","0.00000","0.00000","2.45781","-1.34201","0","1.32566","0.56960","-0.18257","","s.d.","s.d.","0.08678"
"261710","Antimony ores","Minerales de antimonio y sus concentrados.","Minerales"," V Productos minerales","-2.24393","4616","Creció / Se mantuvo","1491919.53279","0.00000","0.00000","2.93922","-2.67810","0","1.29744","0.19568","-0.88436","","s.d.","s.d.","0.08678"
"261790","Ores and concentrates, nes","Los demas minerales y sus concentrados","Minerales"," V Productos minerales","-2.15744","4593","Decreció / Decreció","1160780.38251","0.00000","0.00000","3.50020","-2.33376","0","1.76764","0.60967","-0.53949","","s.d.","s.d.","0.08678"
"261800","Granulated slag from iron or steel","Escorias granuladas (arena de escorias) de la siderurgia.","Minerales"," V Productos minerales","-0.20265","2776","Creció mucho / Creció","4659364.46995","0.00017","0.00000","0.36420","0.34679","0","0.30404","0.27308","0.21466","","s.d.","s.d.","0.07857"
"261900","Waste of iron or steel industry","Escorias (excepto las granuladas) batiduras y demas desperdicios de la","Minerales"," V Productos minerales","-0.97708","3790","Decreció / Decreció","2472205.69399","0.00000","0.00000","0.96933","-0.25472","0","0.52988","0.24895","-0.06809","","s.d.","s.d.","0.07857"
"262011","Residues containing hard zinc spelter","Matas de galvanizacion que contengan principalmente cinc.","Minerales"," V Productos minerales","-0.19432","2762","Creció / Creció","1429705.92623","0.00000","0.00000","0.74855","0.59869","0","0.62429","0.55467","0.44539","","s.d.","s.d.","0.09388"
"262019","Residues containing zinc, not spelter","Las demas cenizas y residuos,que contengan cinc.","Minerales"," V Productos minerales","-1.05860","3890","Creció mucho / Creció","2115406.20765","0.38021","0.00003","0.78182","-0.05655","0","0.43010","0.21232","-0.05555","","s.d.","s.d.","0.09388"
"262020","Residues containing lead","Cenizas y residuos(excepto de siderurgia)que contengan principalmente","Minerales"," V Productos minerales","-0.67955","3417","Decreció / Decreció","1564407.63934","0.00000","0.00000","0.42395","-0.65904","0","0.09700","-0.12062","-0.33927","","s.d.","s.d.","0.09388"
"262030","Residues containing copper","Cenizas y residuos (excepto de siderurgia) que contengan principalment","Minerales"," V Productos minerales","-0.71852","3465","Decreció / Decreció","3329190.34973","0.00000","0.00000","1.16626","-0.37378","0","0.66977","0.34453","0.00205","","s.d.","s.d.","0.09388"
"262040","Residues containing aluminium","Cenizas y residuos (excepto de siderurgia) que contengan principamente","Minerales"," V Productos minerales","0.25525","2021","Creció / Creció","1542398.55464","0.00000","0.00000","0.69362","0.37772","0","0.58660","0.51730","0.44187","","s.d.","s.d.","0.09388"
"262090","Residues containing metals, nes","Las demas cenizas y residuos (excepto de siderurgia) que contengan met","Minerales"," V Productos minerales","-0.61260","3342","Creció mucho / Creció mucho","30075037.59563","11843.43229","0.08164","1.57487","-0.14170","0","1.01281","0.64595","0.25554","","s.d.","s.d.","0.09388"
"262100","Slag and ash, nes","Las demas escorias y cenizas, incluidas las cenizas de algas.","Minerales"," V Productos minerales","-0.17460","2724","Creció / Creció","2392652.10656","0.00000","0.00000","0.43731","0.28711","0","0.34608","0.29295","0.21674","","148","9","0.10212"
"270111","Anthracite","Antracitas, incluso pulverizadas, sin aglomerar.","Minerales"," V Productos minerales","-1.21364","4044","Creció mucho / Creció mucho","31259646.57104","0.00000","0.00000","1.36771","-1.84030","0","0.46797","-0.14230","-0.72123","","674","10","0.11120"
"270112","Bituminous coal","Hulla bituminosa, incluso pulverizadas, sin aglomerar","Minerales"," V Productos minerales","-1.01499","3840","Creció mucho / Creció mucho","670360376.83060","0.00000","0.00000","1.38241","-1.87107","0","0.49197","-0.11592","-0.68101","","674","10","0.11120"
"270119","Coal except anthracite or bituminous","Las demas hullas, incluso pulverizadas, sin aglomerar.","Minerales"," V Productos minerales","-1.77923","4463","Creció mucho / Creció mucho","194694386.96995","0.00000","0.00000","1.86298","-2.43590","0","0.63898","-0.18796","-0.98207","","674","10","0.11120"
"270120","Coal briquettes, solid fuels","Briquetas, ovoides y combustibles solidos similares obtenidos de la hu","Minerales"," V Productos minerales","0.38352","1809","Creció / Se mantuvo","1437795.30055","0.00000","0.00000","-0.51598","-1.00689","0","-0.52421","-0.55287","-0.51201","","674","10","0.11120"
"270210","Lignite, not agglomerated","Lignitos, incluso pulverizados, pero sin aglomerar.","Minerales"," V Productos minerales","-1.20225","4029","Creció mucho / Creció mucho","32892041.16120","0.00000","0.00000","0.05611","-2.20575","0","-0.52210","-0.92430","-1.27632","","674","10","0.11120"
"270220","Lignite, agglomerated","Lignitos aglomerados.","Minerales"," V Productos minerales","-0.20158","2774","Decreció / Decreció","727892.27869","0.00000","0.00000","-0.39793","-0.95519","0","-0.48975","-0.56352","-0.59961","","674","10","0.11120"
