"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_rio_negro","vcr_rio_negro","compatibilidad_con_rio_negro","valor_estrategico_para_rio_negro","indice_recuperacion_de_posiciones_rio_negro","indice_oportunidades_cercanas_rio_negro","indice_objetivos_factibles_rio_negro","indice_apuestas_ambiciosas_rio_negro","top_20_criterios_rio_negro","empleo","empresas","tasa_fem"
"10111","Horses, pure-bred","Caballos reproductores de raza pura.","Agricultura"," I Animales vivos; productos animales","-0.13143","2648","Creció / Se mantuvo","4238686.86612","15577.98438","0.37334","1.43914","-0.59108","0","0.87604","0.49298","0.13290","","1105","350","0.10050"
"630419","Bedspreads, textile material, not knit","Las demas colchas","Textiles"," XI Textiles y artículos textiles","-1.73623","4442","Creció mucho / Creció","8368400.95902","0.06611","0.00000","-0.15639","-0.80713","0","-0.44452","-0.62113","-0.84418","","s.d.","s.d.","0.22611"
"630491","Furnishing articles, textile material, knit/crochet","Los demas articulos de moblaje, de punto.","Textiles"," XI Textiles y artículos textiles","-1.49409","4293","Decreció / Decreció","8149505.66393","0.00000","0.00000","0.38181","-0.48924","0","0.02001","-0.20445","-0.47914","","s.d.","s.d.","0.22611"
"630492","Furnishing articles, of cotton, not knit","Los demas articulos de moblaje, de algodon excepto los de punto","Textiles"," XI Textiles y artículos textiles","-1.16244","3996","Creció / Creció","7112865.30601","0.00000","0.00000","0.03717","-0.29826","0","-0.14988","-0.26017","-0.41367","","s.d.","s.d.","0.22611"
"630493","Furnishing articles, synth fibre, not knit","Otros articulos de moblaje, de fibras sintéticas, excepto los de punto","Textiles"," XI Textiles y artículos textiles","-1.20784","4036","Creció / Decreció","6186373.88525","0.01093","0.00000","0.58271","-0.39893","0","0.20732","-0.02945","-0.30667","","s.d.","s.d.","0.22611"
"630499","Furnishing goods, material nes, not knit","Los demas articulos de moblaje, de las demas materias textiles, except","Textiles"," XI Textiles y artículos textiles","-0.67520","3412","Decreció / Decreció","3044887.13388","0.00000","0.00000","0.67582","0.50470","0","0.50649","0.41327","0.26106","","s.d.","s.d.","0.22611"
"630510","Sacks & bags, packing, of jute/bast fibres","Sacos y talegas, para envasr, de yute u otras fibras textiles del libe","Textiles"," XI Textiles y artículos textiles","-2.24315","4615","Decreció / Decreció","1882027.43169","0.00000","0.00000","0.77732","-1.52375","0","0.01506","-0.48112","-1.01328","","s.d.","s.d.","0.22611"
"630520","Sacks & bags, packing, of cotton","Sacos y talegas, para envasar, de algodon.","Textiles"," XI Textiles y artículos textiles","-1.68916","4416","Creció / Creció","1173814.07923","0.00000","0.00000","0.37470","-0.03011","0","0.08735","-0.07656","-0.32343","","s.d.","s.d.","0.22611"
"630531","Sacks & bags, packing, polyethylene, polypropylene","Sacos y talegas, para envasar, de polietileno o polipropileno.","Textiles"," XI Textiles y artículos textiles","-2.06857","4572","Creció mucho / Creció mucho","26019645.29235","46671.50347","0.44667","1.72491","-1.08328","1","0.78392","0.17302","-0.48714","Recuperación de posiciones","s.d.","s.d.","0.22611"
"630539","Sacks & bags, packing, other manmade yarn","Los demas sacos y talegas, para envasar, de materias textiles sintetic","Textiles"," XI Textiles y artículos textiles","-1.36310","4195","Decreció mucho / Decreció mucho","2600884.50000","0.00000","0.00000","1.57446","-0.40359","0","0.88509","0.44151","-0.05005","","s.d.","s.d.","0.22611"
"630590","Sacks & bags, packing, of materials nes","Sacos y talegas, para envasar, de las demas materias textiles.","Textiles"," XI Textiles y artículos textiles","-1.59860","4370","Creció / Se mantuvo","835752.99454","208.33333","0.04948","1.65342","-0.78511","0","0.84051","0.31213","-0.25692","","s.d.","s.d.","0.22611"
"630612","Tarpaulins, awnings, of synthetic fibre","Toldos de cualquier clase, de fibras sinteticas","Textiles"," XI Textiles y artículos textiles","-0.45296","3130","Creció mucho / Creció","7112587.14208","7.71709","0.00028","-0.40327","0.56353","0","-0.21488","-0.07234","0.01937","","s.d.","s.d.","0.22611"
"630619","Tarpaulins, awnings, of material nes","Toldos de cualquier clase, de las demas materias textiles.","Textiles"," XI Textiles y artículos textiles","-1.37358","4206","Creció / Creció","1712693.76503","0.00000","0.00000","0.76951","-0.46164","0","0.30897","0.01714","-0.32028","","s.d.","s.d.","0.22611"
"630622","Tents, synthetic fibre","Tiendas, de fibras sinteticas.","Textiles"," XI Textiles y artículos textiles","-1.18759","4014","Creció / Creció","11264083.96721","0.06886","0.00000","-0.41056","-0.65441","0","-0.53703","-0.61246","-0.71455","","s.d.","s.d.","0.22611"
"630629","Tents, textile material","Tiendas, de las demas materias textiles","Textiles"," XI Textiles y artículos textiles","-1.44672","4257","Decreció / Decreció","1738492.62022","0.00000","0.00000","0.56785","-0.51799","0","0.14923","-0.11438","-0.42442","","s.d.","s.d.","0.22611"
"630631","Sails, synthetic fibre","Velas, de fibras sinteticas.","Textiles"," XI Textiles y artículos textiles","-0.00243","2459","Creció / Creció","1080879.64481","0.00000","0.00000","0.50064","0.96059","0","0.54232","0.58616","0.58185","","s.d.","s.d.","0.22611"
"630649","Pneumatic mattresses, textile material","Colchones neumaticos, de las demas materias textiles.","Textiles"," XI Textiles y artículos textiles","-0.61977","3350","Creció / Creció","1446424.07923","0.00000","0.00000","0.16690","-0.59483","0","-0.06411","-0.21770","-0.37254","","s.d.","s.d.","0.22611"
"630691","Camping goods nes, of cotton","Los demas articulos de acampar, de algodon.","Textiles"," XI Textiles y artículos textiles","0.83565","1051","Se mantuvo / Se mantuvo","94.77049","0.00000","0.00000","-0.73870","-2.17184","0","-0.86789","-1.00414","-0.99002","","s.d.","s.d.","0.22611"
"630699","Camping goods nes, textile material","Los demas articulos de acampar, de las demas materias textiles.","Textiles"," XI Textiles y artículos textiles","-0.72593","3472","Creció / Creció","2854847.60929","0.00216","0.00000","0.61187","0.10360","0","0.37644","0.23331","0.04870","","s.d.","s.d.","0.22611"
"630710","Dish cloths, dusters, textile material","Bayetas, franelas y articulos similares para limpieza.","Textiles"," XI Textiles y artículos textiles","-1.14817","3985","Creció mucho / Creció","11173384.44262","87.16507","0.00162","-1.15627","-0.61648","0","-1.04750","-0.96613","-0.91134","","s.d.","s.d.","0.22611"
"630720","Life jackets, textile material","Cinturones y chalecos salvavidas.","Textiles"," XI Textiles y artículos textiles","-0.42465","3098","Creció / Creció","2799810.00820","2.89249","0.00024","0.14529","0.21251","0","0.10174","0.08333","0.03305","","s.d.","s.d.","0.22611"
"630790","Made up articles, textile","Los demas, articulos cobfeccionados","Textiles"," XI Textiles y artículos textiles","-1.25872","4088","Creció mucho / Creció mucho","61606033.65847","136.41899","0.00046","0.77421","-0.28110","0","0.35986","0.09991","-0.20891","","s.d.","s.d.","0.22611"
"630800","Set, woven fabric & yarn for rugs/tapestry","Conjuntos o surtidos constituidos por piezas de tejido e hilados, incl","Textiles"," XI Textiles y artículos textiles","-0.40655","3073","Decreció / Decreció","541375.09016","0.00000","0.00000","0.52279","0.64834","0","0.45497","0.42733","0.34695","","s.d.","s.d.","0.22611"
"630900","Worn clothing","Articulos de prenderia.","Textiles"," XI Textiles y artículos textiles","-0.50626","3204","Creció / Decreció","24523648.34973","0.42137","0.00000","0.58529","0.28756","0","0.41659","0.31735","0.17842","","60","12","0.54374"
"631010","Rags, textile material, sorted","Trapos, cordeles, cuerdas y cordajes, de materias textiles en desperdi","Textiles"," XI Textiles y artículos textiles","-1.44186","4253","Decreció / Decreció","2065893.33880","0.00000","0.00000","0.80302","-0.35018","0","0.34789","0.06267","-0.27714","","s.d.","s.d.","0.27552"
"631090","Rags, textile material, not sorted","Los demas trapos, cordeles, cuerdas y cordajes, de materias textiles e","Textiles"," XI Textiles y artículos textiles","-1.14271","3977","Decreció / Decreció","1560894.12022","0.00000","0.00000","1.14113","-0.37252","0","0.61002","0.26878","-0.11097","","s.d.","s.d.","0.27552"
"640110","Waterproof footwear, metal toe cap","Calzado, con puntera de metal","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.41693","3085","Decreció / Decreció","1188595.96448","0.00000","0.00000","0.64525","0.51728","0","0.51344","0.44113","0.32212","","s.d.","s.d.","0.26100"
"640192","Waterproof footwear, over ankle","Los demas calzados que cubran el tobillo sin cubrir la rodilla","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.01170","3838","Decreció / Decreció","5641613.70765","0.00000","0.00000","0.72770","-0.10976","0","0.38627","0.17368","-0.08401","","s.d.","s.d.","0.26100"
"640199","Waterproof footwear, nes","Los demas calzados impermeables, suela y parte superior de caucho o p","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.98390","3801","Decreció / Decreció","1738102.88798","0.00000","0.00000","0.87766","0.26431","0","0.56883","0.38375","0.13626","","s.d.","s.d.","0.26100"
"640211","Ski-boots, sole/upper of rubber/plastic","Ski-boots, suela/superior de caucho/plástico","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.00367","2461","Creció / Creció","7169970.55191","0.00000","0.00000","-0.90582","-0.00193","0","-0.63483","-0.45414","-0.27353","","s.d.","s.d.","0.26100"
"640219","Sports footwear, sole/upper of rubber/plastic","Los demas calzados,de deportes con suela y parte superior (corte) de c","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.83676","3615","Creció / Decreció","14242817.19399","13.57889","0.00023","-0.74460","0.25921","0","-0.55305","-0.40709","-0.31592","","s.d.","s.d.","0.26100"
"640220","Footwear, of rubber/plastic, plugs fix straps","Calzado con la parte superior de tiras o bridas fijas a la suela por t","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-2.11082","4582","Decreció mucho / Decreció mucho","15224045.05464","0.00000","0.00000","-0.29849","-1.94250","0","-0.80852","-1.14574","-1.49138","","s.d.","s.d.","0.26100"
"640230","Footwear, sole/upper rubber/plastic, metal toe cap","Los demas calzados con puntera de metal","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","0.67721","1316","Decreció / Se mantuvo","106.85792","0.00000","0.00000","-0.30585","-2.14190","0","-0.57475","-0.80101","-0.88631","","s.d.","s.d.","0.26100"
"640291","Boots, sole/upper of rubber/plastic, over ankle","Los demas calzados, que cubran el tobillo","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.04356","3873","Decreció mucho / Decreció mucho","28694044.74863","71.26511","0.00060","0.14985","0.09186","0","0.01891","-0.04946","-0.17460","","s.d.","s.d.","0.26100"
"640299","Footwear, sole/upper of rubber/plastic, nes","Los demas calzados con suela y parte superior de caucho o plastico, ex","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-2.19962","4606","Decreció mucho / Decreció mucho","146484472.72951","10.64745","0.00002","-0.79167","-1.64432","0","-1.10300","-1.30129","-1.52735","","s.d.","s.d.","0.26100"
"640311","Ski footwear, with uppers of leather","Calzado de esquí, con superpuestas de cuero","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.34644","2979","Decreció / Decreció","234275.40984","0.00000","0.00000","-0.33088","0.54321","0","-0.15762","-0.02728","0.05857","","s.d.","s.d.","0.26100"
"640319","Sports footwear, uppers of leather","Los demas calzados de deporte con suela de caucho, plastico y parte su","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.76530","3512","Creció / Decreció","14409006.85246","0.00000","0.00000","0.25829","0.58788","0","0.22185","0.22011","0.15071","","s.d.","s.d.","0.26100"
"640320","Footwear, leather, strap instep& big toe","Calzado con suela de cuero natural y parte superior de tiras de cuero","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.44968","4261","Decreció / Decreció","3556456.63934","0.00000","0.00000","0.27117","-0.79219","0","-0.11359","-0.35913","-0.63755","","s.d.","s.d.","0.26100"
"640340","Footwear, uppers of leather, metal toe-cap","Los demas calzados con puntera de metal","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.08760","3927","Creció / Decreció","17896532.97541","2.86137","0.00004","-0.18923","-0.01280","0","-0.24378","-0.26223","-0.33443","","s.d.","s.d.","0.26100"
"640351","Footwear, soles/uppers of leather, over ankle","Los demas calzados con suela de cuero natural que cubran el tobillo","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.45815","3134","Decreció / Decreció","14679791.31421","0.00000","0.00000","0.45438","0.35663","0","0.34358","0.28329","0.18226","","s.d.","s.d.","0.26100"
"640359","Footwear, soles/uppers of leather, nes","Los demas calzados","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.66271","3400","Decreció mucho / Decreció mucho","28641834.80874","21.73252","0.00019","-0.21216","-0.03648","0","-0.22208","-0.21825","-0.24574","","s.d.","s.d.","0.26100"
"640391","Boots, upper of leather, nes","Los demas calzados que cubran el tobillo","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.97970","3792","Decreció mucho / Decreció mucho","78587000.00000","0.00000","0.00000","0.53034","0.40495","0","0.35426","0.25995","0.09640","","s.d.","s.d.","0.26100"
"640399","Footwear, uppers of leather, nes","Los demas calzados con suela de caucho, de plastico o de cuero natural","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.24367","4073","Creció / Decreció mucho","144463836.86339","25.46552","0.00004","0.36201","0.03958","0","0.13696","0.00831","-0.18451","","s.d.","s.d.","0.26100"
"640411","Sports footwear, upper textile","Calzado con suela de caucho o de plastico: calzado de deporte; calzado","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.73921","3480","Creció mucho / Creció mucho","88985631.88798","1.57051","0.00000","-0.77176","0.17236","0","-0.57968","-0.43644","-0.33877","","s.d.","s.d.","0.26100"
"640419","Footwear, uppers of textile","Los demas calzados con suela de caucho o plastico","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.96154","3773","Creció mucho / Creció mucho","144584242.98634","6.53678","0.00001","-0.37897","-0.16752","0","-0.39493","-0.39235","-0.42946","","s.d.","s.d.","0.26100"
"640420","Footwear, sole leather, uppers textile","Calzado con suela cuero natural o regenerado","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.87645","3666","Creció mucho / Creció","5334496.22131","0.00000","0.00000","0.52895","-0.15405","0","0.25181","0.07909","-0.12975","","s.d.","s.d.","0.26100"
"640510","Footwear, nes, uppers leather","Los demas calzados con la parte superior (el corte) de cuero natural,","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.89500","3697","Decreció mucho / Decreció mucho","5313686.27049","0.00000","0.00000","0.82625","0.25200","0","0.53927","0.36707","0.13753","","s.d.","s.d.","0.26100"
"640520","Footwear, nes, upper textile material","Los demas calzados con la parte superior de materias textiles.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.07031","3905","Creció / Decreció","7561457.38525","0.00000","0.00000","0.29521","0.13619","0","0.12686","0.03473","-0.11773","","s.d.","s.d.","0.26100"
"640590","Footwear, nes","Los demas calzados.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.13004","3964","Creció / Decreció","10792221.50273","0.00000","0.00000","1.15953","0.10484","0","0.71963","0.44695","0.11253","","s.d.","s.d.","0.26100"
"640610","Footwear uppers","Cortes aparados y sus partes, con exclusion de los contrafuertes y pun","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.17330","4004","Decreció / Decreció","22024132.28415","0.00000","0.00000","0.57277","-0.30900","0","0.22181","0.00224","-0.26054","","s.d.","s.d.","0.26100"
"640620","Soles/heels for footwear, of rubber/plastic","Suelas y tacones, de caucho o de plastico","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.97436","3787","Creció / Decreció","12443729.09563","0.00000","0.00000","-0.08847","-0.01845","0","-0.16306","-0.19685","-0.27844","","s.d.","s.d.","0.26100"
"640699","Parts of footwear, leggings","Los demas partes de calzado, de otras materias","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.33179","2960","Creció mucho / Creció mucho","20175342.98634","0.00000","0.00000","0.42393","0.71686","0","0.40695","0.41310","0.36682","","s.d.","s.d.","0.26100"
"650100","Hat-forms, of felt, unshaped","Cascos sin forma ni acabado, platos (discos) y bandas (cilindros), aun","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.25872","4089","Decreció / Decreció","311394.87978","0.00000","0.00000","-0.62927","-0.85676","0","-0.73771","-0.80331","-0.88900","","60","12","0.54374"
"650200","Hat-forms, strip material, unshaped","Cascos para sombreros, trenzados o fabricados por union de bandas de c","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.99987","3819","Decreció / Se mantuvo","178587.97814","0.00000","0.00000","-0.67302","-0.66681","0","-0.70446","-0.71987","-0.75194","","60","12","0.54374"
"650400","Hats, plaited or strip material","Sombreros y demas tocados, trenzados o fabricados por union de bandas","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.96473","4537","Creció / Creció","2534314.55191","1.69922","0.00016","0.12266","-1.26281","0","-0.36318","-0.67536","-1.02265","","60","12","0.54374"
"650510","Hair-nets","Redecillas y redes para el cabello","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.41277","3081","Se mantuvo / Se mantuvo","262.42896","0.00000","0.00000","0.29786","-1.70474","0","-0.17373","-0.50965","-0.78097","","60","12","0.54374"
"650590","Hats, knit/crochet","Los demas sombreros y tocados, de punto, encaje, fieltro o de otros pr","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.50639","4301","Creció mucho / Creció","32440174.98634","1.59037","0.00001","-0.47661","-0.60005","0","-0.60427","-0.67428","-0.78960","","60","12","0.54374"
"650610","Safety headgear","Cascos de seguridad","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","0.63986","1381","Creció mucho / Creció","16093432.70765","21.05516","0.00029","-0.43907","1.64772","0","0.08618","0.45315","0.76972","","161","9","0.12832"
"650691","Headgear nes, of rubber/plastic","Los demas sombreros y tocados, de caucho o de plastico.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.38468","3039","Decreció / Decreció","1077056.24044","0.15675","0.00004","-0.71136","-0.44465","0","-0.62535","-0.56901","-0.50967","","161","9","0.12832"
"650699","Headgear nes, other material","Los demas sombreros y tocados, de las demas materias.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.55084","4334","Creció / Creció","2809467.59836","0.41405","0.00003","-0.15585","-0.67442","0","-0.39906","-0.54660","-0.73795","","60","12","0.54374"
"650700","Parts for hats & headgear","Desudadores, forros, fundas, armaduras, viseras y barboquejos, para so","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.83291","3609","Decreció / Decreció","1579348.80874","0.02445","0.00000","-0.35805","0.14858","0","-0.30421","-0.25196","-0.24878","","60","12","0.54374"
"660110","Garden umbrellas","Quitasoles-toldo y articulos similares.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.58360","3291","Creció / Creció","6442407.24863","0.00000","0.00000","-0.90214","-1.08510","0","-0.90688","-0.91839","-0.90483","","21","4","0.15411"
"660191","Umbrellas, with telescopic shaft","Los demas paraguas, sombrillas y quitasoles, con astil o mango telesco","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.95591","3764","Decreció / Decreció","6350770.12295","0.72342","0.00003","-1.41637","-1.93824","0","-1.47470","-1.52996","-1.53610","","21","4","0.15411"
"660199","Umbrellas nes","Los demas paraguas, sombrillas y quitasoles","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.30482","4137","Decreció mucho / Decreció mucho","6685482.61202","0.00229","0.00000","-1.54578","-2.36962","0","-1.68645","-1.79798","-1.85627","","21","4","0.15411"
"660200","Walking-sticks, whips","Bastones, bastones-asiento, latigos, fustas y articulos similares.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","0.12524","2270","Creció / Se mantuvo","1257552.62295","0.00000","0.00000","-0.96382","0.75333","0","-0.51148","-0.19946","0.08116","","21","4","0.15411"
"660320","Umbrella frames","Monturas ensambladas, incluso con el astil o mango, para paraguas, som","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.35205","2985","Creció / Creció","939707.68579","0.00000","0.00000","-0.68829","-1.93824","0","-0.90466","-1.07534","-1.16671","","21","4","0.15411"
"660390","Parts for umbrellas, walking sticks","Las demas partes, guarniciones y accesorios de las partidas 6601/6602","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","0.26530","1998","Creció / Creció","1304630.07923","0.00000","0.00000","-0.43684","0.68101","0","-0.14305","0.05973","0.24173","","21","4","0.15411"
"670100","Bird feathers, articles therefrom","Pieles y otras partes de aves con las plumas o el plumon; plumas, part","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-0.62103","3352","Decreció / Decreció","719238.28689","0.00000","0.00000","-0.47530","-0.49335","0","-0.49348","-0.50348","-0.51985","","21","4","0.15411"
"670210","Artificial flowers, fruit, articles, of plastic","Flores, follajes y frutos artificiales, y sus partes de plastico","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","0.22627","2087","Creció mucho / Creció mucho","13993159.48634","0.00000","0.00000","-1.96970","-2.29091","0","-1.81434","-1.75272","-1.56525","","21","4","0.15411"
"670290","Artificial flowers, fruit, articles not plastic","Flores, follajes y frutos, y articulos, de las demas materias.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.42784","4240","Creció mucho / Creció mucho","12229352.66120","0.00000","0.00000","-1.34244","-1.72201","0","-1.42690","-1.48810","-1.53460","","21","4","0.15411"
"670300","Worked human/animal hair/wool, for wig making","Cabello peinado, afinado, blanqueado o preparado de otra forma; lana,p","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.44836","4258","Decreció / Decreció","4000453.75410","0.00000","0.00000","-0.27738","-0.60929","0","-0.46086","-0.56919","-0.71948","","21","4","0.15411"
"670411","Wigs, of synthetic textile materials","Pelucas completas, de materias textiles sinteticas.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.61081","4373","Creció / Decreció","2739267.60109","0.00000","0.00000","-0.65297","-0.78887","0","-0.77593","-0.84421","-0.95358","","21","4","0.15411"
"670419","False beard, eyebrows, of synth textile","Barbas, cejas, pestanas y analogos, de materias textiles sinteticas.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-2.12637","4585","Creció / Creció","5780881.36885","0.44108","0.00002","0.12585","-1.46434","0","-0.41741","-0.76855","-1.15279","","21","4","0.15411"
"670420","Wigs, false beards, eyebrows, of human hair","Pelucas, barbas, cejas, pestanas y analogos; manufacturas, de cabello.","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-1.92757","4521","Decreció mucho / Decreció mucho","7839014.78415","0.00000","0.00000","-0.92381","-1.58569","0","-1.15656","-1.30603","-1.47260","","21","4","0.15411"
"670490","Wigs, false beards, eyebrows, of other material","Pelucas, barbas, cejas, pestanas y analogos; manufacturas, de las dema","Textiles"," XII Calzado, cascos, paraguas, bastones, plumas preparadas, flores artificiales y artículos de cabello humano","-2.25002","4619","Creció mucho / Creció mucho","9890093.48907","0.00840","0.00000","-0.18929","-2.10546","0","-0.77860","-1.16906","-1.56675","","21","4","0.15411"
"680100","Stone setts, curbstones","Adoquines, encintados y losas para pavimentos, de piedra natural (exce","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-1.44891","4259","Creció / Se mantuvo","5686632.74590","0.00000","0.00000","1.48511","-0.56956","0","0.78077","0.32587","-0.17300","","19","4","0.10498"
"680210","Stone mosaic tiles","Losetas, cubos, dados y articulos similares, de cualquier forma en los","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-1.03722","3863","Decreció / Decreció","1728829.03825","0.00000","0.00000","1.07580","0.43695","0","0.73673","0.53525","0.26006","","19","4","0.10498"
"680221","Cut slabs of marble, travertine","Marmol, travertinos y alabastro.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-1.29014","4120","Decreció mucho / Decreció","9247958.79235","0.00000","0.00000","1.50597","-0.39595","0","0.84598","0.42088","-0.04892","","19","4","0.10498"
"680222","Cut slabs of calcareous stone","Las demas piedras calizas, de talla o de construccion.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.15045","2231","Decreció / Decreció","610.65847","0.00000","0.00000","0.24059","-2.93053","0","-0.40265","-0.88282","-1.20895","","19","4","0.10498"
"680223","Cut slabs of granite","Granito, de talla o de construccion y sus manufac. talladas o aserrada","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-1.11092","3951","Decreció mucho / Decreció mucho","8941323.89617","0.00000","0.00000","0.13097","-0.35349","0","-0.09011","-0.22488","-0.39751","","19","4","0.10498"
"680229","Cut slabs of stone nes","Las demas piedras de talla o de construccion","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.98099","3796","Decreció / Decreció","1336926.22404","0.00000","0.00000","1.92292","-0.13067","0","1.22181","0.76858","0.27283","","19","4","0.10498"
"680291","Worked marble, travertine","Marmol, travertinos y alabastro, excepto de talla o de construccion,","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-1.07608","3915","Decreció mucho / Decreció mucho","22093551.00273","0.00000","0.00000","0.85647","-0.19604","0","0.45271","0.19821","-0.10030","","19","4","0.10498"
"680292","Worked calcareous stone","Los demas piedras calizas, de talla o de constuccion.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","-0.78481","3541","Decreció / Decreció","2173124.90437","0.00000","0.00000","0.82736","0.49422","0","0.59951","0.46893","0.27440","","19","4","0.10498"
