"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_catamarca","vcr_catamarca","compatibilidad_con_catamarca","valor_estrategico_para_catamarca","indice_recuperacion_de_posiciones_catamarca","indice_oportunidades_cercanas_catamarca","indice_objetivos_factibles_catamarca","indice_apuestas_ambiciosas_catamarca","top_20_criterios_catamarca","empleo","empresas","tasa_fem"
"620343","Mens trousers & shorts, synthetic fibre, not knit","Pantalones,pantalones con peto y pantalones cortos de fibras sintetic","Textiles"," XI Textiles y artículos textiles","-1.50718","4302","Creció mucho / Creció mucho","42856138.27596","0.357911944389343","0.00000","1.35724","-0.27400","0","0.74455","0.35664","-0.09292","","946","11","0.54374"
"620349","Mens trousers & shorts, material nes, not knit","Pantalones,pantalones con peto y pantalones cortos, para hombres o niñ","Textiles"," XI Textiles y artículos textiles","-1.81161","4484","Creció / Creció","6220894.38251","0","0.00000","1.74630","-0.49954","0","0.94134","0.42657","-0.15381","","946","11","0.54374"
"620411","Womens suits, wool/hair, not knit","Trajes-sastre de lana o de pelo fino, para mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-1.11597","3953","Decreció / Decreció","587713.70492","0","0.00000","0.87501","0.34923","0","0.57076","0.39234","0.14066","","946","11","0.54374"
"620412","Womens suits, cotton, not knit","Trajes-sastre, para mujeres o ninas, de algodon.","Textiles"," XI Textiles y artículos textiles","-1.35296","4185","Decreció / Decreció","628266.55191","0","0.00000","0.92457","0.07494","0","0.52689","0.28557","-0.02715","","946","11","0.54374"
"620413","Womens suits, synthetic fibres, not knit","Trajes-sastre de fibras sinteticas, para mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-1.19260","4017","Decreció / Decreció","912553.30601","0","0.00000","0.59873","0.24845","0","0.34954","0.20743","-0.00673","","946","11","0.54374"
"620419","Womens suits, material nes, not knit","Trajes-sastre,de las demas materias textiles,para mujeres o niñas.","Textiles"," XI Textiles y artículos textiles","-1.80123","4475","Decreció / Decreció","1981750.35792","0","0.00000","1.20105","-0.54144","0","0.55232","0.14084","-0.33364","","946","11","0.54374"
"620421","Womens ensembles, wool/hair, not knit","Conjuntos de lana o de pelo fino, para mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-1.20978","4038","Decreció / Decreció","150544.52732","0","0.00000","0.11629","0.34095","0","0.02862","-0.00399","-0.11413","","946","11","0.54374"
"620422","Womens ensembles, cotton, not knit","Conjuntos de algodon, para mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-1.59644","4368","Creció / Creció","1718827.43989","0","0.00000","0.60807","0.04544","0","0.27509","0.08047","-0.19624","","946","11","0.54374"
"620423","Womens ensembles, synthetic fibres, not knit","Conjuntos de fibras sinteticas, para mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-1.80489","4481","Creció / Se mantuvo","1773337.63388","0","0.00000","1.12810","-0.44944","0","0.51930","0.13601","-0.31504","","946","11","0.54374"
"620429","Womens ensembles, material nes, not knit","Conjuntos, para mujeres o ninas, de las demas materias textiles.","Textiles"," XI Textiles y artículos textiles","-1.50570","4300","Decreció mucho / Decreció","2359446.03005","0","0.00000","0.46610","-0.44478","0","0.08675","-0.14848","-0.43674","","946","11","0.54374"
"620431","Womens jackets & blazers, wool/hair, not knit","Chaquetas (sacos) de lana o de pelo fino, para mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-0.50110","3195","Creció / Creció","4365356.28962","0","0.00000","0.46869","0.67527","0","0.41303","0.39552","0.31920","","946","11","0.54374"
"620432","Womens jackets & blazers, cotton, not knit","Chaquetas (sacos), para mujeres o ninas, de algodon.","Textiles"," XI Textiles y artículos textiles","-1.96237","4536","Creció / Decreció","21726037.71585","0","0.00000","0.87159","-0.92913","0","0.22805","-0.18375","-0.64722","","946","11","0.54374"
"620433","Womens jackets & blazers, synth fibres, not knit","Chaquetas (sacos) de fibras sinteticas, para mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-1.59507","4364","Decreció mucho / Decreció mucho","23441381.03552","0.338953534762065","0.00000","0.82703","-0.35455","0","0.34850","0.05016","-0.31021","","946","11","0.54374"
"620439","Womens jackets & blazers, material nes, not knit","Chaquetas (sacos), para mujeres o niñas de las demas materias textiles","Textiles"," XI Textiles y artículos textiles","-1.43307","4246","Creció / Creció","8646841.78142","0","0.00000","0.74859","0.16884","0","0.41447","0.21843","-0.05771","","946","11","0.54374"
"620441","Womens dresses, wool/hair, not knit","Vestidos, para mujeres o ninas, de lana o de pelo fino.","Textiles"," XI Textiles y artículos textiles","-0.86381","3654","Decreció / Decreció","2097463.02459","0","0.00000","0.53231","0.31846","0","0.34993","0.24804","0.08705","","946","11","0.54374"
"620442","Womens dresses, cotton, not knit","Vestidos de algodon, para mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-1.27431","4106","Creció mucho / Creció","23006759.67760","0.404157439867655","0.00001","0.65090","0.48467","0","0.42513","0.30394","0.09479","","946","11","0.54374"
"620443","Womens dresses, synthetic fibres, not knit","Vestidos de fibras sinteticas para mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-1.14553","3980","Creció mucho / Creció","48636690.95355","0.392841458320618","0.00000","0.56441","0.54882","0","0.39030","0.30246","0.12991","","946","11","0.54374"
"620444","Womens dresses, artificial fibres, not knit","Vestidos de fibras artificiales, para mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-1.10337","3942","Creció mucho / Creció mucho","20657738.80055","1.18548965454102","0.00002","0.62726","0.66767","0","0.46228","0.38181","0.21279","","946","11","0.54374"
"620449","Womens dresses, material nes, not knit","Vestidos de las demas materias textiles, para mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-1.01372","3839","Creció mucho / Creció","13063773.05738","0","0.00000","0.64308","0.63699","0","0.47618","0.39243","0.22614","","946","11","0.54374"
"620451","Womens skirts, wool/hair, not knit","Faldas y faldas-pantalon de lana o de pelo fino de mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-0.94513","3747","Creció / Creció","1434910.64754","0","0.00000","0.43726","0.32044","0","0.27566","0.18901","0.03909","","946","11","0.54374"
"620452","Womens skirts, cotton, not knit","Faldas y faldas pantalon de algodon para mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-1.55398","4335","Creció / Decreció","10799650.21311","0","0.00000","0.49351","0.24112","0","0.23829","0.09805","-0.13194","","946","11","0.54374"
"620453","Womens skirts, synthetic fibres, not knit","Faldas y faldas-pantalon de fibras sinteticas, para mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-1.40905","4226","Creció / Creció","12909232.54918","0.694995621840159","0.00002","0.54751","0.27656","0","0.29766","0.15919","-0.06356","","946","11","0.54374"
"620459","Womens skirts, material nes, not knit","Faldas y faldas-pantalon, para mujeres o niñas de las demas materias t","Textiles"," XI Textiles y artículos textiles","-1.25193","4082","Creció / Creció","5205044.04645","0","0.00000","0.80054","0.48485","0","0.53216","0.38218","0.14536","","946","11","0.54374"
"620461","Womens trousers & shorts, wool/hair, not knit","Pantalones, pantalones con peto y pantalones cortos de lana o de pelo","Textiles"," XI Textiles y artículos textiles","-1.15987","3993","Creció / Creció","2234657.78689","0","0.00000","0.61763","0.27087","0","0.37053","0.22964","0.01721","","946","11","0.54374"
"620462","Womens trousers & shorts, cotton, not knit","Pantalones, pantalones con peto y pantalones cortos de algodon para mu","Textiles"," XI Textiles y artículos textiles","-1.83394","4497","Decreció mucho / Decreció mucho","130379893.98634","0","0.00000","1.22260","-0.23964","0","0.62449","0.25233","-0.19955","","946","11","0.54374"
"620463","Womens trousers & shorts, synth fibres, not knit","Pantalones, pantalones con peto y pantalones cortos de fibras sintetic","Textiles"," XI Textiles y artículos textiles","-1.69139","4417","Creció mucho / Creció mucho","37470851.21311","0","0.00000","1.36843","-0.28040","0","0.73268","0.33237","-0.13850","","946","11","0.54374"
"620469","Womens trousers & shorts, material nes, not knit","Pantalones, pantalones con peto y pantalones cortos de las demas mater","Textiles"," XI Textiles y artículos textiles","-1.56026","4341","Creció mucho / Creció mucho","22231913.53552","0","0.00000","1.05367","0.21046","0","0.62363","0.36645","0.02074","","946","11","0.54374"
"320720","Vitrifiable enamels","Composiciones vitrificables, engobes y preparaciones similares.","Químicos"," VI Productos químicos y aliados","0.26791","1995","Creció / Creció","2316387.18033","0","0.00000","-0.50714","1.00446","0","-0.12732","0.13817","0.36684","","s.d.","s.d.","0.15006"
"620520","Mens shirts, cotton, not knit","Camisas de algodon, para hombres o niños","Textiles"," XI Textiles y artículos textiles","-1.59359","4363","Decreció mucho / Decreció mucho","61878533.06557","0","0.00000","1.07457","-0.18591","0","0.55566","0.23318","-0.15969","","946","11","0.54374"
"620530","Mens shirts, manmade fibres, not knit","Camisas de fibras sinteticas o artificiales, para hombres o niños","Textiles"," XI Textiles y artículos textiles","-1.91679","4519","Creció / Decreció","12525174.45628","0","0.00000","1.61426","-0.57703","0","0.82290","0.31765","-0.25458","","946","11","0.54374"
"620590","Mens shirts, material nes, not knit","Camisas para hombres o ninos, de las demas materias textiles.","Textiles"," XI Textiles y artículos textiles","-1.75230","4448","Creció / Se mantuvo","6780594.57923","0","0.00000","1.19091","-0.17181","0","0.62404","0.27248","-0.15812","","946","11","0.54374"
"620610","Womens blouses & shirts, silk, not knit","Camisas, blusas y blusas camiseras de seda o de desperdicios de seda p","Textiles"," XI Textiles y artículos textiles","-1.00132","3821","Decreció / Decreció","5077252.29235","0","0.00000","0.34571","0.74764","0","0.29139","0.28433","0.18982","","946","11","0.54374"
"620620","Womens blouses & shirts, wool/hair, not knit","Camisas, blusas y blusas camiseras, para mujeres o niñas,de lana o de","Textiles"," XI Textiles y artículos textiles","-1.48394","4288","Creció / Se mantuvo","430327.57104","0","0.00000","1.27342","-0.01391","0","0.74022","0.40925","0.00478","","946","11","0.54374"
"620630","Womens blouses & shirts, cotton, not knit","Camisas, blusas y blusas camiseras, para mujeres o niñas,de algodon","Textiles"," XI Textiles y artículos textiles","-1.71346","4430","Decreció mucho / Decreció mucho","25191910.51366","0.58705198764801","0.00001","0.75561","-0.03430","0","0.35072","0.10878","-0.21712","","946","11","0.54374"
"620640","Womens blouses & shirts, manmade fibre, not knit","Camisas, blusas y blusas camiseras de fibras sinteticas o artificiales","Textiles"," XI Textiles y artículos textiles","-1.41800","4232","Creció mucho / Decreció","46128932.34153","0.489734530448914","0.00000","0.80602","0.16596","0","0.45561","0.24840","-0.03801","","946","11","0.54374"
"620690","Womens blouses & shirts, material nes, not knit","Camisas, blusas y blusas camiseras, de las demas materias textiles, pa","Textiles"," XI Textiles y artículos textiles","-1.29018","4121","Creció / Creció","6002504.35246","0","0.00000","1.10721","0.17233","0","0.68049","0.42039","0.08716","","946","11","0.54374"
"620711","Mens underpants or briefs, cotton, not knit","Calzoncillos, para hombres o ninos, de algodon.","Textiles"," XI Textiles y artículos textiles","-1.39097","4218","Decreció / Decreció","2813995.06284","0","0.00000","0.89545","0.26433","0","0.54058","0.33159","0.03984","","946","11","0.54374"
"620719","Mens underpants & briefs, material nes, not knit","Calzoncillos, para hombres o ninos,de las demas materias textiles","Textiles"," XI Textiles y artículos textiles","-1.27233","4103","Decreció / Decreció","728158.23770","0","0.00000","0.71704","0.03789","0","0.38227","0.18093","-0.08592","","946","11","0.54374"
"620721","Mens pyjamas, cotton, not knit","Camisones y pijamas de algodon, para hombres o niños","Textiles"," XI Textiles y artículos textiles","-1.78074","4464","Decreció / Decreció","1396083.12022","0","0.00000","0.17982","-0.20424","0","-0.09305","-0.24868","-0.48314","","946","11","0.54374"
"620722","Mens pyjamas, manmade fibre, not knit","Camisones y pijamas de fibras sinteticas o artificiales, para hombres","Textiles"," XI Textiles y artículos textiles","-2.31399","4630","Creció / Creció","596421.10929","0","0.00000","0.23689","-1.10172","0","-0.28592","-0.61425","-1.00320","","946","11","0.54374"
"620729","Mens pyjamas, material nes, not knit","Camisones y pijamas, para hombres o ninos, de las demas materias texti","Textiles"," XI Textiles y artículos textiles","-1.89973","4514","Decreció / Decreció","250482.12022","0","0.00000","0.84772","-0.47473","0","0.30848","-0.02726","-0.43425","","946","11","0.54374"
"620791","Mens dressing gowns, cotton, not knit","Los demas camisetas, albornoces, batas y similares de algodon, para ho","Textiles"," XI Textiles y artículos textiles","-1.79122","4469","Decreció / Decreció","1657523.86612","0","0.00000","0.98356","-0.28300","0","0.45277","0.12404","-0.28009","","946","11","0.54374"
"620799","Mens dressing gowns, material nes, not knit","Los demas camisetas, albornoces, batas y similares para hombres o niño","Textiles"," XI Textiles y artículos textiles","-1.69694","4421","Creció / Creció","1008840.08197","0","0.00000","1.19646","-0.31660","0","0.60451","0.23288","-0.20777","","946","11","0.54374"
"620811","Womens slips etc, manmade fibres, not knit","Combinaciones y enaguas, para mujeres o ninas, de fibras sinteticas o","Textiles"," XI Textiles y artículos textiles","-1.25716","4086","Decreció / Decreció","315204.45082","0","0.00000","0.73268","0.25547","0","0.43825","0.26718","0.02048","","946","11","0.54374"
"620819","Womens slips, material nes, not knit","Combinaciones y enaguas, para mujeres o niñas, de algodon","Textiles"," XI Textiles y artículos textiles","-1.30830","4142","Decreció / Decreció","543945.51639","0.0815667410691579","0.00004","0.73488","0.28299","0","0.44018","0.27024","0.02073","","946","11","0.54374"
"620821","Womens pyjamas, cotton, not knit","Camisones y pijamas de algodon, para mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-2.05665","4568","Decreció / Decreció","3110084.37978","0","0.00000","1.13383","-0.55768","0","0.47648","0.06323","-0.42497","","946","11","0.54374"
"620822","Womens pyjamas, manmade fibre, not knit","Camisones y pijamas de fibras sinteticas o artificiales, para mujeres","Textiles"," XI Textiles y artículos textiles","-1.78577","4467","Creció / Creció","2881933.79781","0","0.00000","0.36274","-0.40417","0","-0.00550","-0.22796","-0.51950","","946","11","0.54374"
"620829","Womens pyjamas, material nes, not knit","Camisones y pijamas, para mujeres o ninas, de las demas materias texti","Textiles"," XI Textiles y artículos textiles","-1.24478","4074","Decreció / Decreció","728231.71858","0","0.00000","0.95786","0.33270","0","0.61256","0.40866","0.12588","","946","11","0.54374"
"620891","Womens panties & bathrobes, cotton, not knit","Los demas,camisetas, bragas, saltos de cama, albornoces, batas y simil","Textiles"," XI Textiles y artículos textiles","-1.45518","4265","Decreció / Decreció","2846300.81694","0","0.00000","0.46463","0.15699","0","0.21112","0.06899","-0.15376","","946","11","0.54374"
"620892","Womens panties & bathrobes, manmade fibre, not knit","Los demas,camisetas, bragas, saltos de cama, albornoces, batas y simil","Textiles"," XI Textiles y artículos textiles","-1.80317","4478","Decreció / Decreció","2953507.42623","0","0.00000","0.77662","-0.26337","0","0.31064","0.02566","-0.33632","","946","11","0.54374"
"620899","Womens panties & bathrobes, material nes, not knit","Los demas,camisetas, bragas, saltos de cama, albornoces batas y simila","Textiles"," XI Textiles y artículos textiles","-1.57129","4348","Decreció / Decreció","1243232.01639","0","0.00000","1.10716","0.00895","0","0.61968","0.32102","-0.05665","","946","11","0.54374"
"620920","Babies garments, cotton, not knit","Prendas y complementos de vestir, para bebes, de algodon","Textiles"," XI Textiles y artículos textiles","-1.83167","4495","Decreció mucho / Decreció mucho","9382220.92896","0","0.00000","0.84555","-0.07896","0","0.39292","0.12039","-0.23979","","946","11","0.54374"
"620930","Babies garments, synthetic fibre, not knit","Prendas y complementos de vestir, para bebes, de fibras sinteticas.","Textiles"," XI Textiles y artículos textiles","-1.44934","4260","Decreció / Decreció","3465123.86885","0","0.00000","0.82620","-0.17448","0","0.39851","0.13463","-0.19299","","946","11","0.54374"
"620990","Babies garments, material nes, not knit","Prendas y complementos de vestir, para bebes, de las demas matrias tex","Textiles"," XI Textiles y artículos textiles","-1.28642","4114","Decreció / Decreció","2301105.99727","0","0.00000","1.09243","0.21473","0","0.67901","0.42841","0.10275","","946","11","0.54374"
"621010","Garments, of textile felts & nonwoven fabric","Prendas de vestir confeccionadas con productos de las partidas 56.02 o","Textiles"," XI Textiles y artículos textiles","-1.29844","4129","Decreció / Decreció","13195704.27596","0.0683150738477707","0.00000","0.19755","-0.33156","0","-0.05787","-0.21204","-0.41455","","946","11","0.54374"
"621020","Mens overcoats, of impregnated fabric","Las demas prendas de vestir del tipo de las citadas en las subpartidas","Textiles"," XI Textiles y artículos textiles","-0.91892","3720","Decreció / Decreció","2331452.63388","0","0.00000","0.15286","0.09787","0","0.03469","-0.02715","-0.13983","","946","11","0.54374"
"621030","Womens overcoats, of impregnated fabric","Las demas prendas de vestir del tipo de las citadas en las subpartidas","Textiles"," XI Textiles y artículos textiles","-0.74370","3487","Decreció / Decreció","1823262.28142","0.281988177448511","0.00004","-0.66605","0.19732","0","-0.50114","-0.37552","-0.29695","","946","11","0.54374"
"621040","Mens garments nes, of impregnated fabric","Las demas prendas de vestir para hombres o niños","Textiles"," XI Textiles y artículos textiles","-1.26434","4095","Decreció mucho / Decreció mucho","21842547.27869","0","0.00000","0.55204","-0.14849","0","0.23030","0.03440","-0.21729","","946","11","0.54374"
"621050","Womens garments nes, of impregnated fabric","Las demas prendas de vestir para mujeres o ninas.","Textiles"," XI Textiles y artículos textiles","-1.27137","4101","Decreció mucho / Decreció mucho","21651081.00273","0","0.00000","0.46552","0.06317","0","0.21136","0.06416","-0.14976","","946","11","0.54374"
"621111","Mens swimwear, not knit","Trajes y pantalones de bano, para hombres o ninos.","Textiles"," XI Textiles y artículos textiles","-1.40503","4222","Creció / Creció","3982444.69945","0","0.00000","0.76208","-0.01145","0","0.39066","0.16628","-0.12779","","946","11","0.54374"
"621112","Womens swimwear, not knit","Trajes y pantalones de bano, para mujeres o ninas.","Textiles"," XI Textiles y artículos textiles","-1.21249","4040","Creció / Creció","1664140.60656","0","0.00000","0.75204","0.38878","0","0.48293","0.33022","0.09744","","946","11","0.54374"
"621120","Ski suits, textile material, not knit","Monos, overoles y conjuntos de esqui.","Textiles"," XI Textiles y artículos textiles","-1.20161","4026","Creció / Se mantuvo","887377.42077","0","0.00000","0.31673","0.09961","0","0.12147","0.01299","-0.16056","","946","11","0.54374"
"621132","Mens garments nes, cotton, not knit","Las demas prendas de vestir de algodon, para hombres o niños","Textiles"," XI Textiles y artículos textiles","-1.51892","4313","Creció / Creció","7381773.67760","0","0.00000","1.56117","-0.45875","0","0.84918","0.39219","-0.11781","","946","11","0.54374"
"621133","Mens garments, manmade fibres, not knit","Las demas prendas de vestir, de fibras sinteticas o artificiales, para","Textiles"," XI Textiles y artículos textiles","-1.71966","4433","Creció / Decreció","13377135.17486","0","0.00000","1.40593","-0.76062","0","0.66006","0.17880","-0.35041","","946","11","0.54374"
"621139","Mens garments nes, material nes, not knit","Las demas prendas de vestir, para hombres o ninos, de las demas materi","Textiles"," XI Textiles y artículos textiles","-1.58626","4359","Creció / Creció","3138013.39071","0","0.00000","1.27562","-0.10203","0","0.71390","0.36416","-0.05979","","946","11","0.54374"
"621142","Womens garments nes, cotton, not knit","Las demas prendas de vestir, de algodon, para mujeres o niñas","Textiles"," XI Textiles y artículos textiles","-1.85344","4501","Creció mucho / Creció","10767537.53279","0.353100657463074","0.00001","0.84727","-0.25644","0","0.35645","0.05586","-0.32458","","946","11","0.54374"
"621143","Womens garments, manmade fibres, not knit","Las demas prendas de vestir, para mujeres o ninas, de fibras sintetica","Textiles"," XI Textiles y artículos textiles","-1.77145","4456","Creció mucho / Creció mucho","28912897.20219","0.772367000579834","0.00001","1.17714","-0.31608","0","0.58364","0.21223","-0.23196","","946","11","0.54374"
"621149","Womens garments nes, material nes, not knit","Las demas prendas de vestir, para mujeres o ninas, de las demas materi","Textiles"," XI Textiles y artículos textiles","-2.14705","4590","Decreció mucho / Decreció","8975948.27322","0","0.00000","0.24587","-1.01617","0","-0.24583","-0.55478","-0.92028","","946","11","0.54374"
"621210","Brassieres","Sostenes","Textiles"," XI Textiles y artículos textiles","-1.22438","4054","Creció mucho / Decreció","60993766.78962","0","0.00000","0.21171","-0.24296","0","-0.02283","-0.16284","-0.35191","","946","11","0.54374"
"621220","Girdles","Fajas y fajas-braga, incluso de punto","Textiles"," XI Textiles y artículos textiles","-1.54488","4330","Creció / Decreció","1726756.47268","0","0.00000","0.76992","-0.56024","0","0.27241","-0.04285","-0.40735","","946","11","0.54374"
"621230","Corselettes","Fajas-sosten, incluso de punto, y sus partes.","Textiles"," XI Textiles y artículos textiles","-1.03654","3861","Decreció / Decreció","1166651.32787","0","0.00000","0.17632","-0.08930","0","0.00191","-0.09858","-0.24643","","946","11","0.54374"
"621290","Corsets","Corses, tirantes, ligas y articulos similares, y sus partes, incluso d","Textiles"," XI Textiles y artículos textiles","-1.17402","4005","Decreció / Decreció","4349579.48361","0.0069489983919387","0.00000","0.33513","-0.03424","0","0.11034","-0.02052","-0.20837","","946","11","0.54374"
"621320","Handkerchiefs, of cotton, not knit","Pañuelos de bolsillo, de algodon","Textiles"," XI Textiles y artículos textiles","-1.58583","4357","Decreció / Decreció","940003.25137","0","0.00000","-0.03005","-0.66996","0","-0.31361","-0.48739","-0.70696","","946","11","0.54374"
"621390","Handkerchiefs, of material nes, not knit","Panuelos de bolsillo, de las demas materias textiles.","Textiles"," XI Textiles y artículos textiles","-1.12874","3963","Creció / Se mantuvo","579027.88251","0.0309882014989853","0.00002","0.34866","0.24451","0","0.18009","0.09060","-0.06756","","946","11","0.54374"
"621410","Shawls, scarves, of silk, not knit","Chales, pañuelos de cuello, pasamontañas bufandas, velos y similares,","Textiles"," XI Textiles y artículos textiles","-1.04164","3871","Decreció / Decreció","4002179.76503","0.0224336286385854","0.00000","-0.10322","-0.77619","0","-0.33165","-0.47952","-0.64066","","946","11","0.54374"
"621420","Shawls, scarves, of wool/hair, not knit","Chales, pañuelos de cuello, pasamontañas, bufandas, mantillas, velos y","Textiles"," XI Textiles y artículos textiles","-0.60303","3320","Creció mucho / Creció","7396282.60929","0","0.00000","-0.38684","0.20816","0","-0.28945","-0.21101","-0.17313","","946","11","0.54374"
"621430","Shawls, scarves, synthetic fibres, not knit","Chales, panuelos de cuello, bufandas, mantillas velos y articulos simi","Textiles"," XI Textiles y artículos textiles","-0.46846","3147","Decreció mucho / Decreció mucho","10021026.57104","0.0738053073485692","0.00000","-0.09139","-0.46848","0","-0.20451","-0.27993","-0.35535","","946","11","0.54374"
"621440","Shawls, scarves, of artificial fibres, not knit","Chales, panuelos de cuello, bufandas, mantillas, velos y similares, de","Textiles"," XI Textiles y artículos textiles","-0.54109","3248","Decreció / Decreció","1596235.67760","0","0.00000","-0.12605","1.03412","0","0.06448","0.21776","0.29227","","946","11","0.54374"
"621490","Shawls, scarves, of material nes, not knit","Chales, panuelos de cuello, bufandas,mantillas, velos y similares, de","Textiles"," XI Textiles y artículos textiles","-1.37621","4208","Decreció mucho / Decreció mucho","4369184.38251","0","0.00000","0.50977","-0.09543","0","0.20014","0.01506","-0.23406","","946","11","0.54374"
"740921","Sheet, copper-zinc alloy, coil, >0.15mm","Chapas y bandas de aleaciones a base de cobre-zinc (laton), enrolladas","Metales"," XV Metales comunes y sus manufacturas","0.55044","1539","Decreció / Decreció","9670545.71038","0","0.00000","-0.50749","0.53156","0","-0.19389","0.01487","0.22457","","s.d.","s.d.","0.09388"
"621520","Ties, manmade fibres, not knit","Corbatas y lazos similares de fibras sinteticas o artificiales","Textiles"," XI Textiles y artículos textiles","-1.67148","4406","Decreció / Decreció","1186767.03825","0","0.00000","0.24692","-1.99514","0","-0.39333","-0.82556","-1.24161","","946","11","0.54374"
"621590","Ties, material nes, not knit","Corbatas y lazos similares, de las demas materias textiles.","Textiles"," XI Textiles y artículos textiles","-1.14489","3979","Decreció / Decreció","372779.06284","0","0.00000","0.33042","0.62493","0","0.24179","0.21220","0.09412","","946","11","0.54374"
"621600","Gloves, textile material, not knit","Guantes y similares","Textiles"," XI Textiles y artículos textiles","-1.53953","4324","Creció / Decreció","6423521.99727","0","0.00000","-0.13606","-0.42456","0","-0.33411","-0.44756","-0.61675","","946","11","0.54374"
"621710","Clothing accessories, textile material, not knit","Complementos de vestir.","Textiles"," XI Textiles y artículos textiles","-1.18020","4010","Decreció / Decreció","9891717.21585","0.0328908562660217","0.00000","0.20937","-0.02432","0","0.02368","-0.08086","-0.24318","","946","11","0.54374"
"621790","Parts of garments, not knit","Partes de prendas o de complementos de vestir, excepto los de pda. 62.","Textiles"," XI Textiles y artículos textiles","-1.05453","3887","Decreció / Decreció","4578193.63934","0","0.00000","0.48937","-0.22978","0","0.19115","0.00608","-0.22022","","946","11","0.54374"
"551291","Woven fabric >85% synthetic, unbl/bleached","Los demas tejidos crudos o blanqueados con un contenido de fibras sint","Textiles"," XI Textiles y artículos textiles","0.54517","1548","Decreció / Decreció","400492.20492","0","0.00000","-0.50928","1.54735","0","0.00749","0.36871","0.67982","","532","7","0.11748"
"630120","Blankets, wool or hair","Mantas de lana o de pelo fino (excepto las electricas).","Textiles"," XI Textiles y artículos textiles","-0.62476","3358","Creció / Se mantuvo","1304980.87978","0","0.00000","0.96270","0.66292","0","0.74400","0.61966","0.43093","","s.d.","s.d.","0.22611"
"630130","Blankets, of cotton","Mantas de algodon. (excepto electricas)","Textiles"," XI Textiles y artículos textiles","-1.22356","4053","Decreció / Decreció","2358526.35792","0","0.00000","0.44542","-0.06939","0","0.17556","0.01489","-0.20349","","s.d.","s.d.","0.22611"
"630140","Blankets, synthetic fibre","Mantas de fibras sinteticas. (excepto las electricas).","Textiles"," XI Textiles y artículos textiles","-2.41081","4642","Decreció / Decreció","24592835.87432","0","0.00000","0.24751","-2.35216","0","-0.53825","-1.06112","-1.58692","","s.d.","s.d.","0.22611"
"630190","Blankets, material nes","Las demas mantas.","Textiles"," XI Textiles y artículos textiles","-1.66550","4400","Decreció / Decreció","1718186.92077","0","0.00000","2.10503","-0.60569","0","1.18583","0.59070","-0.05743","","s.d.","s.d.","0.22611"
"630210","Bed linen, of textile materials, knit","Ropa de cama, de punto.","Textiles"," XI Textiles y artículos textiles","-0.89454","3695","Creció / Creció","8016755.45902","0","0.00000","0.41692","0.34020","0","0.27043","0.19335","0.05453","","s.d.","s.d.","0.22611"
"630221","Bed linen, of cotton, printed","Las demas ropas de cama, estampadas de algodon","Textiles"," XI Textiles y artículos textiles","-1.00150","3822","Decreció mucho / Decreció mucho","13942465.86885","1.22992928822835","0.00002","0.28091","0.35259","0","0.16700","0.11364","-0.00744","","s.d.","s.d.","0.22611"
"630222","Bed linen, of manmade fibres, printed","Las demas ropas de cama, estampadas de fibras sinteticas o artificiale","Textiles"," XI Textiles y artículos textiles","-1.68254","4413","Decreció / Decreció","7206401.57650","0","0.00000","0.38038","-1.26988","0","-0.15596","-0.50665","-0.87797","","s.d.","s.d.","0.22611"
"630229","Bed linen, of material nes, printed, not knit","Las demas ropas de cama, estampadas de las demas materias textiles","Textiles"," XI Textiles y artículos textiles","-1.31661","4147","Decreció / Decreció","644616.43169","0","0.00000","1.37067","-0.07745","0","0.81232","0.46074","0.04719","","s.d.","s.d.","0.22611"
"630231","Bed linen, of cotton, nes","Las demas ropas de cama, de algodon","Textiles"," XI Textiles y artículos textiles","-2.04867","4565","Decreció / Decreció","21743238.57650","0.30608477195104","0.00000","0.45226","-0.89998","0","-0.06828","-0.39616","-0.78148","","s.d.","s.d.","0.22611"
"630232","Bed linen, of manmade fibres, nes","Las demas ropas de cama, de fibras sinteticas o artificiales","Textiles"," XI Textiles y artículos textiles","-1.54412","4329","Decreció / Decreció","11616455.31421","0","0.00000","0.10898","-1.08391","0","-0.29491","-0.55650","-0.84109","","s.d.","s.d.","0.22611"
