"codigo_hs","product_name_en","nombre_producto_es","seccion_atlas","seccion_2_digitos","indice_de_complejidad_de_producto_icp","ranking_de_complejidad_producto","tendencia_mercado","potencial_exportador","fob_catamarca","vcr_catamarca","compatibilidad_con_catamarca","valor_estrategico_para_catamarca","indice_recuperacion_de_posiciones_catamarca","indice_oportunidades_cercanas_catamarca","indice_objetivos_factibles_catamarca","indice_apuestas_ambiciosas_catamarca","top_20_criterios_catamarca","empleo","empresas","tasa_fem"
"820120","Forks","Horcas.","Metales"," XV Metales comunes y sus manufacturas","0.30809","1932","Se mantuvo / Se mantuvo","366.67760","0","0.00000","-0.18206","0.48862","0","0.00109","0.12620","0.24228","","s.d.","s.d.","0.11706"
"721240","Flat rolled iron/non-alloy steel, <600mm, plastic coated","Productos laminados de hierro o acero, sin alear de anchura inferior a","Metales"," XV Metales comunes y sus manufacturas","0.34045","1880","Decreció / Decreció","4017106.67486","0","0.00000","-0.18241","0.57522","0","0.02140","0.16119","0.28924","","s.d.","s.d.","0.07857"
"930330","Rifles for sporting/hunting","Las demas escopetas y rifles de caza o de tiro deportivo.","Maquinaria"," XIX Armas y municiones, partes y accesorios","0.95658","875","Decreció / Decreció","3654573.18306","0","0.00000","-0.18316","1.31022","0","0.22949","0.51048","0.77380","","0","0","0.11298"
"760310","Aluminum, powder, non-lamellar","Polvo de estructura no laminar, de aluminio.","Metales"," XV Metales comunes y sus manufacturas","0.33500","1891","Decreció / Decreció","1788637.96175","0","0.00000","-0.18365","-0.15376","0","-0.12581","-0.09539","-0.04054","","s.d.","s.d.","0.09388"
"340510","Polishes, creams for footwear, leather","Betunes , cremas y preparaciones similares para el calzado o para cuer","Químicos"," VI Productos químicos y aliados","-0.15480","2693","Decreció / Decreció","1284015.47814","0","0.00000","0.42454","1.18894","0","0.51948","0.60518","0.62368","","s.d.","s.d.","0.34836"
"340520","Polishes, creams for woodwork","Encausticos y preparaciones similares para la conservacion de muebles","Químicos"," VI Productos químicos y aliados","-0.10661","2605","Decreció / Decreció","11513.48907","0","0.00000","1.24283","0.62373","0","0.98407","0.82373","0.62687","","s.d.","s.d.","0.34836"
"840991","Spark-ignition engine, parts nes","Partes identificables a los motores de embolo de encendido por chispa","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.20651","537","Creció mucho / Decreció mucho","156836364.81967","8296.92316153646","0.01118","-0.18420","1.63176","0","0.31806","0.65999","0.98066","","s.d.","s.d.","0.13290"
"340540","Scouring pastes, powders","Pastas, polvos y demas preparaciones para fregar.","Químicos"," VI Productos químicos y aliados","-0.05875","2540","Creció / Creció","-3225855.25410","0","0.00000","1.16277","-1.06200","0","0.59566","0.20087","-0.14376","","s.d.","s.d.","0.34836"
"290519","Saturated monohydric acyclic alcohols, nes","Los demas monoalcoholes saturados.","Químicos"," VI Productos químicos y aliados","0.07795","2328","Decreció / Decreció","-8130423.38798","0","0.00000","-0.18533","-1.16516","0","-0.35497","-0.48878","-0.56043","","s.d.","s.d.","0.14976"
"760612","Sheet, rectangular, aluminum alloy, >0.2mm","Chapas y bandas aleaciones aluminio, cuadrada o rectangular, espesor s","Metales"," XV Metales comunes y sus manufacturas","0.63772","1384","Creció mucho / Creció mucho","168044863.16667","0","0.00000","-0.18555","1.32160","0","0.19821","0.46544","0.69849","","s.d.","s.d.","0.09388"
"300390","Medicaments, formulated, nes","Los demas medicamentos que contengan alcaloides y sus derivados","Químicos"," VI Productos químicos y aliados","0.50074","1629","Creció mucho / Creció mucho","62463681.25410","1423.36995156606","0.00518","-0.18729","0.64451","0","0.04788","0.20705","0.35903","","69","9","0.34344"
"401220","Used tyres","Neumaticos de caucho, usados.","Químicos"," VII Plásticos, caucho, y sus manufacturas","0.27274","1986","Decreció / Decreció","2594992.96175","0","0.00000","-0.18782","0.33985","0","-0.03623","0.06595","0.16477","","s.d.","s.d.","0.04913"
"844250","Printing type, blocks, cylinders","Caracteres de imprenta, clises, planchas, cilindros y demas elementos","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.68752","1301","Decreció mucho / Decreció mucho","3908379.69399","0","0.00000","-0.18826","1.28486","0","0.19394","0.45870","0.69359","","s.d.","s.d.","0.23157"
"732599","Cast articles of iron/steel nes","Las demas manufacturas moldeadas de fundicion de hierro o acero","Metales"," XV Metales comunes y sus manufacturas","0.37504","1818","Decreció / Decreció","17636450.81694","0","0.00000","-0.18904","1.19759","0","0.14469","0.38089","0.57596","","s.d.","s.d.","0.11287"
"810590","Cobalt, articles","Las demas manufacturas de cobalto.","Metales"," XV Metales comunes y sus manufacturas","0.40087","1780","Creció / Creció","4797245.66940","0","0.00000","-0.18940","-0.33187","0","-0.15887","-0.15073","-0.10595","","s.d.","s.d.","0.09388"
"350300","Gelatin, animal glues, nes","Gelatinas (aunque se presenten en hojas cuadradas o rectangulares, inc","Químicos"," VI Productos químicos y aliados","-0.13119","2647","Creció / Decreció","-29165041.68579","0","0.00000","0.95886","0.60273","0","0.77863","0.67071","0.52609","","39","6","0.26468"
"810420","Magnesium waste","Desperdicios y desechos de magnesio.","Metales"," XV Metales comunes y sus manufacturas","0.60496","1443","Se mantuvo / Decreció","598544.49727","0","0.00000","-0.19104","0.71833","0","0.07043","0.24664","0.41718","","s.d.","s.d.","0.09388"
"470693","Semi-chemical pulps, other","Las demas pastas de otras materias fibrosas celulosicas, semiquimicas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.56896","1500","Decreció / Decreció","1059592.24317","0","0.00000","-0.19449","-0.51979","0","-0.18321","-0.19383","-0.15001","","s.d.","s.d.","0.08658"
"350520","Glues based on modified starches","Colas","Químicos"," VI Productos químicos y aliados","-0.05167","2527","Creció / Se mantuvo","1182572.74863","0","0.00000","0.25273","0.26862","0","0.22547","0.21263","0.18378","","39","6","0.26468"
"511290","Fabric, comb wool/hair with fibres","Los demas tejidos de lana peinada o de pelo fino peinado","Textiles"," XI Textiles y artículos textiles","0.08117","2325","Creció / Creció","1028593.85246","0","0.00000","-0.19452","-0.45526","0","-0.21910","-0.24442","-0.24293","","532","7","0.11748"
"400819","Vulcanised rubber rods, cellular","Las demas placas, hojas, bandas,varillas y perfiles de caucho celular","Químicos"," VII Plásticos, caucho, y sus manufacturas","0.88082","977","Decreció / Decreció","1077806.35246","0","0.00000","-0.19479","1.55048","0","0.26182","0.57740","0.85948","","s.d.","s.d.","0.16001"
"350699","Glues and adhesives, nes, > 1kg","Las demas colas y adhesivos preparados.","Químicos"," VI Productos químicos y aliados","-0.22801","2807","Creció / Creció","8473788.47541","0","0.00000","0.72294","0.91207","0","0.66567","0.64649","0.57031","","39","6","0.26468"
"910291","Pocket-watch, base-metal case, battery","Relojes de bolsillo o similares, de pilas o de acumuladores.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.31131","1927","Decreció / Decreció","509257.90164","0","0.00000","-0.19544","1.16377","0","0.12708","0.35629","0.54289","","0","0","0.12582"
"732219","Radiators, iron nes","Los demas radiadores y sus partes.","Metales"," XV Metales comunes y sus manufacturas","0.80682","1099","Creció / Decreció","11589690.49727","0","0.00000","-0.19624","1.25787","0","0.19489","0.46315","0.70887","","s.d.","s.d.","0.07363"
"120791","Poppy seeds","Semilla de amapola (adormidera), incluso quebrantada.","Agricultura"," II Productos vegetales","0.47751","1660","Creció / Creció","1497474.50273","1.57214013735453","0.00031","-0.19663","0.12896","0","-0.06410","0.01845","0.11842","","1151","106","0.11081"
"360200","Prepared explosives","Explosivos preparados, excepto las polvoras de proyeccion","Químicos"," VI Productos químicos y aliados","-0.80042","3561","Creció / Decreció","2158591.32514","0","0.00000","1.86379","-0.56125","0","1.11236","0.61540","0.10647","","39","6","0.26468"
"360300","Detonators","Mechas de seguridad; cordones detonantes, cebos y capsulas fulminantes","Químicos"," VI Productos químicos y aliados","-0.48593","3171","Creció / Creció","10098711.25683","84.324956258138","0.00215","1.37396","-0.24864","0","0.86345","0.52707","0.17882","","39","6","0.26468"
"360410","Fireworks","Articulos para fuegos artificiales.","Químicos"," VI Productos químicos y aliados","-0.59329","3309","Creció / Se mantuvo","6493745.65301","0","0.00000","-0.61138","-1.43298","0","-0.77389","-0.89623","-0.97658","","39","6","0.26468"
"871680","Wheelbarrows, hand-carts, rickshaws","Los demas vehiculos no automoviles","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.23289","2065","Creció mucho / Creció","15349802.94262","0","0.00000","-0.19663","0.64135","0","0.01392","0.16109","0.28784","","0","0","0.11601"
"360500","Matches","Cerillas y fosforos, excepto los articulos de pirotecnia de la partida","Químicos"," VI Productos químicos y aliados","-1.28035","4110","Decreció / Decreció","1183738.07923","0","0.00000","2.10297","-1.03141","0","1.13776","0.49844","-0.15333","","s.d.","s.d.","0.15411"
"360610","Lighter refill","Combustibles liquidos y gases combustibles licuados en recipientes de","Químicos"," VI Productos químicos y aliados","-0.32955","2959","Decreció mucho / Decreció mucho","412454.55464","0","0.00000","0.25807","-0.30929","0","0.08583","-0.02865","-0.14415","","s.d.","s.d.","0.15411"
"843820","Machines for cocoa/chocolate manuf","Maquinas y aparatos para confiteria, elaboracion de cacao o fabricacio","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.15116","2228","Creció / Decreció","6240997.05191","0","0.00000","-0.19733","-0.03414","0","-0.12984","-0.08794","-0.03677","","s.d.","s.d.","0.09239"
"841583","Air conditioners, no refrigerating unit","Los demas acondicionadores de aire, sin equipo de enfriamiento.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.86757","993","Decreció mucho / Decreció mucho","15265740.12295","0","0.00000","-0.19762","1.47621","0","0.24367","0.54800","0.82190","","s.d.","s.d.","0.18814"
"842131","Air filters for engines","Filtros de entrada de aire para motores de encendido por chispa o por","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.74485","1210","Creció mucho / Creció","13681551.80055","153.465239842733","0.00226","-0.19923","1.06495","0","0.14802","0.38485","0.60567","","s.d.","s.d.","0.18814"
"902820","Liquid supply/calibration meters","Contadores de liquidos.","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.49698","1637","Decreció / Decreció","7998966.01093","0","0.00000","-0.19967","1.28347","0","0.16662","0.42393","0.64191","","0","0","0.15576"
"730792","Threaded fittings, iron/steel","Los demas codos,curvas y manguitos,roscados, de fundicion, hierro o ac","Metales"," XV Metales comunes y sus manufacturas","0.69071","1293","Creció / Decreció","-7608484.39071","374.088280916214","0.01282","-0.20266","1.19734","0","0.16667","0.42134","0.65068","","s.d.","s.d.","0.07857"
"690210","Refractory bricks, >50% Mg, Ca or Cr as oxid","Ladrillos, losas y piezas refractarias con un contenido de los element","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.22007","2099","Creció mucho / Creció","12665380.49454","0","0.00000","-0.20287","0.36499","0","-0.04700","0.05932","0.15840","","0","0","0.09736"
"852490","Sound recordings, non-photo, nes","Grabaciones de sonido, no foto, otros","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.01142","790","Decreció mucho / Decreció mucho","4269781.99454","0","0.00000","-0.20621","-1.00541","0","-0.24429","-0.30328","-0.26144","","0","0","0.36404"
"842111","Cream separators","Desnatadores","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.42286","1740","Creció / Se mantuvo","501771.89891","0","0.00000","-0.20630","0.76435","0","0.05075","0.22780","0.38778","","s.d.","s.d.","0.09239"
"730210","Rails, iron","Carriles (rieles) de fundicion, hierro o de acero.","Metales"," XV Metales comunes y sus manufacturas","0.47522","1663","Decreció mucho / Decreció mucho","9010606.08470","0","0.00000","-0.20767","0.06366","0","-0.08512","-0.01027","0.08515","","s.d.","s.d.","0.07857"
"290619","Cyclic alcohols, nes","Los demas alcoholes ciclanicos, ciclenicos o cicloterpenicos.","Químicos"," VI Productos químicos y aliados","0.62653","1408","Decreció / Decreció","3109992.29508","0","0.00000","-0.20785","1.13011","0","0.14318","0.38559","0.60283","","s.d.","s.d.","0.14976"
"841392","Liquid elevator, parts","Partes de elevadores de liquidos.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.37347","1822","Decreció / Decreció","796438.47814","0","0.00000","-0.20994","0.96119","0","0.08262","0.28746","0.46292","","s.d.","s.d.","0.11700"
"711590","Articles of precious metal","Las demas manufacturas de metales preciosos o de chapados metales prec","Piedras"," XIV Perlas, piedras, metales preciosos o revestidos, joyería de imitación, y monedas","0.47956","1657","Decreció mucho / Decreció mucho","20929029.93169","0","0.00000","-0.21019","0.22585","0","-0.05401","0.04588","0.15846","","s.d.","s.d.","0.45558"
"480540","Paper, uncoat, filter","Papel y carton filtro, sin estucar ni recubrir, en bobinas o en hojas.","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","1.04452","744","Creció / Se mantuvo","1837285.96995","0","0.00000","-0.21031","0.74364","0","0.10597","0.31180","0.53268","","s.d.","s.d.","0.08658"
"880510","Aircraft launching gear","Aparatos y dispositivos para el lanzamiento de aeronaves y sus partes;","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.30506","1936","Decreció / Decreció","1604388.35792","0","0.00000","-0.21080","-0.43438","0","-0.20393","-0.21167","-0.18244","","0","0","0.15363"
"843360","Machines for cleaning, sorting, grading eggs/fruit","Maquina para la seleccion de huevos, frutas y otros productos agricola","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.15100","2230","Creció mucho / Creció","2741512.42077","0","0.00000","-0.21081","0.33537","0","-0.06539","0.03463","0.12542","","s.d.","s.d.","0.08734"
"720270","Ferro-molybdenum","Ferromolibdeno","Metales"," XV Metales comunes y sus manufacturas","0.11349","2287","Creció mucho / Creció","8527844.91530","0","0.00000","-0.21087","-1.20689","0","-0.37764","-0.51083","-0.57799","","s.d.","s.d.","0.07857"
"300440","Alkaloids, doses, nes","Medicamentos que contengan alcaloides o sus derivados, sin hormonas ni","Químicos"," VI Productos químicos y aliados","0.29180","1963","Creció mucho / Decreció","27209930.67760","0","0.00000","-0.21100","0.40646","0","-0.03723","0.08053","0.19256","","69","9","0.34344"
"690510","Ceramic roofing tiles","Tejas ceramicas.","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.04207","2393","Decreció / Decreció","3796416.93169","0","0.00000","-0.21129","0.80399","0","0.01710","0.18206","0.30893","","s.d.","s.d.","0.06217"
"400950","Rubber tubes, with fittings","Tubos de caucho vulcanizado sin endurecer, reforzados o combinados de","Químicos"," VII Plásticos, caucho, y sus manufacturas","0.68381","1306","Creció mucho / Creció","22747905.89891","5009.02391197284","0.04587","-0.21136","0.86533","0","0.09350","0.29976","0.49694","","s.d.","s.d.","0.16001"
"290351","1,2,3,4,5,6-hexachlorocyclohexane","1,2,3,4,5,6-hexaclorociclohexano.","Químicos"," VI Productos químicos y aliados","0.14857","2233","Se mantuvo / Se mantuvo","7739.42623","0","0.00000","-0.21146","0.61405","0","-0.01035","0.13147","0.25003","","s.d.","s.d.","0.14976"
"392114","Plastic sheet, cellular of regenerated cellulose","Productos celulares de celulosa regenerada","Químicos"," VII Plásticos, caucho, y sus manufacturas","0.75928","1184","Se mantuvo / Decreció","998978.52732","0","0.00000","-0.21187","0.66898","0","0.06142","0.24210","0.42730","","s.d.","s.d.","0.12832"
"20311","Swine carcasses","Carne de porcino fresca o refrigerada, en canales o medios canales","Agricultura"," I Animales vivos; productos animales","0.80610","1102","Decreció / Decreció","10434648.10929","0","0.00000","-0.21200","1.16875","0","0.16596","0.42398","0.66386","","252","7","0.09596"
"847890","Parts of machinery for preparing tobacco","Partes de maquinas y aparatos para preparar o elaborar tabacos.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.16467","2206","Decreció / Decreció","3652341.60109","0","0.00000","-0.21279","-0.40116","0","-0.21272","-0.22210","-0.20319","","s.d.","s.d.","0.09239"
"731100","Compressed gar container, iron/steel","Recipientes para gases comprimidos o licuados, de fundicion, de hierro","Metales"," XV Metales comunes y sus manufacturas","0.12210","2276","Creció / Decreció","13190794.52459","4411.62516276042","0.05585","-0.21282","1.20315","0","0.10387","0.33301","0.50810","","s.d.","s.d.","0.07363"
"121010","Hop cones, not ground","Conos de lupulo sin quebrantar ni moler ni en pellets, frescos o secos","Agricultura"," II Productos vegetales","0.58524","1469","Creció / Creció","589288.32514","0","0.00000","-0.21366","0.32484","0","-0.02607","0.09465","0.22839","","1151","106","0.11081"
"370510","Photo plates, film exposed and developed","Placas y peliculas impresionadas para la reproduccion offset","Químicos"," VI Productos químicos y aliados","0.89634","962","Decreció / Decreció","9453.25956","0","0.00000","-0.21377","-0.84098","0","-0.22820","-0.26678","-0.21849","","s.d.","s.d.","0.43337"
"900652","Cameras for roll film w<35mm","Los demas aparatos fotograficos, p. peliculas en rollo ancho inf. a 35","Maquinaria"," XVIII Óptica, fotografía, cinematografía, medición, e instrumentos médicos. Relojes, instrumentos musicales, sus partes y accesorios","0.12398","2272","Decreció / Decreció","71137.00273","0","0.00000","-0.21399","0.33053","0","-0.07129","0.02729","0.11554","","s.d.","s.d.","0.30176"
"340311","Lubricants, < 70% petroleum, for textile","Preparaciones para el tratamiento de materias textiles, cueros, pieles","Químicos"," VI Productos químicos y aliados","0.44797","1702","Decreció / Decreció","2300636.89344","0","0.00000","-0.21497","0.39559","0","-0.02657","0.09817","0.22552","","39","6","0.26468"
"381190","Oil additives, nes","Los demas aditivos preparados para aceites lubricantes","Químicos"," VI Productos químicos y aliados","0.42593","1736","Decreció / Decreció","13250660.77596","0","0.00000","-0.21573","0.86856","0","0.06529","0.26002","0.43262","","39","6","0.26468"
"721339","Hot rolled bar/rod, iron/non-alloy steel, coiled, C<.25%","Barra/varilla laminada en caliente, hierro/acero sin alear, c <.25%","Metales"," XV Metales comunes y sus manufacturas","0.17506","2189","Creció / Decreció","3872509.38525","0","0.00000","-0.21835","0.45578","0","-0.04418","0.07661","0.18336","","s.d.","s.d.","0.07857"
"841810","Refrigerator with freezer, two-door","Combinaciones de refrigerador y congelador-conservador con puertas ext","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.33138","1899","Creció mucho / Creció mucho","93272075.09290","0","0.00000","-0.21840","0.24714","0","-0.07032","0.02700","0.12854","","242","5","0.13563"
"680620","Exfoliated vermiculite, foamed slag","Vermiculita dilatada, arcilla dilatada y similares dilatados, incluso","Piedras"," XIII Artículos de piedra, yeso, cemento, amianto, mica, cerámicos, y vidrios","0.61436","1428","Creció / Se mantuvo","1830176.10656","0","0.00000","-0.22161","0.89568","0","0.08545","0.29484","0.49016","","s.d.","s.d.","0.11237"
"841582","Air conditioners, refrigerating unit","Los demas acondicionadores de aire, con equipo de enfriamiento","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.48712","1649","Creció mucho / Creció","44669849.25683","0","0.00000","-0.22245","1.22931","0","0.13886","0.39210","0.60824","","s.d.","s.d.","0.18814"
"830120","Locks for motor vehicles, metal","Cerraduras del tipo de las utilizadas en los vehiculos automoviles.","Metales"," XV Metales comunes y sus manufacturas","0.97145","855","Decreció / Decreció","20040122.75137","4.45102310180664","0.00005","-0.22490","0.42188","0","0.02409","0.18093","0.36524","","s.d.","s.d.","0.11706"
"291890","Carboxylic acids, nes","Los demas acidos carboxilicos con funcion aldehido o cetona","Químicos"," VI Productos químicos y aliados","0.96149","868","Creció / Decreció","-1582313.81694","3.56749308109283","0.00010","-0.22518","-0.20891","0","-0.10326","-0.04148","0.07881","","s.d.","s.d.","0.14976"
"853010","Railway electric signal & traffic controls","Aparatos para vias ferreas o similares, electricos de senalizacion.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.82479","1068","Decreció / Decreció","3759617.16667","0","0.00000","-0.22618","1.30857","0","0.18587","0.46863","0.72720","","s.d.","s.d.","0.24556"
"380210","Activate carbon","Carbon vegetal activado","Químicos"," VI Productos químicos y aliados","-0.51337","3215","Creció mucho / Creció","11287392.05738","10.0890680948893","0.00025","-0.54410","0.27396","0","-0.37741","-0.25317","-0.16829","","39","6","0.26468"
"380290","Activated natural mineral products, nes","Las demas materias minerales naturales","Químicos"," VI Productos químicos y aliados","-0.62645","3361","Decreció / Decreció","1869248.26776","0","0.00000","0.61227","0.53129","0","0.47220","0.39812","0.26615","","s.d.","s.d.","0.14976"
"560300","Nonwoven textiles, not felt","Textiles no tejidos, excepto fieltro","Textiles"," XI Textiles y artículos textiles","0.81038","1091","Creció mucho / Creció mucho","55810316.37432","74.4173059463501","0.00021","-0.22631","2.02301","0","0.32722","0.71645","1.04506","Apuestas ambiciosas","s.d.","s.d.","0.27552"
"844512","Textile fibre combing machines","Maquinas peinadoras.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.22418","2093","Creció / Creció","788769.66120","0","0.00000","-0.22638","0.48805","0","-0.03844","0.09126","0.20775","","s.d.","s.d.","0.08919"
"380510","Gum, wood, oils","Esencia de trementina, de madera de pino o de pasta celulosica al sulf","Químicos"," VI Productos químicos y aliados","-0.48218","3166","Creció / Creció","-9515846.33333","0","0.00000","0.84780","-1.18501","0","0.30824","-0.06318","-0.39946","","s.d.","s.d.","0.14976"
"380590","Terpenic oils, nes","Las demas esencias de trementina, de madera de pino, de pasta celulosi","Químicos"," VI Productos químicos y aliados","-0.13408","2656","Creció / Creció","405278.92896","0","0.00000","0.08390","0.23781","0","0.09288","0.10507","0.09866","","s.d.","s.d.","0.14976"
"380610","Rosin and resin acids","Colofonias.","Químicos"," VI Productos químicos y aliados","-0.29175","2901","Decreció mucho / Decreció","-11379328.42350","0","0.00000","0.25468","-0.06630","0","0.13584","0.06037","-0.02637","","s.d.","s.d.","0.14976"
"380620","Rosin, resin acid salts","Sales de colofonia o de acidos resinicos","Químicos"," VI Productos químicos y aliados","-0.26379","2855","Decreció / Decreció","33406.42350","0","0.00000","0.53927","0.44745","0","0.44060","0.38668","0.29719","","s.d.","s.d.","0.14976"
"370320","Unexposed color photo paper","Los demas papel, carton y textiles, para fotografia en colores policro","Químicos"," VI Productos químicos y aliados","0.56057","1521","Decreció mucho / Decreció","2251307.08470","0","0.00000","-0.22650","-2.09487","0","-0.52147","-0.76237","-0.87050","","39","6","0.26468"
"890310","Inflatable pleasure craft","Embarcaciones inflables.","Vehículos"," XVII Vehículos, aviones, buques y equipos de transporte asociados","0.19989","2137","Creció / Se mantuvo","2920734.39344","20.4767622152964","0.00191","-0.22694","0.76638","0","0.01440","0.18474","0.32676","","s.d.","s.d.","0.07178"
"390519","Polyvinyl acetate, not aqueous","Los demas polimeros de acetato de vinilo, en forma primarias.","Químicos"," VII Plásticos, caucho, y sus manufacturas","0.27773","1982","Creció / Se mantuvo","3267317.96721","0","0.00000","-0.22860","0.28049","0","-0.07615","0.02553","0.12707","","s.d.","s.d.","0.12871"
"380810","Insecticides","Insecticidas.","Químicos"," VI Productos químicos y aliados","-0.53678","3243","Creció mucho / Creció mucho","-50009705.34973","101237.619466146","0.47444","1.46349","0.22172","0","1.01511","0.72883","0.40463","Trayectoria productiva","s.d.","s.d.","0.19452"
"380820","Fungicides","Fungicidas.","Químicos"," VI Productos químicos y aliados","-0.40863","3076","Decreció mucho / Decreció mucho","-23171879.91803","2661.96450805664","0.01317","1.63380","0.11964","0","1.12673","0.79748","0.44182","","s.d.","s.d.","0.19452"
"390910","Urea, thiourea resins","Resinas ureicas; resinas de tiourea","Químicos"," VII Plásticos, caucho, y sus manufacturas","0.46435","1679","Creció / Decreció","5566786.86066","0","0.00000","-0.22883","0.68857","0","0.02397","0.19624","0.35730","","s.d.","s.d.","0.12871"
"401290","Tyres, interchangeable treads","Bandajes, bandas de rodadura intercambiables para neumaticos y protect","Químicos"," VII Plásticos, caucho, y sus manufacturas","0.13057","2260","Decreció / Decreció","4578517.65847","3.10664908091227","0.00010","-0.22964","0.32309","0","-0.08307","0.01785","0.10914","","s.d.","s.d.","0.04913"
"722790","Bar/rod, alloy-steel, irregular coils","Los demas alambron de los demas aceros aleados.","Metales"," XV Metales comunes y sus manufacturas","0.09375","2308","Decreció mucho / Decreció mucho","21548485.52732","0","0.00000","-0.22989","0.50298","0","-0.05095","0.07516","0.18081","","s.d.","s.d.","0.07857"
"846410","Sawing machines for stone/ceramics/glass","Sierras, para trabajar piedra, ceramica, hormigon o materias minerales","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.49025","1648","Creció / Decreció","3043156.49180","0","0.00000","-0.23144","0.95901","0","0.07882","0.29347","0.48468","","s.d.","s.d.","0.14134"
"843229","Scarifiers, weeders and hoes","Escarificadores, cultivadores, estirpadores, rotocultores, escardadora","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.66546","1338","Creció / Creció","7774144.06284","0","0.00000","-0.23147","1.65194","0","0.23490","0.56226","0.84030","","s.d.","s.d.","0.08734"
"853180","Electric audio-visual signalling apparatus, nes","Los demas aparatos electricos de senalizacion acustica o visual.","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.21117","2120","Creció mucho / Creció","15427528.00546","0.708715260028839","0.00001","-0.23444","1.00771","0","0.05855","0.26715","0.43593","","s.d.","s.d.","0.24556"
"580632","Manmade fabric, nes <30cm","Los demas cintas de fibras sinteticas o artificiales.","Textiles"," XI Textiles y artículos textiles","0.08054","2326","Creció / Creció","10577611.71585","0","0.00000","-0.23576","1.08845","0","0.06071","0.27516","0.43921","","s.d.","s.d.","0.27552"
"731589","Chain, iron, nes","Las demas cadenas de fundicion, de hierro o acero.","Metales"," XV Metales comunes y sus manufacturas","0.39355","1792","Decreció / Decreció","1574580.06284","0","0.00000","-0.23653","0.73553","0","0.02089","0.19820","0.35842","","s.d.","s.d.","0.11287"
"291512","Salts of formic acid","Sales del acido formico.","Químicos"," VI Productos químicos y aliados","0.65995","1355","Creció / Creció","2758698.08743","0","0.00000","-0.23654","0.76584","0","0.05358","0.24877","0.43865","","s.d.","s.d.","0.14976"
"381111","Anti-knock prep, lead","Preparaciones antidetonantes, a base de compuestos de plomo.","Químicos"," VI Productos químicos y aliados","-1.34881","4175","Decreció / Decreció","363863.40984","0","0.00000","0.25069","-2.86881","0","-0.53316","-1.08106","-1.55296","","39","6","0.26468"
"482040","Business forms","Impresos en paquetes o plegados, aunque lleven papel carbon","Agricultura"," X Pasta de madera u otras materias fibrosas celulosicas. Papel y carbón, y sus recuperados y manufacturas","0.61831","1423","Decreció / Decreció","492990.03825","0","0.00000","-0.23763","1.28038","0","0.15156","0.42206","0.65946","","s.d.","s.d.","0.20466"
"841181","Gas turbine egine, nes <5000 kW","Las demas turbinas de gas, de potencia inferior o igual a 5.000 kw.","Maquinaria"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","1.00342","804","Creció mucho / Creció","15704556.87978","1423.34114583333","0.02443","-0.23886","0.27754","0","-0.01135","0.12823","0.30409","","0","0","0.12799"
"853890","Parts of elect switches, protectors","Las demas partes identificables destinadas a las pda 8535,8536,8537","Electrónica"," XVI Aparatos mecánicos y eléctricos, sus partes y accesorios","0.76785","1163","Creció mucho / Decreció mucho","168995694.42896","45.256243566672","0.00006","-0.23892","0.93558","0","0.09665","0.32317","0.54130","","s.d.","s.d.","0.15607"
